Gene = ADGRG7
index = 31
Annotated 5SS: [  383 20123 21221 23789 26238 27814 33817 34045 36520 37136 40219 45593
 46407 50255 59517]
Annotated 3SS: [20008 21115 23675 26087 27712 33676 33936 36355 36979 40105 45245 46309
 50098 59359 85154]
SMsplice 5SS: [  383 20123 21221 22123 23789 26238 27814 33817 34045 35066 36124 36520
 37136 40219 49495 50255 59517]
SMsplice 3SS: [20008 21115 21985 23675 26087 27712 33676 33936 34949 35977 36355 36979
 40105 49386 50098 59359 85154]
top_k =  500
Partition function (log Z): -9.578588170739694

Sorted 5' Splice Sites (High to Low Probability):
Position 27814: 0.9983089449820031
Position 20123: 0.9962469165856696
Position 40219: 0.9923872755437109
Position 50255: 0.9900417062269965
Position 34045: 0.966724293421305
Position 36520: 0.94924108623574
Position 21221: 0.9331272499700597
Position 26238: 0.9222255380888863
Position 22123: 0.8886070905704282
Position 383: 0.885413500097358
Position 33817: 0.8236593893260213
Position 36124: 0.7717325565793257
Position 49495: 0.7693985614082679
Position 37136: 0.7632242830251831
Position 59517: 0.6641319777054516
Position 23789: 0.6335854780204675
Position 35066: 0.6225485747992554
Position 42361: 0.5711870325907161
Position 3267: 0.48754596460386285
Position 37770: 0.1814404385923869
Position 23457: 0.157264834634058
Position 35386: 0.1463906301697247
Position 46407: 0.14212780604312614
Position 39748: 0.11630512782203137
Position 35981: 0.10449365365100431
Position 41080: 0.10056428767535809
Position 27308: 0.09958227508918205
Position 26743: 0.09051131709627602
Position 27091: 0.08934209997084776
Position 39924: 0.0881112356127725
Position 41693: 0.0853432016679657
Position 45593: 0.06463830885180359
Position 23541: 0.06280313050057264
Position 423: 0.06073980445239498
Position 38127: 0.05126316322639763
Position 28236: 0.042102517624053315
Position 38547: 0.034471682178756444
Position 37607: 0.032204060789670905
Position 32661: 0.031332524048057885
Position 27175: 0.026968285409088973
Position 42417: 0.02654936671012365
Position 39797: 0.025276948665947097
Position 32706: 0.023654039736317807
Position 24511: 0.017477616796028717
Position 34792: 0.015787030828127192
Position 468: 0.014960044056795487
Position 34166: 0.014937758359498942
Position 38315: 0.014790031576019116
Position 44573: 0.014304572467016701
Position 36749: 0.01295833466007537
Position 34267: 0.009581709202146363
Position 413: 0.009536761807966131
Position 35070: 0.009321826499495044
Position 50491: 0.007017094694503891
Position 528: 0.006896687058165549
Position 500: 0.006547832221327289
Position 1262: 0.004735242213721837
Position 40985: 0.004644794717238143
Position 41048: 0.004281680771452229
Position 1207: 0.003737351644693985
Position 34331: 0.003625640338378431
Position 37427: 0.0034737686238408933
Position 576: 0.002794611603247042
Position 32398: 0.0024623802570260607
Position 38112: 0.002460784392135074
Position 40327: 0.0023674710692634785
Position 38080: 0.0021940541511024487
Position 41058: 0.0021913241786422786
Position 37553: 0.0020092619130897523
Position 37388: 0.0015212246719197861
Position 1026: 0.0014377803974086733
Position 61: 0.0012176402922157684
Position 35480: 0.0009471101289285815
Position 34914: 0.0008456349488896231
Position 36160: 0.0008452909307894284
Position 36739: 0.0008285686281549815
Position 50596: 0.0007991015606709608
Position 568: 0.0007898486665211547
Position 35528: 0.0007550492985337839
Position 50169: 0.0006722706755361326
Position 532: 0.0006609614604058047
Position 55363: 0.0006272806112882128
Position 37356: 0.0005402385311606548
Position 27737: 0.0004584970468302901
Position 35604: 0.0004336985437970028
Position 716: 0.00031936417827482783
Position 37194: 0.000250503715817371
Position 458: 0.0002125698495053901
Position 27990: 0.00015062768342899424
Position 35546: 0.00013591661107900983
Position 38059: 0.00012251591559424806
Position 38302: 4.179464924476466e-05
Position 37801: 2.2386878719532446e-05
Position 34192: 4.0998141608717865e-06
Position 31539: 2.682575986674791e-07
Position 34023: 1.7900007396924607e-07
