Gene = MEST
index = 836
Annotated 5SS: [  247  3430  5143  5921  6183  6385  7823  8440  8798 10628 11904]
Annotated 3SS: [ 3274  5062  5842  6045  6325  7781  8368  8695 10550 11839 12845]
SMsplice 5SS: [  247  3430  4117  5143  5921  6183  6400  8440  8798 11904]
SMsplice 3SS: [ 3274  3984  5062  5842  6045  6268  8368  8695 11839 12845]
top_k =  500
Partition function (log Z): 8.771789135131245

Sorted 5' Splice Sites (High to Low Probability):
Position 6183: 0.9947261080686417
Position 247: 0.960724229405925
Position 8440: 0.9329052657840009
Position 5143: 0.8695967383687493
Position 11904: 0.8221167719505076
Position 5921: 0.7586025374816824
Position 6400: 0.6948047557652987
Position 3430: 0.6682410762559057
Position 8798: 0.5871295407533836
Position 4117: 0.5681424586223163
Position 11343: 0.44098104333560284
Position 10628: 0.24936378134913434
Position 6385: 0.23574861498630756
Position 3487: 0.23005803784364445
Position 3715: 0.20305479652773392
Position 1171: 0.12012928130116102
Position 9049: 0.10930929447058337
Position 12350: 0.07920592714992257
Position 3094: 0.07918726478726947
Position 979: 0.06634915569352484
Position 8226: 0.06552228378051683
Position 12335: 0.06516571166865603
Position 3605: 0.048718947856271545
Position 1921: 0.03528788686114556
Position 3176: 0.03269678023206551
Position 224: 0.03128599344771271
Position 4822: 0.03014264248357187
Position 6411: 0.029078588329521485
Position 7440: 0.02682232476244344
Position 12175: 0.02453492351115742
Position 11957: 0.023021810285449307
Position 4418: 0.022162943360052544
Position 2110: 0.01920220103856227
Position 5945: 0.01817309796925594
Position 3460: 0.01797377810071817
Position 8984: 0.01749492007629835
Position 605: 0.01535235060745084
Position 7018: 0.01496548162225232
Position 6460: 0.013827051334822179
Position 7555: 0.012672393352778942
Position 7492: 0.011551495198182616
Position 2975: 0.011016706817330737
Position 7823: 0.010769579995758578
Position 5980: 0.00898944680583971
Position 1182: 0.008556265555903058
Position 5781: 0.008326563482915985
Position 6404: 0.00706056798035739
Position 2459: 0.006679027631012126
Position 2085: 0.005957744135437132
Position 1414: 0.005134923238302746
Position 4659: 0.005106054132738111
Position 492: 0.004829352825690069
Position 7752: 0.00457251602307572
Position 5136: 0.004516116359873243
Position 3297: 0.004459449324922316
Position 3133: 0.004166166102955843
Position 12522: 0.0036826250552375213
Position 7570: 0.003623766952132777
Position 5233: 0.0029690834581471426
Position 2995: 0.002870661988460736
Position 5953: 0.002703095044306774
Position 3207: 0.0024536439605792404
Position 4911: 0.0023281846349035083
Position 12717: 0.001987896649579823
Position 828: 0.0018844953724281993
Position 8316: 0.0017894465056508566
Position 1682: 0.0017102578553067015
Position 863: 0.001672841147751973
Position 4813: 0.0014886130428610526
Position 3116: 0.0014481643944801621
Position 258: 0.0012828262559047502
Position 1146: 0.0011354456898730815
Position 7032: 0.001128804322358201
Position 1071: 0.0011078768304145768
Position 5853: 0.0010766176452400534
Position 1718: 0.0010201228160168449
Position 6245: 0.0009616287005520932
Position 3885: 0.0009488940868691564
Position 3162: 0.0009441678431573654
Position 11077: 0.0009044338577651473
Position 6223: 0.0009028919132249497
Position 790: 0.0008629174662431871
Position 6832: 0.0008535143302338575
Position 7561: 0.0008317498339017316
Position 1706: 0.0007309674281229367
Position 5785: 0.0007110438989407315
Position 4807: 0.0006755066845971433
Position 4679: 0.0006125202454627791
Position 10597: 0.0006056392074258427
Position 4306: 0.0005541639148909125
Position 6779: 0.00046779604891758296
Position 5711: 0.00046378869993686706
Position 5876: 0.00045002816108102183
Position 4832: 0.0004023221357525469
Position 11222: 0.0003831007687438308
Position 6768: 0.00035334841907231886
Position 4641: 0.0003401683682643796
Position 7668: 0.0003308838797264459
Position 9286: 0.00030990188565567625
Position 5251: 0.0003097774672259077
Position 2324: 0.0003082996843294533
Position 4121: 0.0002857031021371664
Position 6326: 0.00026915905570339235
Position 7709: 0.00022076931190873785
Position 3287: 0.00016643200309299146
Position 7782: 0.00014025607718742475
Position 3415: 0.00011895224247338811
Position 716: 7.639060139116028e-05
Position 7614: 6.864799051118251e-05
Position 11934: 6.662046653373983e-05
Position 7610: 5.644430980525427e-05
Position 797: 5.535853380185093e-05
Position 3213: 4.954928176252068e-05
Position 253: 4.7989650194996155e-05
Position 272: 4.797211494731402e-05
Position 7748: 4.710113212699234e-05
Position 3451: 4.47761094378753e-05
Position 6022: 3.311853025256401e-05
Position 953: 2.7340651268903555e-05
Position 178: 2.694808278121832e-05
Position 870: 2.4568769434201197e-05
Position 1818: 2.102792153999104e-05
Position 7461: 1.453575859376911e-05
Position 461: 1.3419844134586903e-05
Position 6346: 1.2673919360663816e-05
Position 6241: 8.407711241646163e-06
Position 78: 4.897189525789669e-06
Position 1466: 4.1567305154436515e-06
Position 251: 3.5802663717239624e-06
Position 557: 1.4852833990118415e-06
Position 1190: 1.4569746538449747e-06
Position 679: 8.303431376994395e-07
Position 328: 3.409766143704688e-07
Position 437: 2.3288645975720866e-07
Position 1258: 1.4780094344675016e-07
Position 113: 1.4208610796187353e-07
Position 412: 8.528160233082098e-08
Position 318: 5.002257408855964e-08
Position 52: 1.920407688994165e-08
Position 72: 1.5660220826609094e-08
Position 274: 8.710140248143118e-09
Position 1507: 6.96976883694898e-09
Position 320: 6.048993977945635e-09
Position 326: 5.723614602396092e-09
Position 630: 7.68948075260929e-10
Position 489: 6.703429274016751e-10
Position 414: 1.1930810173766427e-10
Position 486: 1.4434111826079144e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11839: 0.9296980573107487
Position 8368: 0.8886004754108371
Position 6045: 0.8458189579555344
Position 5062: 0.814009889707256
Position 3274: 0.8076633350390978
Position 6268: 0.6276186803484866
Position 5842: 0.6069704264914199
Position 3984: 0.5094848848991567
Position 8695: 0.4887518539165192
Position 6325: 0.3531606653186474
Position 12845: 0.28543850909801155
Position 11108: 0.25248579962828244
Position 3562: 0.24938697805178336
Position 10550: 0.21399366024211997
Position 11273: 0.19103113363282803
Position 13977: 0.1662026927122273
Position 5897: 0.15746119799635128
Position 6075: 0.13828387738816694
Position 12226: 0.1272999618010556
Position 8894: 0.11968583628690443
Position 7975: 0.11958005873444459
Position 13220: 0.10869037625880727
Position 3071: 0.10579009832626605
Position 1051: 0.10410139941972754
Position 13347: 0.06871664222952067
Position 12119: 0.06532755879214928
Position 911: 0.05511782386202512
Position 4985: 0.054975686247266904
Position 3353: 0.05305242147401372
Position 12762: 0.05151773194734793
Position 7313: 0.048462399400312425
Position 12334: 0.047650530876997305
Position 8537: 0.04562770942623715
Position 3948: 0.044396126618996445
Position 12809: 0.03722761487915974
Position 10506: 0.032216602465874176
Position 5655: 0.02876873877704329
Position 13934: 0.022758456296518445
Position 1786: 0.022495206116560838
Position 4764: 0.022210307671803587
Position 3206: 0.020019180365301766
Position 4567: 0.019823062524512446
Position 1920: 0.018595239340924163
Position 4276: 0.01770285409226175
Position 3252: 0.017029419147090812
Position 8542: 0.01625205710325511
Position 13707: 0.016236453850465845
Position 6940: 0.014197618215820315
Position 2897: 0.013738122418827929
Position 12256: 0.013310615680634876
Position 7430: 0.013290888014416668
Position 8828: 0.012573168776651704
Position 12746: 0.012379477985965292
Position 1871: 0.011556392835391208
Position 12027: 0.010957610817134261
Position 12569: 0.009794496925830235
Position 8706: 0.00975290708224752
Position 13028: 0.009729895748826822
Position 726: 0.009705274822060173
Position 8560: 0.009389005316788275
Position 2961: 0.009019183592619525
Position 2974: 0.00891294644347701
Position 13632: 0.008278200337057234
Position 689: 0.008095886339611356
Position 3380: 0.0075070287484932385
Position 7613: 0.007297729092802786
Position 5784: 0.006335695477615576
Position 873: 0.0061644846204147044
Position 12522: 0.005962392252601671
Position 1556: 0.005701989445120935
Position 6047: 0.005650218538365534
Position 3220: 0.005333245540575336
Position 4211: 0.005014253182681709
Position 8597: 0.004745509087894745
Position 539: 0.004738441318034468
Position 14125: 0.004461152618864706
Position 3792: 0.004420629131268884
Position 3852: 0.00439538223647654
Position 502: 0.004251648601929563
Position 5594: 0.0038015744505681894
Position 12868: 0.003705323948632874
Position 840: 0.0035701666692945556
Position 8760: 0.0035469405059083484
Position 2299: 0.0032207435522469685
Position 10426: 0.0030496721140509634
Position 1109: 0.0028202736500612087
Position 7650: 0.002800591803465036
Position 3922: 0.0027543656216326927
Position 5024: 0.0025860918107623917
Position 2028: 0.0024560492520698442
Position 1224: 0.0024115807942381206
Position 474: 0.0023416762343305706
Position 2642: 0.0023327487737946195
Position 1624: 0.0022899643541171326
Position 369: 0.0022355329380800326
Position 465: 0.002225830092307224
Position 3573: 0.0021607351179500156
Position 882: 0.0021337160558262095
Position 3429: 0.002065152508403493
Position 5084: 0.001825480714526041
Position 3387: 0.0018135102766734044
Position 1058: 0.0017766319921161523
Position 6674: 0.0017510035689452961
Position 5741: 0.0016224172921633722
Position 6944: 0.0016200712650699697
Position 11004: 0.0015655720359620733
Position 10386: 0.0014750825544597333
