Gene = NPR3
index = 958
Annotated 5SS: [  823 13098 27308 63121 69094 71306 73161]
Annotated 3SS: [12974 27140 62984 68998 71169 73075 74510]
SMsplice 5SS: [  823 13098 14404 27308 30232 30753 34165 63121 69094 73161]
SMsplice 3SS: [12974 14311 27140 30062 30650 34027 62984 68998 73072 74510]
top_k =  500
Partition function (log Z): -20.165392551911037

Sorted 5' Splice Sites (High to Low Probability):
Position 27308: 0.9990296260425244
Position 13098: 0.9983948176939662
Position 30232: 0.9734554730729044
Position 823: 0.9487865773132435
Position 34165: 0.9105994942710388
Position 14404: 0.8853371883110083
Position 30753: 0.836340066278174
Position 16206: 0.5428830363030243
Position 1713: 0.40173794050814393
Position 6226: 0.39611925445550855
Position 38146: 0.3674876940223236
Position 16939: 0.31426523635485537
Position 1006: 0.29092552582907777
Position 3201: 0.2754196703919006
Position 13749: 0.2534928985765986
Position 31119: 0.24706918477550477
Position 958: 0.2071977305735208
Position 32875: 0.17987917614480972
Position 1028: 0.15486292496512202
Position 28301: 0.1068099011672868
Position 20639: 0.10040590940422744
Position 3443: 0.09742984236559055
Position 27814: 0.0921426043938572
Position 11570: 0.07266939808870737
Position 15754: 0.0623007592986988
Position 34445: 0.05543386681277665
Position 2022: 0.05125869883128714
Position 36772: 0.04921483597123239
Position 29227: 0.044484182862937025
Position 29130: 0.04255933420382853
Position 28448: 0.03739130212140902
Position 31130: 0.03662763312244444
Position 14280: 0.03376718509828995
Position 216: 0.03273618548238267
Position 33282: 0.03185872157547986
Position 33337: 0.02703388077530278
Position 86: 0.021697374926016724
Position 33054: 0.020835162826377544
Position 16211: 0.016972601359805613
Position 32115: 0.016598843381257368
Position 33093: 0.01606409885240114
Position 267: 0.015247971308517766
Position 15109: 0.012902698944643846
Position 814: 0.012644296790218052
Position 36309: 0.011152805756363474
Position 354: 0.00927612231579812
Position 34237: 0.009122335850075318
Position 3476: 0.008649392800144208
Position 464: 0.0074336863954259915
Position 936: 0.0055543951783565285
Position 284: 0.004546686128590239
Position 15185: 0.004291523569508445
Position 13411: 0.0020919327884369003
Position 1083: 0.0012492147819848293
Position 1344: 0.0012477297027631029
Position 28902: 0.0012317993318956533
Position 1143: 0.0011490977680535207
Position 1010: 0.0011048303044330033
Position 720: 0.0010325031403062832
Position 35974: 0.0009366420312034481
Position 2728: 0.0008600657419443716
Position 27263: 0.0008395431936271739
Position 458: 0.0008009745458692523
Position 34473: 0.0007271698145582166
Position 1849: 0.0007077013377256753
Position 2688: 0.0007006899419379059
Position 385: 0.0006718046621836825
Position 736: 0.0005871144836819463
Position 795: 0.0005433069314333002
Position 32821: 0.0005056426668309628
Position 2672: 0.00036849803628081134
Position 30651: 0.00026247580594937616
Position 69: 0.00019034599811000653
Position 32893: 0.00017846778149747743
Position 1074: 0.00015938909375511485
Position 931: 0.00012584856437283367
Position 1312: 0.00011236284477513517
Position 1036: 0.00011128379859473175
Position 1686: 0.00010416119245528026
Position 127: 9.575537961617978e-05
Position 376: 9.543484556794813e-05
Position 757: 8.993966351311398e-05
Position 222: 6.574127575493201e-05
Position 1017: 6.558981329003583e-05
Position 27275: 6.322475240554392e-05
Position 563: 5.324957802418282e-05
Position 13166: 5.251683246511877e-05
Position 711: 4.8072490271843586e-05
Position 1004: 3.568447173262818e-05
Position 1234: 3.48737408147307e-05
Position 660: 3.1099386314103524e-05
Position 456: 2.6877357269567226e-05
Position 31956: 2.6089727299299294e-05
Position 154: 2.100875101821603e-05
Position 402: 1.8877491237228808e-05
Position 133: 1.2935123053426678e-05
Position 1051: 1.2697466709004428e-05
Position 746: 2.0814746679904263e-06
Position 1249: 2.0255268156190747e-06
Position 1184: 1.6623529179125628e-06
Position 1259: 1.407921813623255e-06
Position 90: 9.552826395372205e-07
Position 245: 8.157264523963907e-07
Position 300: 8.027806526936725e-07
Position 16: 7.069559470806761e-09
Position 59: 4.156232132639581e-09
Position 518: 3.0460024491586853e-09
Position 224: 1.6975109173826628e-09
Position 480: 1.6700489470239432e-09
Position 1055: 1.5794300402695847e-09
Position 138: 1.1923211336982355e-09
Position 251: 7.548141382371e-11
Position 411: 4.878825756686469e-13
Position 107: 3.119274415686059e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 27140: 0.9999323939885577
Position 12974: 0.9984473345264332
Position 34027: 0.9483487989260113
Position 30062: 0.9302455128894052
Position 904: 0.6436286328874413
Position 16094: 0.5598556376628292
Position 30650: 0.5424092971170882
Position 14311: 0.4721964656863595
Position 6079: 0.38155987625862803
Position 38014: 0.3387632775330368
Position 16876: 0.31426523635485476
Position 14133: 0.2964079779482901
Position 3106: 0.27908917825732904
Position 13655: 0.2534928985765987
Position 30415: 0.24618526959431344
Position 31043: 0.20767617243034378
Position 1580: 0.20645960707652333
Position 32806: 0.17789539504891172
Position 1399: 0.17777949278457403
Position 39985: 0.17471717673700543
Position 42645: 0.1740926611288464
Position 40757: 0.15022124045422863
Position 28202: 0.144201203288696
Position 14328: 0.10423928767191268
Position 38253: 0.10343766993929282
Position 20613: 0.10040590940422757
Position 29042: 0.08713657068422545
Position 36470: 0.0821549763219105
Position 38277: 0.0815755400567229
Position 38038: 0.07694463216043998
Position 11396: 0.07266939808870732
Position 32932: 0.06922580508642584
Position 27506: 0.06809198577043724
Position 30892: 0.05623653156199731
Position 3370: 0.05516749825479599
Position 32992: 0.04987007264943985
Position 30029: 0.043340408789942025
Position 38063: 0.040492808651695876
Position 14325: 0.03840866274880331
Position 1778: 0.03795463237004317
Position 30589: 0.037623305494788456
Position 3330: 0.035112232940826625
Position 36531: 0.02547142932891146
Position 15428: 0.02506039062579579
Position 35973: 0.02268816407128172
Position 39623: 0.022631505830286402
Position 548: 0.021777576734775962
