Gene = PSMA5
index = 1085
Annotated 5SS: [   50  4492 11115 13284 14275 14475 15341 16424]
Annotated 3SS: [ 4424 10987 13215 14166 14415 15237 16336 24260]
SMsplice 5SS: [   50 10488 11115 11541 14275 15341 16424]
SMsplice 3SS: [10309 10987 11446 14166 15237 16336 24260]
top_k =  500
Partition function (log Z): 0.8790788824135278

Sorted 5' Splice Sites (High to Low Probability):
Position 16424: 0.9825575172600944
Position 14275: 0.9694877495218642
Position 15341: 0.9503594357003299
Position 11541: 0.7005344792513565
Position 11115: 0.6894093378330111
Position 10488: 0.689248656682439
Position 14475: 0.6179788919965742
Position 50: 0.5881866384083934
Position 4492: 0.4382001690342824
Position 10928: 0.3293690354463152
Position 21129: 0.2687278332295374
Position 11929: 0.23322363598403098
Position 10369: 0.22178075833965893
Position 13284: 0.20975027917857172
Position 303: 0.18971955446470093
Position 11925: 0.17018764623193508
Position 24039: 0.15965615942251865
Position 21116: 0.15689734775947348
Position 13367: 0.12887102680092286
Position 24435: 0.11875402259274158
Position 1026: 0.11583857190765903
Position 271: 0.0997850860757779
Position 74: 0.061790062534779165
Position 3436: 0.06096161520228184
Position 16220: 0.05010281496474807
Position 4122: 0.04226396097628703
Position 6073: 0.038397425878629515
Position 41: 0.031150460233190288
Position 14267: 0.02979797195637966
Position 10715: 0.029772331191969075
Position 14923: 0.024978497138867902
Position 12964: 0.023716401628325452
Position 664: 0.020936810210864954
Position 455: 0.020768241627398546
Position 87: 0.020457699035186915
Position 15943: 0.017434350415803886
Position 10528: 0.01706617374164638
Position 6944: 0.01675852204603607
Position 8838: 0.013811450527104417
Position 13661: 0.01261194718807416
Position 16132: 0.0112832212048259
Position 14570: 0.010716114377324493
Position 1005: 0.009650701518787401
Position 10963: 0.009180054939558367
Position 15696: 0.009167609714665209
Position 13485: 0.009023965997568417
Position 25150: 0.008992569855669735
Position 10936: 0.00872715392901487
Position 10932: 0.0079813850735851
Position 9044: 0.007674851990847493
Position 15820: 0.007631077273042468
Position 15931: 0.007245816621677968
Position 5919: 0.006746514245471008
Position 24321: 0.005531432265860772
Position 9929: 0.0053851607626636475
Position 11787: 0.005056658178915933
Position 16879: 0.004691341908572
Position 4513: 0.004119232524464219
Position 392: 0.0040518263511791185
Position 314: 0.003863322360962462
Position 22831: 0.00383324282872349
Position 13216: 0.003236369320221469
Position 8297: 0.0029840790146193324
Position 12940: 0.0029095085613203317
Position 15861: 0.0028554219960280035
Position 11675: 0.002810169823376891
Position 15902: 0.002743425766167385
Position 296: 0.0025079857951275726
