Gene = ZNF775
index = 1622
Annotated 5SS: [  58 9166]
Annotated 3SS: [ 9085 17176]
SMsplice 5SS: [  58 1797 9166]
SMsplice 3SS: [ 1645  9085 17176]
top_k =  500
Partition function (log Z): -6.567616784229722

Sorted 5' Splice Sites (High to Low Probability):
Position 9166: 0.9992433601759312
Position 1797: 0.6971013419650555
Position 3488: 0.5138915823507659
Position 58: 0.37940604316557747
Position 1254: 0.34043297882750684
Position 5079: 0.33725724535045537
Position 724: 0.18119637680448034
Position 15163: 0.17735402501944242
Position 17364: 0.17318337333195274
Position 2612: 0.16077743857917698
Position 1826: 0.12487057037939425
Position 16739: 0.1030611758358972
Position 7232: 0.07449950422599468
Position 4800: 0.06392461201653422
Position 2094: 0.05392141812420062
Position 664: 0.05175690786971325
Position 509: 0.048815288148167824
Position 3687: 0.04834002892789661
Position 5260: 0.04150524774625791
Position 16656: 0.02912311241528333
Position 1602: 0.02716449826579135
Position 1830: 0.025578435279191788
Position 16637: 0.0246997894164466
Position 3091: 0.023705723908428664
Position 329: 0.022045868197568402
Position 1229: 0.01993789236716168
Position 8263: 0.017003709206736807
Position 1932: 0.016858430412615217
Position 2759: 0.015936425577317576
Position 117: 0.014814762651030204
Position 5902: 0.014024927655415584
Position 674: 0.01039027610727141
Position 13341: 0.008818268182820341
Position 513: 0.00817209311480155
Position 4767: 0.007855749949732812
Position 3679: 0.006573574163673204
Position 4900: 0.006396398622123493
Position 10154: 0.006200392518746046
Position 1345: 0.005777378940837634
Position 1149: 0.0054928040358303235
Position 5056: 0.0052021946183679005
Position 10091: 0.004853825260859012
Position 4716: 0.004722492109584246
Position 16578: 0.004702492663781068
Position 299: 0.004035689759902854
Position 5889: 0.003894008487989708
Position 4532: 0.0035192595257171025
Position 781: 0.0035153690994147485
Position 2291: 0.003473331149823681
Position 2693: 0.0034478395890178005
Position 902: 0.0027225916590331175
Position 4512: 0.0024510590395968434
Position 1977: 0.0021309847279436613
Position 1646: 0.002061614282922367
Position 612: 0.00175270402147645
Position 2504: 0.0016925395915228882
Position 4964: 0.0016186885728658512
Position 14172: 0.001551776868756373
Position 786: 0.0014884154392468772
Position 1347: 0.0013920805359500727
Position 1535: 0.0012754243283891733
Position 2904: 0.0011904365668356065
Position 1241: 0.0008121402244062677
Position 1116: 0.0007935560232656188
Position 5083: 0.0007233826791057851
Position 345: 0.0006155260795105529
Position 598: 0.0005542782327733358
Position 3675: 0.0005277563003554365
Position 569: 0.0005160499669803122
Position 1765: 0.0004636204474476563
Position 2126: 0.0001437214586658123
Position 1867: 0.00013491666745176227
Position 11440: 6.858118077204269e-05
Position 11169: 6.262460758044565e-05
Position 10048: 6.258538733806165e-05
Position 991: 5.2358554487221555e-05
Position 1910: 4.8471334756322045e-05
Position 1370: 1.3957052102149188e-05
Position 9514: 7.2418307037712455e-06
Position 33: 6.338400562932278e-06
Position 883: 5.6809384495326416e-06
Position 526: 5.531666770526996e-06
Position 209: 4.712332271299769e-06
Position 801: 3.064240877946729e-06
Position 528: 2.4818183793507995e-06
Position 243: 2.3947227861694837e-06
Position 374: 1.5248194823272814e-06
Position 9: 1.2001679987340003e-06
Position 438: 1.1398264113306351e-06
Position 495: 5.256381103910132e-07
