Gene = TSGA13
index = 1497
Annotated 5SS: [  602   987  2243  3837  6485  8276 14695 15768]
Annotated 3SS: [  886  2069  3757  6412  8062 14551 15639 18244]
SMsplice 5SS: [  987  1169  2243  3377  3837 15768]
SMsplice 3SS: [ 1056  2069  3183  3757 15639 18244]
top_k =  500
Partition function (log Z): -3.9226632277129756

Sorted 5' Splice Sites (High to Low Probability):
Position 2243: 0.9511916507132565
Position 987: 0.9124741482038612
Position 15768: 0.8975406394205279
Position 3377: 0.8661372868855084
Position 3837: 0.8626677062390227
Position 1169: 0.8126134757098534
Position 8276: 0.6717756753766919
Position 14695: 0.36950839209419933
Position 602: 0.2650220216660718
Position 307: 0.1930785145394247
Position 670: 0.13395800607667063
Position 3850: 0.12628989613772276
Position 6346: 0.07262842463068238
Position 6341: 0.06275181126669295
Position 664: 0.05943987417581545
Position 2547: 0.05878003938949515
Position 2757: 0.055145678665029285
Position 10152: 0.055047696403549874
Position 4814: 0.05249099616864598
Position 4818: 0.05223176670567927
Position 355: 0.03159051451253472
Position 4079: 0.024805668585956474
Position 6307: 0.01935365722208052
Position 5907: 0.019335666307390132
Position 13911: 0.01762501932851423
Position 8850: 0.015643741428541136
Position 323: 0.012538986924284541
Position 693: 0.011886154039191084
Position 685: 0.011843974408908577
Position 162: 0.010875836003274355
Position 520: 0.010234012824508977
Position 6201: 0.00903247602475192
Position 1001: 0.008879389056711632
Position 14180: 0.007797757200655554
Position 2519: 0.007741316883505787
Position 3393: 0.006361827261355764
Position 2178: 0.006007527649248651
Position 16297: 0.005599933141069883
Position 701: 0.00477594255494647
Position 703: 0.00444995369480948
Position 699: 0.004381127790716166
Position 1353: 0.00435550761413825
Position 972: 0.00427178926001449
Position 697: 0.004132684091112435
Position 3535: 0.004057248197341115
Position 705: 0.003979027309619881
Position 709: 0.0038916899950465047
Position 1559: 0.0038741179888437853
Position 707: 0.0037824828203309236
Position 715: 0.003690389898240927
Position 713: 0.003632515627655796
Position 711: 0.003577950486253053
Position 695: 0.003439499696210518
Position 1491: 0.0033454112665914355
Position 717: 0.0032568257583850536
Position 3278: 0.0032393812461729453
Position 6485: 0.003037261185451694
Position 178: 0.0030343070041508177
Position 6596: 0.002995418273623124
Position 3122: 0.002784837094838797
Position 1180: 0.0027753278169200223
Position 1267: 0.00252286570138183
Position 3248: 0.0021341443509413365
Position 719: 0.0020876390955700277
Position 171: 0.0019637021354318857
Position 1758: 0.0016814748146404062
Position 630: 0.0014100494584573051
Position 2195: 0.0014009905641376226
Position 721: 0.0013600028986795847
Position 229: 0.0012445087353490274
Position 723: 0.0011025541854657024
Position 3273: 0.0009766883470276261
Position 727: 0.0009181463734380092
Position 725: 0.0009009930941389953
Position 114: 0.0008704855831601684
Position 3805: 0.0008445643259198936
Position 232: 0.0008333818381718991
Position 729: 0.000759229969928089
Position 530: 0.0007238129248504358
Position 3410: 0.0006528418893524211
Position 731: 0.000651107287855178
Position 992: 0.0006281921749582063
Position 4859: 0.0006273241593467239
Position 3846: 0.0005898186035763654
Position 472: 0.000579948850208135
Position 400: 0.0005491731529538045
Position 267: 0.00042856120960873184
Position 1789: 0.0004006606718844354
Position 5911: 0.00038758341522593094
Position 280: 0.0003585295668019502
Position 2903: 0.0003312436626982177
Position 1224: 0.0002543784736437966
Position 3415: 0.00019489794718236127
Position 3381: 0.00012312264022301157
Position 311: 0.00011176219447895099
Position 365: 0.0001048628952460565
Position 1024: 0.00010457148447052794
Position 3397: 9.619005791059788e-05
Position 4397: 8.81293988955664e-05
Position 1967: 8.631634792797078e-05
Position 5152: 8.376825447675097e-05
Position 977: 6.599710153683234e-05
Position 518: 6.166056556449041e-05
Position 4146: 5.175479359491952e-05
Position 3270: 5.045207698904548e-05
Position 735: 4.307099237010035e-05
Position 1915: 3.7913283774027545e-05
Position 413: 3.645240204779666e-05
Position 4939: 3.331408439982062e-05
Position 4809: 2.7958606172521546e-05
Position 646: 2.0351201703508238e-05
Position 478: 1.5000067421786186e-05
Position 797: 1.4183002687561851e-05
Position 2570: 8.455332125683715e-06
Position 512: 8.338466113690827e-06
Position 1035: 2.2831616341574884e-06
Position 818: 1.1697978816736264e-08
Position 491: 1.0485591475281689e-08
Position 42: 3.681247441371782e-09
Position 416: 2.423971271212316e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3757: 0.9819978380309468
Position 2069: 0.9269067889851421
Position 1056: 0.6837426260407174
Position 3183: 0.6497763303297873
Position 15639: 0.6346944594285167
Position 886: 0.5400381952921823
Position 8062: 0.5035413588455441
Position 14551: 0.4241902666783468
Position 18244: 0.3583618663668095
Position 15607: 0.28430618730629575
Position 3305: 0.22949088822825434
