Gene = SNAPC3
index = 1288
Annotated 5SS: [  490  1283 10933 22003 24541 28699 30502 35364]
Annotated 3SS: [ 1204 10847 21897 24390 28615 30336 35255 37014]
SMsplice 5SS: [  490  1283 10933 22003 24541 28699 30237 30502 35364 37610 39102]
SMsplice 3SS: [ 1204 10847 21897 24390 28615 30110 30336 35255 37501 38926 40862]
top_k =  500
Partition function (log Z): 2.1661698174755712

Sorted 5' Splice Sites (High to Low Probability):
Position 10933: 0.9999999999999998
Position 22003: 0.9999999999999998
Position 30502: 0.9944078986315925
Position 490: 0.9798806466147646
Position 30237: 0.8934671157703387
Position 28699: 0.8406876002137321
Position 39102: 0.823774604120324
Position 37610: 0.7598078915142469
Position 1283: 0.7333943573457703
Position 40287: 0.6515151749645625
Position 24541: 0.639382281414049
Position 35364: 0.612759499030888
Position 24546: 0.2714446410635462
Position 5640: 0.22621902195659319
Position 8068: 0.20385322922781557
Position 1234: 0.17355516775043667
Position 9810: 0.1455687319420567
Position 22529: 0.14012388756888985
Position 39030: 0.12894129552972816
Position 1485: 0.11351599571086729
Position 919: 0.08040580163097436
Position 27847: 0.07622176348309617
Position 40503: 0.07459243223712174
Position 40483: 0.05755031691648205
Position 6152: 0.048149543504270656
Position 8645: 0.04695979296704976
Position 29892: 0.04684134099923751
Position 39681: 0.04669620216943184
Position 41063: 0.04571073416453779
Position 30228: 0.04159718610723351
Position 27912: 0.036773589712283526
Position 38303: 0.03416751716831553
Position 26472: 0.026500953654543476
Position 28368: 0.02400425202258206
Position 40038: 0.01928749390239704
Position 6123: 0.018412396785999634
Position 1272: 0.01334386182147671
Position 8179: 0.011173801706866153
Position 846: 0.01099874299745808
Position 1119: 0.010599943055644387
Position 7782: 0.010381475298367884
Position 8188: 0.009979149962160958
Position 215: 0.009401712224215958
Position 25704: 0.008637137105096324
Position 25736: 0.008584611448582876
Position 40755: 0.007575425185965063
Position 36769: 0.006808529206825042
Position 195: 0.0064925135943774675
Position 40143: 0.006264074655373477
Position 6026: 0.005415919057936569
Position 8946: 0.005259663617497881
