Gene = HILPDA
index = 652
Annotated 5SS: [61]
Annotated 3SS: [1351]
SMsplice 5SS: [61]
SMsplice 3SS: [1351]
top_k =  500
Partition function (log Z): -7.195391157786103

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.6691923585116144
Position 175: 0.34534255273936487
Position 490: 0.19783838716772703
Position 547: 0.19590600674636802
Position 1091: 0.1198524268737604
Position 740: 0.03745654900740763
Position 262: 0.01490738079970188
Position 520: 0.011281418485269472
Position 385: 0.0039364931256352965
Position 342: 0.0022321361845059474
Position 1451: 0.001137699287270081
Position 508: 0.0009824537127082645
Position 1271: 0.0009073809170177079
Position 1120: 0.000824267716578022
Position 1049: 0.0007415174247283751
Position 809: 0.0006833739959722832
Position 911: 0.0003600245787170541
Position 1193: 0.0002999901303628852
Position 660: 0.0002660623190976406
Position 92: 8.819824669913349e-05
Position 99: 8.074491136781169e-05
Position 187: 5.8356820265797704e-05
Position 613: 1.778113283182574e-05
Position 499: 1.3170515057071514e-05
Position 320: 1.0383371485549213e-05
Position 306: 9.87226847835659e-06
Position 54: 6.890733964548372e-06
Position 222: 5.613037324783431e-06
Position 392: 2.106365588201783e-06
Position 65: 1.0849433512337034e-06
Position 163: 8.430045036651947e-07
Position 345: 4.709434509519338e-07
Position 460: 3.233517377543462e-08
Position 70: 1.2425641177200047e-08
Position 334: 1.0980242834568676e-08
Position 467: 1.0744937775356152e-08
Position 329: 2.4663713486568697e-09
Position 247: 2.4075113140255138e-12
Position 21: 1.3424752634856746e-12
Position 363: 5.955190794282447e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1351: 0.6161654481903972
Position 384: 0.3378724058717391
Position 835: 0.21539919380010544
Position 341: 0.07452687864843249
Position 789: 0.06145101338749046
Position 142: 0.05991290139989434
Position 1484: 0.04261456692620733
Position 1398: 0.039799337103502454
Position 673: 0.032111402282128915
Position 419: 0.025746193776959952
Position 1048: 0.01184229158763295
Position 576: 0.008822293815597983
Position 220: 0.007422446406310792
Position 1814: 0.0062649383277038825
Position 1450: 0.005895976783206092
Position 456: 0.005554314661575748
Position 994: 0.005031227276530084
Position 591: 0.0048956860291605574
Position 489: 0.004564442263191594
Position 1547: 0.003806384054933754
Position 317: 0.003364001786643958
Position 1176: 0.0026052807137928713
Position 1074: 0.0025801980200967243
Position 1688: 0.0022669247260601023
Position 718: 0.0018935726045533742
Position 355: 0.0018796277317998775
Position 1318: 0.0017496965039271051
Position 537: 0.0017289999458995084
Position 735: 0.0017125127181408589
Position 253: 0.0015838300124275634
Position 1713: 0.0015719137515956977
Position 997: 0.0015192518056448476
Position 174: 0.0012913766119968973
Position 860: 0.0010245318068427402
Position 1588: 0.0009591255705469988
Position 841: 0.000755229794179285
Position 508: 0.0007251519959486746
Position 1150: 0.0007239810759680666
Position 1685: 0.0006658361613757153
Position 1550: 0.000623334646368479
Position 1023: 0.0005804851333041843
Position 518: 0.0003852585877373366
Position 917: 0.0003756744932100858
Position 240: 0.00036945803371962467
Position 1090: 0.0003688828078524366
Position 613: 0.00026865445062835294
Position 761: 0.00024386849155006433
Position 620: 0.00019811076477059216
Position 1656: 0.00013829483836708768
Position 1400: 0.00012600740382452173
Position 1358: 8.927941271851402e-05
Position 655: 8.315602165697006e-05
Position 1254: 7.996489195256112e-05
Position 421: 5.784047851888741e-05
Position 396: 5.749676285603985e-05
Position 1997: 5.219413284334985e-05
Position 659: 1.6898072767416983e-05
Position 647: 8.482101112987325e-06
Position 324: 7.5580368263515965e-06
Position 237: 6.913339626821181e-06
Position 179: 4.72423846035774e-06
Position 222: 1.0869430024392972e-06
Position 392: 5.49598755985294e-08
Position 99: 5.988661188564543e-13
