Gene = LCN10
index = 771
Annotated 5SS: [ 173 1079 1708 2124 3010]
Annotated 3SS: [ 938 1597 2015 2910 3405]
SMsplice 5SS: [1079 1708 3010]
SMsplice 3SS: [1597 2910 3405]
top_k =  500
Partition function (log Z): -4.696920809642339

Sorted 5' Splice Sites (High to Low Probability):
Position 3010: 0.9237616674367511
Position 1079: 0.8244786338790727
Position 1708: 0.7509101396071919
Position 173: 0.4822236110734918
Position 2124: 0.30952497804690704
Position 2213: 0.19658856997933397
Position 677: 0.17828295292658541
Position 2347: 0.15840628164170273
Position 125: 0.12239390892770499
Position 2410: 0.02686803196344309
Position 1304: 0.02176967623585516
Position 2454: 0.02150196253925678
Position 2742: 0.013777790554956959
Position 2163: 0.01267722481419722
Position 521: 0.0074716531702713335
Position 1350: 0.007060204350973941
Position 1035: 0.006405269479987714
Position 2396: 0.006231381146456594
Position 2154: 0.0058832167004403335
Position 1521: 0.005141970618862672
Position 1257: 0.00442037970451398
Position 136: 0.003474216532058186
Position 3293: 0.003441315648773705
Position 844: 0.003326367809830338
Position 464: 0.0027310309117179322
Position 1525: 0.002575098679389063
Position 440: 0.00228057815217709
Position 1917: 0.002194646694291103
Position 1029: 0.002115599181810651
Position 3290: 0.0020741413039815225
Position 374: 0.0015376054715378028
Position 953: 0.001412342274075922
Position 468: 0.0011808736006974276
Position 98: 0.0011714720348152642
Position 92: 0.001050122805272409
Position 86: 0.0009137296228913605
Position 392: 0.0007457711947784593
Position 884: 0.0005858061372844546
Position 851: 0.0004796657836504828
Position 15: 0.00043985120651554766
Position 572: 0.0004150377393042176
Position 1489: 0.0003812332846109656
Position 50: 0.000336858595235496
Position 860: 0.000332036546374723
Position 1623: 0.0002736090109763505
Position 74: 0.00025554247781716457
Position 1044: 0.00021069043750896832
Position 1947: 0.00019167568685498715
Position 1741: 0.0001580629704774491
Position 1447: 0.00012482112207549284
Position 1653: 0.00012167739973853719
Position 3113: 0.0001212991187326343
Position 652: 0.00011327393488249291
Position 1710: 0.00011235804588936347
Position 493: 0.00010375186397255535
Position 1846: 6.697251911370318e-05
Position 555: 5.900430206455708e-05
Position 118: 5.724708075246931e-05
Position 3340: 5.064438043565096e-05
Position 1083: 3.698644997082869e-05
