Gene = NOL9
index = 950
Annotated 5SS: [  429  4140  4965  9491  9710 12706 21256 22073 22568 25542 27840]
Annotated 3SS: [ 3919  4836  9354  9612 12607 21093 21774 22455 25363 27705 28531]
SMsplice 5SS: [  429  2191 16437 16673 16949 21256 22568 25542 27840]
SMsplice 3SS: [ 2143 16274 16546 16790 21093 22455 25363 27705 28531]
top_k =  500
Partition function (log Z): -5.185770598602992

Sorted 5' Splice Sites (High to Low Probability):
Position 9491: 0.9999992685062502
Position 16673: 0.9999992685062501
Position 16949: 0.9840904348031985
Position 21256: 0.9637337372454043
Position 22568: 0.8765346917864577
Position 429: 0.8233189751147424
Position 27840: 0.8102336264142479
Position 25542: 0.7909368135070319
Position 16437: 0.7051375208052935
Position 2191: 0.6763047873507472
Position 4965: 0.5674891445763286
Position 20895: 0.33341372563279426
Position 19286: 0.2962845090442212
Position 613: 0.23515947844618088
Position 6032: 0.2315560036278959
Position 26035: 0.18192169475339165
Position 4140: 0.1678023051081271
Position 21881: 0.144408512420986
Position 23664: 0.1092479710433159
Position 20963: 0.10586990990780806
Position 22002: 0.09939974758481637
Position 22073: 0.08294470945007008
Position 378: 0.07006983358903417
Position 30237: 0.06259705771194402
Position 22328: 0.04752750910747052
Position 954: 0.042744248269116374
Position 158: 0.032450021071461665
Position 21853: 0.03238198473761865
Position 2404: 0.032035964700240074
Position 21298: 0.02827650124380874
Position 4157: 0.018747660999578825
Position 2037: 0.01863809769304923
Position 23090: 0.018573561146773845
Position 32720: 0.015585983795014368
Position 2216: 0.013068626859922635
Position 28087: 0.011204748300153384
Position 606: 0.009974647397975895
Position 433: 0.009592373950775142
Position 28122: 0.009015390709240432
Position 17241: 0.007782497514037984
Position 2423: 0.00727968364878291
Position 2261: 0.005492065921554022
Position 573: 0.00438925579376578
Position 13: 0.00419496681493034
Position 28779: 0.004046031077777125
Position 446: 0.0038891349034234067
Position 28660: 0.00295284591040977
Position 3974: 0.002938336130718474
Position 163: 0.0027552740583865263
Position 29357: 0.002399746514073439
Position 90: 0.0021169553623631566
Position 237: 0.00209781748511192
Position 5123: 0.0017989629019622784
Position 4939: 0.0016176137859449419
Position 1493: 0.0015328486667423116
Position 22395: 0.0015290700974161218
Position 4914: 0.0014029218550780233
Position 185: 0.0012907991253925406
Position 28166: 0.001272489463181401
Position 1393: 0.0012660290609016413
Position 26078: 0.0012619721791450455
Position 23011: 0.0009830256293577597
Position 2274: 0.000969718272812406
Position 5125: 0.0009019895645933611
Position 4047: 0.0009018251067813246
Position 28678: 0.0008799850437814952
Position 179: 0.000581897464635731
Position 3334: 0.0005199928838079222
Position 3559: 0.00043196784476572596
Position 2234: 0.0003614862546943818
Position 2626: 0.00035751218673875634
Position 22852: 0.00033388911638161314
Position 2461: 0.000275068069776886
Position 203: 0.00023816265419845237
Position 502: 0.00023723605283458425
Position 1156: 0.00023687634682877592
Position 1940: 0.00012464795469592748
Position 1151: 0.00012009533011762789
Position 1817: 9.423718229454597e-05
Position 387: 9.282975625501265e-05
Position 2025: 8.792257087969298e-05
Position 1525: 8.317480291762993e-05
Position 1922: 8.286130655108075e-05
Position 996: 6.745587472822216e-05
Position 1012: 6.679667836682719e-05
Position 1297: 4.6892639618292885e-05
Position 1419: 4.608598355777897e-05
Position 2031: 3.988286927447137e-05
Position 420: 7.637842386933303e-06
Position 239: 3.373035184823443e-06
Position 64: 2.6930237623457304e-06
Position 320: 1.6610117749135987e-06
Position 557: 1.2833751346441398e-06
Position 449: 7.198455785041073e-07
Position 210: 3.9598880997001505e-07
Position 349: 2.4118682968162196e-07
Position 628: 1.3269787752173695e-07
Position 577: 8.738434726238725e-08
Position 452: 1.9853442457591383e-09
Position 73: 2.1120242872375042e-10
Position 3968: 1.5902632036366224e-10
Position 4304: 7.059818659460121e-11
Position 3776: 6.40690412227348e-11
Position 2221: 2.0422378752801635e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16546: 0.9999992685062501
Position 9354: 0.9999992685062499
