Gene = RP11-723O4.6
index = 1180
Annotated 5SS: [   44  2020 26260 36206 38562 55974 56212]
Annotated 3SS: [ 1925 25354 36010 38332 55766 56054 60996]
SMsplice 5SS: [  693   962 26120 36206 55224 56000 56212]
SMsplice 3SS: [  827 26025 36010 55058 55766 56113 60996]
top_k =  500
Partition function (log Z): -33.85325726746561

Sorted 5' Splice Sites (High to Low Probability):
Position 962: 0.9698710386589472
Position 693: 0.7138496178822662
Position 5820: 0.6818052166104152
Position 44: 0.24115351368971388
Position 11745: 0.10041899145024229
Position 2020: 0.058643239783063676
Position 756: 0.024684723879521798
Position 586: 0.022253788153053948
Position 564: 0.019751430739099147
Position 4366: 0.019170248691704146
Position 223: 0.013878793118929242
Position 993: 0.012470083153356645
Position 904: 0.012457049756695652
Position 1658: 0.012261798947466072
Position 3225: 0.005668388094924835
Position 4127: 0.005052133729676423
Position 2847: 0.004915931000211964
Position 5097: 0.004499385188808418
Position 4341: 0.004369901150161472
Position 591: 0.0036834878973876764
Position 8657: 0.002845843318235827
Position 519: 0.002343630746322591
Position 194: 0.0022902836400759325
Position 401: 0.0015443081924656245
Position 259: 0.0007365861392389277
Position 339: 0.0007002008496397291
Position 536: 0.0006495059001289051
Position 1026: 0.000548542675381731
Position 343: 0.0003253249859866422
Position 524: 0.00022275770441998227
Position 527: 0.00021393887489454017
Position 448: 0.0002036369378234434
Position 1201: 0.00014465700556919668
Position 539: 8.861316664701341e-05
Position 3530: 7.786579484541274e-05
Position 328: 3.147954174353018e-05
Position 87: 3.0329916349770234e-05
Position 533: 1.8349300614562137e-05
Position 521: 1.6634826114104184e-05
Position 516: 1.3899268292939951e-05
Position 1124: 1.3058827043859395e-05
Position 797: 1.2714555990596415e-05
Position 787: 1.2312267718425559e-05
Position 337: 1.1837956932976427e-05
Position 548: 1.0193233590954463e-05
Position 463: 9.13002730936756e-06
Position 286: 8.79343428630607e-06
Position 1250: 8.632031467887564e-06
Position 62: 8.135542263034518e-06
Position 465: 6.33999780588735e-06
