Gene = BRI3
index = 141
Annotated 5SS: [263 779]
Annotated 3SS: [ 675 9435]
SMsplice 5SS: [263 779]
SMsplice 3SS: [ 675 9435]
top_k =  500
Partition function (log Z): -0.6680528738344655

Sorted 5' Splice Sites (High to Low Probability):
Position 779: 0.997472633036597
Position 263: 0.9781236340797661
Position 3595: 0.46250367404655063
Position 1210: 0.17353489026173885
Position 5263: 0.14396538554290236
Position 2379: 0.11155331114193787
Position 4866: 0.03970939835485351
Position 954: 0.03364141131832159
Position 2435: 0.0335266957047646
Position 6304: 0.03273350808123364
Position 5199: 0.03238584669588433
Position 2429: 0.030442703296721486
Position 5910: 0.02133823092422718
Position 1255: 0.01601265708643326
Position 2523: 0.011909141032102647
Position 5286: 0.01180946325675593
Position 3235: 0.011716929700261202
Position 3544: 0.011438189946498789
Position 2124: 0.011315164973190798
Position 2347: 0.010403321326132926
Position 9617: 0.009984051660188835
Position 6671: 0.006298050457297283
Position 2181: 0.0060876000125645036
Position 325: 0.004722841780842716
Position 1857: 0.004288888883344342
Position 1661: 0.004146759503657934
Position 192: 0.0039028128311378745
Position 594: 0.003513660496210777
Position 2261: 0.0031333288352080493
Position 341: 0.003065931100365659
Position 315: 0.0028554461934690517
Position 5329: 0.0027548533232573448
Position 3304: 0.0025300919842244293
Position 271: 0.002217254533624371
Position 1115: 0.002135648500340761
Position 783: 0.002031472455971387
Position 938: 0.0019025444509912619
Position 3408: 0.0016341091146052308
Position 1946: 0.0013393727391463807
Position 453: 0.0012060509986795782
Position 1633: 0.001175529010972043
Position 303: 0.0011663921697941768
Position 329: 0.0011099676716852345
Position 2778: 0.0010431150943729789
Position 1170: 0.000859037171833461
Position 2442: 0.000655990355821468
Position 948: 0.00043911606439610686
Position 377: 0.00034288643006598004
Position 1059: 0.00030367233249991573
Position 1406: 0.00020948525653755441
Position 1180: 0.00020720070911234845
Position 558: 0.0001904953324531504
Position 787: 0.00015861914222073582
Position 31: 0.00014404014736569098
Position 872: 0.00013843404853620635
Position 543: 0.00012163153940784404
Position 1625: 0.00011542929588222072
Position 1433: 0.0001053468501199401
Position 1718: 9.662210043593517e-05
Position 1873: 8.475123983264446e-05
Position 868: 7.309561632706419e-05
Position 588: 6.837386545499308e-05
Position 756: 5.422167317189018e-05
Position 1599: 4.970907110053427e-05
Position 2129: 4.69918794671837e-05
Position 1801: 4.581429400938308e-05
Position 358: 4.3983636538121063e-05
Position 612: 3.554317650535566e-05
Position 1627: 2.4232130314641844e-05
Position 2922: 1.854525560950275e-05
Position 1512: 1.8398722621141025e-05
Position 1039: 1.6773843914657255e-05
Position 1924: 1.6073470492265058e-05
Position 1815: 1.6018484209826967e-05
Position 1629: 8.961471261823364e-06
Position 999: 6.920859344725605e-06
Position 1750: 6.2988694082026255e-06
Position 753: 2.7738551188562523e-06
Position 627: 2.471032910500941e-06
Position 438: 2.0916382409966904e-06
Position 512: 1.9574841552899357e-06
Position 940: 1.72326396509051e-06
Position 549: 1.3685223242050053e-06
Position 750: 1.276586450725812e-06
Position 1077: 1.9180854588431758e-07
Position 256: 1.8288363961531951e-07
Position 862: 1.767871113575485e-07
Position 1050: 1.5485027780179124e-07
Position 771: 8.123989073100929e-08
Position 493: 6.428109200817032e-08
Position 766: 3.894127711785185e-08
Position 495: 2.3175941771025888e-08
Position 60: 6.091193909731117e-09
Position 699: 5.011390270816571e-09
Position 723: 1.7741836352552567e-09
Position 615: 1.7486436061518981e-09
Position 40: 7.506962610522037e-10
Position 1276: 3.709299633157604e-10
Position 450: 4.685397632968141e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 675: 0.9927619108006196
Position 9435: 0.6705186361293444
Position 3492: 0.4775477873485953
Position 2298: 0.2652150147172429
Position 5115: 0.1089100169765316
Position 1016: 0.09108267159100011
Position 6493: 0.0528854412245146
Position 5198: 0.04542436444812443
Position 843: 0.04303345636572894
Position 1144: 0.04226668483979442
Position 4688: 0.04021413085068362
Position 8534: 0.03938071738028409
Position 4955: 0.035964566093180966
Position 8160: 0.03580464764125231
Position 5821: 0.028495017529095577
Position 3100: 0.028137444504683404
Position 6254: 0.028086510047179457
Position 1039: 0.022398362011910335
Position 3680: 0.016779992548153273
Position 7854: 0.01329493508224903
Position 2040: 0.013159273023815048
Position 1107: 0.012571361946385159
Position 9701: 0.011761456049268931
Position 5021: 0.011472473565945728
Position 3497: 0.009303686790637712
Position 1156: 0.009001675647636818
Position 6110: 0.008640319718152475
Position 3818: 0.0071637706797121475
Position 697: 0.007074159399413453
Position 4036: 0.006666809218929731
Position 1772: 0.006317418080973656
Position 6455: 0.0050693799949191555
Position 2079: 0.003907535117810234
Position 1396: 0.0037863383700471515
Position 4637: 0.0036381817047039943
Position 7330: 0.003350874232327933
Position 853: 0.0032174068535270333
Position 2595: 0.0028668136452692913
Position 1053: 0.0026372070335344898
Position 4568: 0.0025394715743939024
Position 7596: 0.0024974708278701417
Position 5079: 0.002470865379912893
Position 6557: 0.002459422967072967
Position 3060: 0.002374909956738861
Position 1114: 0.0022543375455334707
Position 898: 0.002196054600419165
Position 7305: 0.0021259076634778974
Position 7110: 0.002027559797857533
Position 5309: 0.0019846376432666665
Position 438: 0.001788299955625622
Position 1749: 0.0014225833842696016
Position 3291: 0.0013335350477806968
Position 4021: 0.0012704652191722027
Position 2689: 0.0011508920732786582
Position 1485: 0.001128057730808362
Position 997: 0.000977914457180363
Position 1545: 0.0009415283183535454
Position 1901: 0.0008766060426386127
Position 6394: 0.0008154815402243055
Position 2921: 0.000732803861642988
Position 2481: 0.0007049321287538954
Position 1197: 0.0006819469252153184
Position 919: 0.0005603453441058406
Position 483: 0.0005365963368905607
Position 2140: 0.0005333702540691509
Position 2522: 0.0005216175462012402
Position 5353: 0.0005195330706611409
Position 6907: 0.00042846723424307543
Position 1169: 0.0004207398025244334
Position 519: 0.0004053487155208775
Position 3883: 0.00037801924877247506
