Gene = YRDC
index = 1586
Annotated 5SS: [ 394 1085 1329 3884]
Annotated 3SS: [ 969 1208 3740 4187]
SMsplice 5SS: [ 394 1085 1329 3884]
SMsplice 3SS: [ 969 1208 3740 4187]
top_k =  500
Partition function (log Z): 3.6980507804579132

Sorted 5' Splice Sites (High to Low Probability):
Position 1085: 0.9952532128206374
Position 394: 0.9898523011764527
Position 3884: 0.9879317534770776
Position 1329: 0.9206570029244492
Position 3035: 0.023850313780675245
Position 2869: 0.02373407704633474
Position 1753: 0.020540356989280587
Position 4224: 0.01213933760387922
Position 4292: 0.006122546674699519
Position 1748: 0.005591167738137025
Position 1739: 0.005072960175063717
Position 274: 0.0050567498853337075
Position 840: 0.004735182677486219
Position 1270: 0.003967278872711478
Position 797: 0.003400336561289731
Position 2612: 0.00242712634373399
Position 4001: 0.0024265873560919363
Position 362: 0.002009666215931146
Position 4164: 0.0018801966224258478
Position 1453: 0.0014156461338007415
Position 1473: 0.0013566114792677019
Position 2388: 0.0012013711015838027
Position 4502: 0.0009291900132582542
Position 2813: 0.0009140127314667252
Position 2605: 0.0008626228973762427
Position 2565: 0.0007923950685392667
Position 4133: 0.0006788815088606412
Position 4061: 0.00046002796670934805
Position 4308: 0.0003757670323293777
Position 449: 0.0003084650149370863
Position 3422: 0.0003073262051098653
Position 4014: 0.00028771807004527054
Position 1476: 0.0002745201270644641
Position 18: 0.00027272094750942786
Position 1909: 0.00025880367432550336
Position 22: 0.00023695262779834778
Position 1034: 0.0002072677358246194
Position 3926: 0.00020044370780369266
Position 2500: 0.00019368037663725595
Position 1104: 0.0001843817563992894
Position 4104: 0.0001606794067281214
Position 4385: 0.00011410411790320017
Position 1384: 9.930474702395727e-05
Position 1094: 9.872424491745506e-05
Position 3449: 9.275967189488098e-05
Position 869: 9.120362312603997e-05
Position 2727: 9.081248165232532e-05
Position 3183: 7.753876554488018e-05
Position 4519: 7.665584396207052e-05
Position 2462: 7.42245627717544e-05
Position 1666: 7.294331935441399e-05
Position 2269: 7.163261418947643e-05
Position 3902: 6.260876014949365e-05
Position 620: 4.810810346248148e-05
Position 1089: 4.711136747492843e-05
Position 3860: 4.633747825971549e-05
Position 322: 4.622870353013074e-05
Position 745: 4.335698893326349e-05
Position 4199: 3.884870945413274e-05
Position 4825: 3.232906268704684e-05
Position 4456: 3.1163491198303264e-05
Position 4855: 2.36707641521742e-05
Position 4306: 2.2033092273336057e-05
Position 251: 2.028316714434326e-05
Position 3888: 2.014936640548711e-05
Position 4616: 1.6161628437456265e-05
Position 4571: 1.5459847820562808e-05
Position 336: 1.487401167485728e-05
Position 4257: 9.676355032721926e-06
Position 529: 8.545350443768047e-06
Position 669: 8.250008715271298e-06
Position 626: 6.922967188278996e-06
Position 980: 6.158724744728782e-06
Position 61: 5.546649661033646e-06
Position 442: 4.60236205011339e-06
Position 145: 4.04150905174864e-06
Position 1445: 3.13756162628786e-06
Position 609: 3.091828458704091e-06
Position 44: 2.9615757126934465e-06
Position 710: 2.7739327501583564e-06
Position 7: 2.7620379052399053e-06
Position 56: 2.5796985257178385e-06
Position 1106: 2.5318862904472777e-06
Position 248: 2.4312905848156534e-06
Position 1404: 2.371197719242452e-06
Position 545: 1.912357383551845e-06
Position 1323: 1.8975540327271631e-06
Position 114: 1.4357114623421725e-06
Position 895: 1.3971612916859046e-06
Position 386: 8.735987724254858e-07
Position 1025: 7.210632813693198e-07
Position 756: 5.730558138111985e-07
Position 1333: 4.927374204555474e-07
Position 93: 3.926177184571931e-07
Position 906: 2.7591928876983803e-07
Position 759: 2.2841308596138704e-07
Position 3965: 1.7948398463447518e-07
Position 753: 1.3212880206977413e-07
Position 3845: 9.701676351052653e-08
Position 986: 8.526777549851688e-08
Position 1212: 6.891509339549746e-08
Position 377: 6.458728394240466e-08
Position 3834: 6.271966978191602e-08
Position 3837: 6.201624364841516e-08
Position 3849: 5.01837471047669e-08
Position 3815: 4.656174334743496e-08
Position 4155: 6.1921328081399885e-09
Position 257: 3.0766917248658795e-09
Position 1262: 1.1768531824120622e-09
Position 224: 2.057441897414075e-10
Position 170: 5.6414541767813815e-11
Position 978: 1.618925911873889e-11
Position 320: 1.751383018066566e-12
Position 493: 1.7962531379836466e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.986778442640521
Position 3740: 0.9686878153877143
Position 1208: 0.9260067714697249
Position 4187: 0.92513575630477
