Gene = YARS
index = 1583
Annotated 5SS: [  966  7243  7563 11672 20391 26992 31214 31792 35750 37106 38069 38772]
Annotated 3SS: [ 7095  7386 11541 20309 26898 31077 31705 35613 37007 37874 38629 42061]
SMsplice 5SS: [  429  7243  7563 11672 16734 20391 26992 31214 31792 35750 37106 38772]
SMsplice 3SS: [ 7095  7386 11541 16575 20309 26898 31077 31705 35613 37007 38629 38910]
top_k =  500
Partition function (log Z): 5.080432565904575

Sorted 5' Splice Sites (High to Low Probability):
Position 7243: 0.992102794219211
Position 7563: 0.9906847879829912
Position 38772: 0.9784705343639288
Position 31792: 0.9731512485992576
Position 11672: 0.9355745074384489
Position 20391: 0.934339917695072
Position 35750: 0.9128555209460658
Position 37106: 0.5969520038937797
Position 26992: 0.5551409873119632
Position 16734: 0.46088122401142734
Position 429: 0.4572535676062382
Position 1340: 0.44388363639233097
Position 31214: 0.42820365012352146
Position 31142: 0.4156054535885313
Position 243: 0.24251646963951373
Position 16738: 0.21211646503114917
Position 20046: 0.16779802160192267
Position 37150: 0.1653323135032838
Position 20033: 0.1452629278028533
Position 38230: 0.1344270193715439
Position 966: 0.12866726903989456
Position 11878: 0.12105382772998587
Position 38069: 0.1186700387436853
Position 850: 0.1086208931592994
Position 16890: 0.0997703456529403
Position 1116: 0.0886564208047321
Position 37941: 0.08770045489643341
Position 1804: 0.08086106244537523
Position 7968: 0.0789629772414209
Position 11280: 0.07768275621652462
Position 16839: 0.07388761484292503
Position 9223: 0.07142742560516732
Position 31353: 0.06553929726559032
Position 20434: 0.0646200887014533
Position 5814: 0.06196439902921277
Position 37992: 0.06142529195913924
Position 16353: 0.061376985766030484
Position 11450: 0.051770136130858825
Position 24771: 0.045173118738882106
Position 36833: 0.04237837709827437
Position 31372: 0.04028933209548549
Position 33687: 0.03177040778346489
Position 775: 0.029671569131855653
Position 2430: 0.027860805649175632
Position 11618: 0.02407243066049532
Position 13609: 0.023151932393864125
Position 16699: 0.02202135681604131
Position 37953: 0.021443549806381745
Position 10537: 0.02105860205265795
Position 38258: 0.01918111000304503
Position 14422: 0.017675955934463656
