Gene = SNAPIN
index = 1289
Annotated 5SS: [233 531 913]
Annotated 3SS: [ 483  793 2545]
SMsplice 5SS: [233 913]
SMsplice 3SS: [ 793 2545]
top_k =  500
Partition function (log Z): -5.696791305696771

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.9025917363950312
Position 913: 0.7269270303306697
Position 531: 0.35119336966646447
Position 65: 0.16982930515206823
Position 955: 0.07575861445406218
Position 410: 0.020301460291176212
Position 445: 0.014380853107939802
Position 494: 0.00828819860756645
Position 823: 0.005337789998359254
Position 114: 0.004434295491121426
Position 535: 0.0032394785589706246
Position 2677: 0.0029146687046544563
Position 586: 0.002282034349210476
Position 219: 0.001676754476240369
Position 248: 0.001513470036969817
Position 2453: 0.0012201184792141194
Position 371: 0.0011092430437137097
Position 87: 0.0010722916142537969
Position 1936: 0.0008501022597558807
Position 2467: 0.000712775078361751
Position 2352: 0.0006120539152817602
Position 1401: 0.0005855542637630098
Position 1317: 0.000513392328346087
Position 983: 0.0005053708185715328
Position 418: 0.0003340762932120147
Position 42: 0.0002878804091558925
Position 228: 0.00027591952889040376
Position 103: 0.0002572420811121484
Position 701: 0.00019544139555065755
Position 1268: 0.00018677184756408558
Position 403: 0.000139278182181544
Position 549: 9.473715795968868e-05
Position 935: 9.052939825880812e-05
Position 26: 8.162491037376492e-05
Position 1210: 7.528546662088446e-05
Position 278: 6.546388867406831e-05
Position 426: 4.3438241109692046e-05
Position 135: 3.541187121657312e-05
Position 378: 2.286762482253942e-05
Position 198: 5.8845448751726e-06
Position 461: 5.6982348256927835e-06
Position 313: 9.480604527725002e-07
Position 300: 2.6816083484253583e-07
Position 298: 2.145861478960023e-07
Position 1649: 1.8172703668567118e-07
Position 182: 9.702502081849178e-08
Position 264: 2.521509260066224e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2545: 0.8349042953817084
Position 793: 0.5184955559690578
Position 743: 0.2902831460688879
Position 483: 0.26112414433214604
Position 150: 0.12837220417301012
Position 2707: 0.05534151619951499
Position 464: 0.035721050111699675
Position 171: 0.03129480570656735
Position 2639: 0.01592136257878969
Position 629: 0.014355512940218014
Position 403: 0.013289787440672982
Position 328: 0.01299195221673901
Position 1130: 0.010961381708643097
Position 728: 0.00983319860225202
Position 2477: 0.009595235968389565
Position 1291: 0.006467920282565993
Position 2919: 0.005646945296521344
Position 1112: 0.00480892155696799
Position 2947: 0.004300621879961349
Position 281: 0.003759484522790055
Position 663: 0.003484449791825354
Position 2175: 0.00303611770628969
Position 2150: 0.0025166861760851553
Position 370: 0.0023986014842182057
Position 2807: 0.002060099099991548
Position 1265: 0.001984354629840452
Position 2351: 0.0017910448285635115
Position 1553: 0.0017776196372724187
Position 1073: 0.0016884823644196854
Position 852: 0.0012701463947645466
Position 355: 0.0009383170151235086
Position 421: 0.0008616121453040653
Position 1746: 0.0007017554748282791
Position 1749: 0.0005708282331486228
Position 2690: 0.000547985541654625
Position 2298: 0.00048604055900640706
Position 903: 0.00044279150696567305
Position 749: 0.0004140388957276578
Position 2512: 0.00037909557646879336
Position 1008: 0.00037662926566694305
Position 485: 0.0003527152739465093
Position 1880: 0.00031746829809163656
Position 342: 0.0002630562282799583
Position 1463: 0.0002573376857807937
Position 855: 0.0002554296652658989
Position 2249: 0.0001985162136810795
Position 1344: 0.0001977687383200532
Position 489: 0.00019409658064950514
Position 2571: 0.00018012105787295815
Position 1559: 0.0001675920660860531
Position 2953: 0.00016417692210452323
Position 1187: 0.0001494380568206503
Position 1400: 0.00014297411702486148
Position 1646: 0.00014165132451126588
Position 1156: 0.00012671996692850262
Position 577: 0.00012183918310845541
Position 1579: 0.00012099223400404262
Position 2301: 0.00011089511653813997
Position 350: 0.00010279579611267158
Position 1027: 8.574931502251787e-05
Position 959: 8.388954244182693e-05
Position 383: 8.34480041649291e-05
Position 707: 8.188402119645261e-05
Position 487: 7.399479975538145e-05
Position 203: 7.257282265646913e-05
Position 2816: 7.114189969680058e-05
Position 376: 7.044702206735983e-05
Position 770: 6.65385115780575e-05
Position 2440: 6.520179107289208e-05
Position 524: 6.151482182487904e-05
Position 313: 5.993221673090553e-05
Position 1268: 5.715330343409759e-05
Position 1045: 5.257042857943692e-05
Position 206: 4.66366234739966e-05
Position 2232: 4.186261638865625e-05
Position 493: 3.432755641689493e-05
Position 439: 3.3092232446140285e-05
Position 530: 2.6971822872384903e-05
Position 1555: 2.644987385838618e-05
Position 1704: 2.581342922610218e-05
Position 232: 1.8865164551375177e-05
Position 585: 1.6041184674434847e-05
Position 298: 1.2725519057679726e-05
Position 126: 8.778577589217072e-06
Position 182: 1.8247835807267463e-06
Position 363: 1.338051879758724e-06
Position 751: 1.2934759355181424e-06
Position 822: 1.1144824704657102e-06
Position 763: 8.143536339743795e-07
Position 813: 7.778813378628579e-07
Position 388: 7.636422040831188e-07
Position 426: 7.102549126173804e-07
Position 637: 5.932375258463223e-07
Position 819: 5.481790239791524e-07
Position 566: 3.265801359180426e-07
Position 935: 1.8037070849261752e-07
Position 294: 1.239545645406294e-08
Position 243: 1.1293806769323248e-13
Position 248: 7.992864796350752e-14
