Gene = RP11-385J1.3
index = 1170
Annotated 5SS: [   253 388343 406636 409251]
Annotated 3SS: [388219 406464 409054 423529]
SMsplice 5SS: [   253  18357  23288  26166  32639  41673  45780  46093  54525  76058
  81223  93167  93862 110180 125368 130906 135150 138319 197502 204725
 256408 263050 268855 355887 376131 384725 388343 406636 409251 423079]
SMsplice 3SS: [ 18271  23123  26094  32499  41525  45649  45901  54380  75994  81073
  92962  93749 110088 125240 130820 134997 138105 197376 204583 256323
 262954 268743 355796 376018 384558 388240 406464 409054 422958 423529]
top_k =  500
Partition function (log Z): -196.996426119121

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.9998896847566807
Position 9404: 0.5040805177597654
Position 23288: 0.4410329080753806
Position 12405: 0.4373926897162295
Position 8206: 0.43355117710946045
Position 8142: 0.4280401098566653
Position 18357: 0.4164063896723731
Position 18398: 0.3310992688359742
Position 7877: 0.32089373107621827
Position 551: 0.23842418531875648
Position 3408: 0.1634040596260106
Position 23266: 0.13409808320328337
Position 4679: 0.112624045763344
Position 18324: 0.09640181102548
Position 8210: 0.08195613814970648
Position 8851: 0.06830586535370846
Position 15629: 0.06160360676236883
Position 8842: 0.05832686187225935
Position 3905: 0.042377936942304746
Position 12093: 0.03739310423477356
Position 6433: 0.03477781990133962
Position 5892: 0.03133250616992682
Position 20971: 0.02642523899153834
Position 20810: 0.024485571782791822
Position 9649: 0.023344537899819832
Position 7804: 0.023191462486836727
Position 14263: 0.016096353985781377
Position 4195: 0.015850918742268013
Position 2141: 0.015480937170212573
Position 414: 0.0073879147710390934
Position 12159: 0.006015186110011819
Position 12409: 0.0059658135261404475
Position 13004: 0.0047921808904759205
Position 7275: 0.004648566305663626
Position 1030: 0.004153790897062588
Position 5673: 0.0021377339405061328
Position 8179: 0.0018167183898919817
Position 1213: 0.0013647553284656016
Position 3489: 0.0007874323953734242
Position 3845: 0.000578290136684044
Position 2804: 0.00031238718748731947
Position 2120: 0.000311586847500056
Position 1967: 0.00027769916531326764
Position 2795: 0.0002612774201283939
Position 3779: 0.000236309908135696
Position 515: 0.0002228753836036598
Position 1094: 0.00021355851801973155
Position 9390: 0.0001748226809930882
Position 3112: 0.0001171489077179336
Position 2650: 9.858937306014765e-05
Position 2588: 9.613918805549694e-05
Position 3748: 7.283785916600385e-05
Position 5174: 5.2609173940322504e-05
Position 5841: 5.1559136773431474e-05
Position 4576: 4.078096248886809e-05
Position 78: 2.8148137480190337e-05
Position 4: 1.9735964961832722e-05
Position 32: 6.150569768517137e-06
Position 257: 3.186190322251883e-06
Position 729: 3.0216072782346996e-06
Position 544: 1.090167005516915e-06
Position 1360: 9.793065109214416e-07
Position 275: 5.543144545100468e-07
Position 1783: 1.8342016454601504e-07
Position 178: 1.5788810307216432e-07
Position 105: 1.0266880862242958e-07
Position 113: 9.830375404480023e-08
Position 1739: 7.272365852562999e-08
Position 1606: 6.46038272270294e-08
Position 488: 2.087977058244651e-08
Position 823: 1.4319387293031162e-08
Position 519: 6.597657723876854e-09
Position 838: 6.507210931713427e-09
Position 677: 4.633097165944347e-09
Position 424: 3.6904573872753546e-09
Position 376: 3.5301222409170863e-09
Position 869: 2.463185963125325e-09
Position 662: 2.303741553754862e-09
Position 698: 2.0275866866963494e-09
Position 373: 1.398109706123468e-09
Position 295: 6.716967921415664e-10
Position 117: 2.0526950609380916e-11
Position 91: 1.1976190340802739e-11
Position 426: 7.1903122470797576e-12
Position 393: 5.626375477436486e-12
Position 136: 5.065036367977418e-12
Position 300: 1.2111289959175498e-12
Position 62: 6.362050459560049e-15
Position 298: 4.807555433460474e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 18271: 0.9632234989417618
Position 23123: 0.7000049406315961
Position 27018: 0.6519527692636811
Position 7961: 0.6315893291700075
Position 9275: 0.5014750621096543
Position 12327: 0.44347315384858993
Position 7689: 0.34410103851790147
Position 7989: 0.3138944597702651
Position 355: 0.2458862034179508
Position 3252: 0.1402635983109563
Position 4507: 0.09954914051711558
Position 20678: 0.06011591801819208
Position 8698: 0.05938829542289847
Position 11976: 0.043418734333855166
Position 8587: 0.038588665488515014
Position 15481: 0.03848439502724583
Position 25720: 0.0331902578755852
Position 15460: 0.024470967206274515
Position 9519: 0.02407065266809526
Position 20898: 0.023721234713673777
Position 28185: 0.02326537088342745
Position 3718: 0.018651612803455314
Position 14129: 0.016096353985781308
Position 4001: 0.01585213124007706
Position 6310: 0.014914688056439801
Position 8714: 0.014419783653506317
Position 8591: 0.01352449614037917
Position 3316: 0.012768325537653816
Position 6116: 0.012167114833013408
Position 3818: 0.0108105910046125
Position 5756: 0.010333151759633315
Position 5712: 0.010042673821931525
Position 2055: 0.009595537031663161
Position 4437: 0.007113070064222392
Position 3730: 0.0065782662820992955
Position 3102: 0.005609257508987214
Position 6279: 0.005411749132566858
Position 12864: 0.0047921808904759205
Position 5733: 0.0047023410520798765
Position 23374: 0.0046683290067067035
Position 5817: 0.004141314533847037
Position 4510: 0.003961418834783115
Position 3216: 0.0033522008342695975
Position 958: 0.0033245351239986655
Position 7058: 0.0033178100054315914
Position 9168: 0.0028530514131710075
Position 1982: 0.002786275116186804
Position 3648: 0.0026495506025613442
Position 3832: 0.002632362287977464
Position 6219: 0.0023038804510280677
Position 5877: 0.002154243243716236
Position 1871: 0.001827408801969472
Position 2103: 0.0017447119938064774
Position 5499: 0.0016336297790167788
Position 4602: 0.0014579256506261655
Position 19037: 0.0014281257746328365
Position 6958: 0.0013375008819878236
Position 18457: 0.0013040903528184313
Position 20321: 0.0012097934585276703
Position 3374: 0.0011884535609215864
Position 19348: 0.0011715597566003789
Position 18121: 0.0011697558441294213
Position 3759: 0.0009977339437143905
Position 3222: 0.0009392477586015187
Position 8422: 0.0007530157076365987
Position 3880: 0.0006593319516017722
Position 4624: 0.0005974424785749044
Position 971: 0.0005206029925360768
Position 5560: 0.0005059996373862376
