Gene = TPK1
index = 1472
Annotated 5SS: [    87    494  70174 153145 187247 212888 244631 287563]
Annotated 3SS: [   434  70101 153074 187173 212791 244483 287450 382389]
SMsplice 5SS: [    87  11663  14979  18921  51704  70174  96781  97218  99900 113919
 133078 150695 153145 171519 184115 184373 187247 187567 197185 202994
 212888 229125 244631 287563 296794 304353 304990 320007 320222 377103]
SMsplice 3SS: [ 11559  14778  18819  51573  70101  96655  97106  99799 113774 132917
 150572 153074 171371 183950 184224 187173 187427 197091 202845 212791
 229002 244483 287450 296715 304227 304883 319951 320123 376995 382389]
top_k =  500
Partition function (log Z): -189.7267490258089

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.8778501997518543
Position 1142: 0.4324883252902629
Position 11663: 0.21678272478466892
Position 350: 0.10799498677864156
Position 8139: 0.04987542766638854
Position 1502: 0.04255548919583469
Position 8134: 0.017831812296957055
Position 751: 0.009990486633986093
Position 1937: 0.007594539570200201
Position 1547: 0.007264901699897084
Position 6782: 0.005781840495037903
Position 1447: 0.003343690853689364
Position 6480: 0.0032887951675854986
Position 494: 0.003254047215379
Position 168: 0.0027847959202366083
Position 6572: 0.00236971414088126
Position 161: 0.0022642307182841348
Position 150: 0.0019942943834681285
Position 556: 0.0019375729876181243
Position 370: 0.0017584054282028542
Position 3018: 0.0014691326800204566
Position 91: 0.0014186354437805166
Position 1597: 0.0013874007422408055
Position 1167: 0.0011777752503719099
Position 1093: 0.0010301203877104786
Position 841: 0.0008627753759813033
Position 1743: 0.000707871385784858
Position 253: 0.0006567618505984776
Position 702: 0.0005767628037738886
Position 858: 0.000466828166735955
Position 374: 0.0003187991886465173
Position 290: 0.0002982433566850324
Position 1237: 0.00023097613887570356
Position 514: 0.00022715880999626237
Position 258: 0.00020554378519642555
Position 625: 0.0001930065511846106
Position 1303: 0.00014140523151466285
Position 600: 0.00013919279826020385
Position 728: 0.00013412324055441207
Position 320: 0.00012827136242536474
Position 883: 0.0001170456803350803
