Gene = THOC7
index = 1398
Annotated 5SS: [  132 24248 25532 25928 27603 28580 28750]
Annotated 3SS: [24129 25403 25840 27544 28512 28679 29703]
SMsplice 5SS: [  132  2388 10878 24248 25532 25928 27603 28580 28750]
SMsplice 3SS: [ 2250 10759 24129 25403 25840 27544 28512 28679 29703]
top_k =  500
Partition function (log Z): -1.8394296903267606

Sorted 5' Splice Sites (High to Low Probability):
Position 25532: 0.994752589366458
Position 25928: 0.9592691216164116
Position 28750: 0.9067184994021827
Position 10878: 0.8743511708629037
Position 27603: 0.8575966327713368
Position 132: 0.8274502718384431
Position 2388: 0.7084168489685033
Position 28580: 0.6411005808947784
Position 24317: 0.4371757920269615
Position 24454: 0.4327500009139657
Position 24248: 0.4127498497946709
Position 15460: 0.2714414185699632
Position 11805: 0.23504000877585446
Position 2436: 0.19931603998646422
Position 27465: 0.1529287447951868
Position 7923: 0.09821799879403466
Position 28886: 0.07665951207897292
Position 5591: 0.06854940273693284
Position 13969: 0.0652379056304874
Position 11893: 0.06325066283737889
Position 8125: 0.06115220795136635
Position 4118: 0.059167407147893814
Position 11930: 0.05720580561776879
Position 3266: 0.05321334467597178
Position 24519: 0.04754791774509307
Position 758: 0.046325989447722954
Position 10532: 0.04287604056301959
Position 24221: 0.041403688389237386
Position 513: 0.040627871951514856
Position 577: 0.0399395491150156
Position 26419: 0.031417718415583544
Position 15414: 0.028375616186681475
Position 4535: 0.028121789409812817
Position 1080: 0.024411284552090448
Position 5427: 0.019789822468193764
Position 1298: 0.018735307501692586
Position 29841: 0.017423094480374858
Position 26425: 0.016038903064672923
Position 9849: 0.014235099075289631
Position 420: 0.013173650686979493
Position 913: 0.012074922989309135
Position 1524: 0.010808204509936898
Position 28771: 0.00936096951006547
Position 854: 0.009166956363313043
Position 2955: 0.008949678512540263
Position 27163: 0.008735116952097114
Position 496: 0.007313743419795104
Position 809: 0.006037800445725479
Position 1027: 0.00468807760909141
Position 400: 0.0038279604527724042
Position 437: 0.003726109754725153
Position 29369: 0.0035897499090374253
Position 1167: 0.0031981006033236577
Position 27665: 0.0027016348481857
Position 587: 0.002515740669311503
Position 475: 0.0024979879749119226
Position 416: 0.002345447765257543
Position 27216: 0.0019959874374613574
Position 2484: 0.0016987233186703137
Position 891: 0.0016017177472809375
Position 1087: 0.0012476184542476395
Position 26005: 0.001087887481252787
Position 29892: 0.0008979696254081155
Position 754: 0.0008634557027835728
Position 28149: 0.0008292008154058802
Position 1534: 0.0007971656368952809
Position 1642: 0.0007584451819475105
Position 1289: 0.0006283071705002354
Position 2464: 0.00027248122134314735
Position 3505: 0.00022147095050717373
Position 2266: 0.00017435470550988867
Position 29111: 9.677263347290197e-05
Position 2842: 5.084753693563871e-05
Position 2407: 2.1678082435466407e-05
Position 2219: 1.0202989390988164e-05
Position 917: 8.552930959275998e-06
Position 976: 8.220455815974033e-06
Position 2794: 6.652015622014292e-06
Position 921: 5.960881924680822e-06
Position 919: 5.635209185769065e-06
Position 463: 2.6678208745212287e-06
Position 547: 2.2084050619171774e-06
Position 310: 1.4465505916826102e-06
Position 29115: 1.2370188512518858e-06
Position 490: 8.182770891188529e-07
Position 537: 7.588919007668923e-07
Position 122: 4.6925451461324324e-07
Position 366: 2.3615196458281477e-07
Position 35: 1.2518820768991729e-08
Position 413: 3.0416773001115604e-09
Position 402: 2.5535991109076458e-09
Position 441: 2.0134521983023725e-09
Position 41: 1.792630217049149e-09
Position 18: 1.552665756829338e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 24129: 0.9999999969179136
Position 25403: 0.9999586325382429
Position 25840: 0.9551509659258799
Position 2250: 0.8919214314145133
Position 28679: 0.859390634027775
Position 10759: 0.8559134007723493
Position 29703: 0.8531623910665833
Position 27544: 0.8070317199742572
Position 28512: 0.48941914963545324
Position 24413: 0.3716272519520149
Position 11674: 0.3065573973521196
Position 15376: 0.29981703475664456
Position 28482: 0.24156531920855542
Position 27308: 0.17051815035744766
Position 7849: 0.08295599812143611
Position 13905: 0.0652379056304874
Position 8030: 0.05569593418794318
Position 26313: 0.047702592833917506
Position 10421: 0.04287604056301958
Position 28863: 0.04228900149741555
Position 5314: 0.04037533168748838
Position 29024: 0.0388771694255878
Position 11752: 0.031242819162647064
Position 3997: 0.02976442239391878
Position 4019: 0.02940703019668814
Position 5448: 0.027993797918077983
Position 2927: 0.026109498068021663
Position 29248: 0.023798507299973116
Position 1153: 0.021661766909002112
Position 3012: 0.02144593044875582
Position 10755: 0.018437770090554455
Position 4359: 0.017549129850873417
Position 29983: 0.016433899184281533
Position 28645: 0.01597374586954631
Position 27517: 0.01587122518411414
Position 9763: 0.014235099075289637
Position 27447: 0.01275275578689863
Position 2954: 0.012517259677550987
Position 29157: 0.011886532794104886
Position 11598: 0.011152850811953375
Position 2379: 0.010501048835618023
Position 29928: 0.009377985513760331
Position 249: 0.009359324137935271
Position 28717: 0.008980322983720103
Position 645: 0.008811819926504615
Position 4452: 0.008742151926049949
Position 29270: 0.008537564438804573
Position 27423: 0.007641179980542957
Position 5588: 0.0075600815739910706
Position 2146: 0.007260099947654287
Position 26952: 0.007092082565824527
Position 329: 0.006713957581371486
Position 1396: 0.006605929515776785
Position 11702: 0.006543409904282186
Position 654: 0.00629694851083535
Position 7799: 0.005923544796972732
Position 30028: 0.005909863953942487
Position 929: 0.005772687415708804
Position 7795: 0.00564513472487895
Position 29203: 0.005317456062512401
Position 385: 0.004827853972160627
Position 5253: 0.004789692411100284
Position 7652: 0.004729116800749103
Position 7770: 0.004420478113420968
Position 29320: 0.004210704073428448
Position 29252: 0.003927109280576303
Position 5430: 0.003857497082374232
Position 5525: 0.0037628245320946636
Position 987: 0.0033410344144683165
Position 29461: 0.003192449743141065
Position 28841: 0.0031031356823310726
Position 1357: 0.0024376356958592596
Position 26899: 0.0022113636302929143
Position 4160: 0.0018194264111068702
Position 29662: 0.0017894046892573553
Position 26706: 0.001697071628079749
Position 381: 0.0016616004660544353
Position 29797: 0.0013007078319288755
Position 709: 0.001003629179352592
Position 28804: 0.0009314995539677194
Position 29892: 0.0009217376072052079
