Gene = CPT2
index = 405
Annotated 5SS: [  667  4371  6001 14891]
Annotated 3SS: [ 4289  5893 13585 16834]
SMsplice 5SS: [ 667 4371 6001 7645 8167]
SMsplice 3SS: [ 4289  5893  7520  8093 13585]
top_k =  500
Partition function (log Z): 0.7480510443216488

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9432279503050087
Position 6001: 0.8859225116133354
Position 8167: 0.7901442953645073
Position 4371: 0.7711242291395749
Position 7645: 0.6394276617118752
Position 13848: 0.37071446312495215
Position 1723: 0.28914516149637576
Position 1079: 0.25840286945881447
Position 57: 0.2451060375247515
Position 4391: 0.20701914054447487
Position 22: 0.19991345496748847
Position 1385: 0.1745018854775418
Position 6142: 0.16634281487016844
Position 5414: 0.1456456264764525
Position 2139: 0.12865664883103853
Position 6005: 0.10271376862990224
Position 14891: 0.10005871263884061
Position 5283: 0.09291856487792736
Position 4731: 0.09065619714151561
Position 13872: 0.0847369389551167
Position 8456: 0.07608959364116757
Position 7677: 0.05249145453327078
Position 12056: 0.05104650671986602
Position 7539: 0.04219450346800732
Position 16388: 0.036734743556401966
Position 7711: 0.03498420112061729
Position 16395: 0.02272038781296593
Position 8288: 0.022126775176816032
Position 14822: 0.021471849383307713
Position 1039: 0.01392084495916296
Position 3039: 0.01160179579989779
Position 10742: 0.010659933140370205
Position 8176: 0.009693739392922092
Position 317: 0.00871512470616107
Position 9432: 0.00822377680420515
Position 16765: 0.007427292898389331
Position 5711: 0.006434156895254313
Position 6021: 0.006381403503501148
Position 3144: 0.006012192123759485
Position 2482: 0.005438093949228037
Position 9539: 0.0052877924213634905
Position 12213: 0.004622939597649448
Position 7658: 0.0036873647768191973
Position 7803: 0.0031820608662832535
Position 560: 0.002914958012047996
Position 8828: 0.0027682429824922652
Position 2080: 0.002538068179690588
Position 6915: 0.002395746249989869
Position 8127: 0.0023123745741719555
Position 2332: 0.0020508158005798464
Position 6098: 0.002037208675115433
Position 71: 0.0017106191171474253
Position 1027: 0.0016773800547229812
Position 14679: 0.001412161627098294
Position 313: 0.001120671451872555
Position 401: 0.0010809440698597416
Position 1342: 0.001063818092022448
Position 14035: 0.0010572952871008982
Position 224: 0.001057016289374902
Position 9901: 0.0008646570301040378
Position 8200: 0.0008600616995451101
Position 412: 0.0006593512203541333
Position 1010: 0.0006367443931001497
Position 1727: 0.000612158138567667
Position 1029: 0.0005785301668117248
Position 1558: 0.00046443195900772605
Position 5669: 0.0004492849152144894
Position 3247: 0.0004148653400481003
Position 3080: 0.000390818233848818
Position 382: 0.0003496362250006623
Position 5098: 0.00025719724394270666
Position 124: 0.00023019570044590995
Position 300: 0.00018881006090549918
Position 4628: 0.00017606756704541688
Position 518: 8.885859027561274e-05
Position 345: 8.17446959173507e-05
Position 6017: 8.007280406551753e-05
Position 90: 4.517836243422855e-05
Position 6055: 2.692600577366381e-05
Position 6116: 1.918891443837936e-05
Position 1376: 1.77059069709968e-05
Position 423: 1.7533978940201423e-05
