Gene = BSND
index = 146
Annotated 5SS: [ 431 6184 8340]
Annotated 3SS: [6088 8063 9280]
SMsplice 5SS: [ 431 1387 6184 8340]
SMsplice 3SS: [1302 6088 8063 9299]
top_k =  500
Partition function (log Z): 1.289542148184374

Sorted 5' Splice Sites (High to Low Probability):
Position 6184: 0.9705954968578595
Position 8340: 0.8792379605304184
Position 431: 0.8453123694915969
Position 1387: 0.6989347646574683
Position 9428: 0.43622507056003224
Position 965: 0.35134150027018474
Position 9583: 0.34994509057302725
Position 6506: 0.1943927049270494
Position 687: 0.1453347022321159
Position 5782: 0.1352621617598176
Position 318: 0.13336373708533553
Position 2977: 0.09760249123196445
Position 9: 0.0970216701087323
Position 9827: 0.08031115576286309
Position 7511: 0.04127198396826714
Position 7644: 0.04091301685651202
Position 3939: 0.035260500377374916
Position 2983: 0.03464664032555685
Position 6215: 0.024267599652248825
Position 7570: 0.021944500558450028
Position 2238: 0.021228969999974267
Position 172: 0.01398205871009229
Position 6475: 0.01357662270568381
Position 3156: 0.01208300536498755
Position 10409: 0.011921668514243193
Position 2000: 0.011917152546684635
Position 2826: 0.011094968333531068
Position 969: 0.01091285461685186
Position 5943: 0.01062932228022979
Position 4176: 0.01030577967312778
Position 2004: 0.010198589166187088
Position 2024: 0.009066528400799944
Position 10833: 0.009064760914190749
Position 4010: 0.009051708073663628
Position 82: 0.008290935022777739
Position 3029: 0.008014408851606382
Position 8165: 0.00694825309871589
Position 2420: 0.006602921559516324
Position 6425: 0.00577584722352086
Position 2844: 0.005628696738964251
Position 2922: 0.005435318034892306
Position 3110: 0.004885297546419606
Position 3910: 0.004540869891818614
Position 461: 0.004487386215816589
Position 9555: 0.004254824593744488
Position 3217: 0.0039019418334649138
Position 6188: 0.003861782285129869
Position 30: 0.003174094408447124
Position 44: 0.0030548341289979596
Position 877: 0.0030503033618756586
Position 7274: 0.0030006534623787284
Position 386: 0.0026739275627026835
Position 7964: 0.0024628478570254135
Position 1370: 0.002311784600612529
Position 8237: 0.0022652895266129145
Position 1512: 0.0017658655196666683
Position 4019: 0.0015323864971335216
Position 8699: 0.001448589462981414
Position 2271: 0.001442826126719095
Position 8561: 0.0014100613605544908
Position 1382: 0.0014031064291477576
Position 2939: 0.0013795476086590004
Position 9539: 0.0013679753977774622
Position 6470: 0.0013674325003686604
Position 3844: 0.0010028496662176567
Position 2269: 0.0006994601955442409
