Gene = HBP1
index = 640
Annotated 5SS: [   67 11102 13641 16982 17512 17721 20488 21357 27191 31341]
Annotated 3SS: [10917 13411 16839 17399 17607 20330 21211 26872 31198 32452]
SMsplice 5SS: [  225 11102 16982 17512 20488 21357 27081 31341]
SMsplice 3SS: [10917 16839 17399 20330 21211 26904 31198 32452]
top_k =  500
Partition function (log Z): 2.5029427844674768

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9917745714921942
Position 21357: 0.9606037697047292
Position 16982: 0.9400911847740514
Position 11102: 0.8595864501660226
Position 17512: 0.8365004101093478
Position 20488: 0.7068404509695015
Position 13641: 0.6147174197611655
Position 9021: 0.5113867123305932
Position 27081: 0.5012929951929889
Position 31341: 0.48474881714320833
Position 14316: 0.4078785415669186
Position 27191: 0.3851518045917371
Position 5189: 0.3667822253956655
Position 4631: 0.2786703644479203
Position 4413: 0.15860459444194927
Position 1931: 0.15479783931583857
Position 14352: 0.14104562332167464
Position 20140: 0.1372352531389633
Position 14988: 0.12112261188631543
Position 17352: 0.11731571223036161
Position 24059: 0.11433462637904959
Position 4176: 0.11322883904948719
Position 19742: 0.10465779971716842
Position 17721: 0.0984750678039994
Position 20452: 0.09147679402668345
Position 17282: 0.07215933885711233
Position 27587: 0.07089344263955086
Position 505: 0.06612876541361559
Position 22581: 0.06222004952084837
Position 16967: 0.05990881522594841
Position 14767: 0.059577058146659534
Position 26534: 0.04782114233842454
Position 1170: 0.040735007705072455
Position 32546: 0.037903654574035134
Position 23989: 0.036267472287621
Position 21335: 0.035300234944944005
Position 20653: 0.031016981978025486
Position 11451: 0.028230227715092447
Position 5224: 0.026330247822009614
Position 5208: 0.02451747411363514
Position 4996: 0.02359727727796518
Position 26587: 0.022581485200980307
Position 26016: 0.018426800177171906
Position 22498: 0.01786397880304962
Position 27403: 0.01719516600873088
Position 6099: 0.016002329127521406
Position 16164: 0.015872400219985074
Position 1556: 0.015590146089941664
Position 30054: 0.014903249956163888
Position 497: 0.014339121300259269
Position 27609: 0.014082148044296961
Position 5785: 0.012318381769664453
Position 8127: 0.011957293263022264
Position 11556: 0.008742667262375573
Position 18825: 0.008636843557630643
Position 20649: 0.008157249342941986
Position 19587: 0.008047089066823648
Position 20419: 0.007961492366469744
Position 8854: 0.007523623128887147
Position 4946: 0.007389387870758855
Position 27170: 0.006691367509988315
Position 4014: 0.0062935346300885065
Position 67: 0.004840050559382552
Position 2252: 0.0039619805401034346
Position 27621: 0.0032437632714059127
Position 29064: 0.002574074306428248
Position 1335: 0.002203648374625431
Position 4227: 0.002078082456829538
Position 445: 0.0017609696090149674
Position 252: 0.001734151622444177
Position 1369: 0.0015011561396785658
Position 3773: 0.00144996588886601
Position 29770: 0.001428733327575741
Position 13564: 0.0013612295907523258
Position 17143: 0.0013469667033909134
Position 2387: 0.0010388632075428628
Position 27044: 0.0010274197443832622
Position 5254: 0.0006852303299670295
Position 27249: 0.0005520260001862694
Position 26995: 0.00046297701768709105
Position 154: 0.00037781951329923346
Position 522: 0.00030754965264744233
Position 2525: 0.0002787553932372738
Position 240: 0.0002743670444573264
Position 3765: 0.00024669845352547797
Position 2957: 0.00021567593134773914
Position 1043: 0.00020907329174495604
Position 620: 0.00018849260817452808
Position 21286: 0.00016528413508059956
Position 5554: 0.00015851682624364396
Position 656: 0.00012957082998401014
Position 4627: 0.00011990791930609775
Position 17840: 8.719739514899808e-05
Position 4452: 7.95358382433318e-05
Position 2690: 7.906403217357718e-05
Position 5376: 7.486189423401449e-05
Position 49: 6.528184896994248e-05
Position 5402: 4.0005809299728037e-05
Position 638: 2.4819680673364858e-05
Position 1446: 1.751595600806808e-05
Position 258: 1.554859307624254e-05
Position 669: 1.106085339922275e-05
Position 93: 1.051434964823369e-05
Position 605: 2.2070320250075863e-06
Position 485: 1.7886751148994849e-06
Position 142: 1.4118622028677335e-06
Position 114: 1.3898049915551384e-06
Position 888: 1.1499969596763326e-06
Position 400: 9.46397044447776e-07
Position 62: 7.62287326541578e-07
Position 169: 6.806765623378815e-07
Position 71: 4.295918796032567e-07
Position 587: 4.2862183380054467e-07
Position 85: 3.1002895488678637e-07
Position 12: 2.6530860584914027e-07
Position 138: 2.2414653483551598e-07
Position 79: 2.0030264485397533e-07
Position 177: 5.704176724443677e-08
Position 172: 4.4666819523478317e-08
Position 232: 4.442037091275951e-08
Position 229: 1.4744823274474254e-08
Position 174: 1.3304982073723245e-09
Position 180: 2.1095729151037034e-10
Position 311: 1.0408261839243152e-12
Position 347: 5.925466073992864e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16839: 0.9999999999999999
Position 21211: 0.9527284478600375
Position 20330: 0.8092735919671322
Position 10917: 0.759622208433399
Position 17399: 0.6718986974521982
Position 31198: 0.652478019559961
Position 32452: 0.5704678003898327
Position 26904: 0.5692367061786858
Position 14156: 0.459780441755414
Position 8923: 0.44752140403423885
Position 13411: 0.4292933199357743
Position 5091: 0.4168844792954251
Position 26872: 0.33529508737236613
Position 4495: 0.27136513539144663
Position 27328: 0.21254303505297734
Position 4072: 0.1897681542836794
Position 13431: 0.18678532941614331
Position 17223: 0.17985955615505506
Position 14704: 0.15205471270321647
Position 17448: 0.13999131145200486
Position 20050: 0.12567783036486546
Position 10855: 0.09996424173262394
Position 19621: 0.09914004585184158
Position 14152: 0.08914372313317938
Position 23833: 0.08649291415940011
Position 26473: 0.07095179462588486
Position 32646: 0.0654925331005761
Position 8939: 0.06386530829635441
Position 333: 0.061746488028283905
Position 17607: 0.056747923484076576
Position 4355: 0.05153489277733811
Position 23935: 0.04928050872144421
Position 1893: 0.04886483990568914
Position 1850: 0.04089333525326435
Position 1736: 0.039623525070400505
Position 17630: 0.0381722968036245
Position 31225: 0.03637623327061472
Position 20558: 0.036130341334922114
Position 22497: 0.034902160585981994
Position 1076: 0.030599733605083522
Position 14730: 0.028644957329758514
Position 21233: 0.025535843440800576
Position 4257: 0.02482563094909334
Position 22539: 0.02314023183990441
Position 29928: 0.021790847950238394
Position 22371: 0.021079157083992495
Position 356: 0.020726609074672206
Position 1828: 0.020338760855559482
Position 25763: 0.020321687876157353
Position 4712: 0.017293182404401804
Position 17281: 0.01615912218183896
Position 11299: 0.01593937648667646
Position 16017: 0.01587240021998508
Position 1428: 0.01510741237974153
Position 23830: 0.014882304423876964
Position 21249: 0.012720006069334853
Position 4806: 0.012336993970978363
Position 7960: 0.011957293263022263
Position 5486: 0.011705084174535661
Position 5976: 0.010599831085267618
Position 19959: 0.00989877917034763
Position 17103: 0.009882819000494576
Position 4263: 0.008787417445279083
Position 11313: 0.008425329575364076
Position 8738: 0.007523623128887147
Position 27303: 0.0074019003398253964
Position 29211: 0.007031994546345641
Position 32257: 0.006848270939446906
Position 996: 0.006519655694139895
Position 30149: 0.006411993126427327
Position 31798: 0.006374802784260334
Position 11442: 0.00601502423873271
Position 18770: 0.005948576883648396
Position 19708: 0.005517753865326842
Position 6019: 0.0054024980422537885
Position 11349: 0.005385894110373055
Position 31452: 0.005370674464759759
Position 17119: 0.005236118738017118
Position 4576: 0.005087919632060066
Position 19515: 0.004748494693427615
Position 940: 0.004181797084870297
Position 27733: 0.003650044411377756
Position 27285: 0.003419988565785281
Position 31707: 0.003375161592455076
Position 31517: 0.0033491213186514586
Position 31535: 0.003182111137202739
Position 29575: 0.0030501679665588363
Position 17053: 0.0029777343082060042
Position 28262: 0.0029115003108495323
Position 3816: 0.00287510491698557
Position 31173: 0.002868134844548882
Position 1710: 0.0026426026817335663
Position 17238: 0.0025765402318132778
Position 28884: 0.0025740743064282473
Position 28026: 0.0024037208855920093
Position 4827: 0.002166220375137431
Position 19362: 0.0019696494008643304
Position 3894: 0.0019576154422499803
Position 2153: 0.0017677779766050276
Position 20951: 0.0017402902534169207
Position 19919: 0.0017076789853182255
Position 1747: 0.0014588162507021354
Position 30949: 0.0014420101776956358
Position 21162: 0.001405248116992594
Position 20922: 0.001355244649907985
Position 19391: 0.001328944972531703
Position 2130: 0.0013040594485452127
Position 1123: 0.0013026649504319704
Position 11378: 0.0012072705663217162
Position 18656: 0.0011796393228353378
Position 24341: 0.0011618315372676068
Position 1671: 0.0011484088243214436
Position 3589: 0.001066835022077398
Position 17253: 0.0010646100244683222
Position 22260: 0.0010287792051084474
Position 17552: 0.001004951781451894
Position 29292: 0.0009900808738858122
Position 18547: 0.0008897579446073056
Position 2295: 0.0008845332638869291
Position 4122: 0.0008076021073055713
Position 26100: 0.0007983657609479139
Position 5436: 0.0007718144213724387
Position 1226: 0.0006487291326080897
Position 21131: 0.0006362711619797442
Position 18687: 0.0006188694065396056
Position 3818: 0.0006163997050597941
Position 4223: 0.0006045715675335572
Position 1368: 0.0006035080646191247
Position 5140: 0.0005299184945871975
Position 3908: 0.00042846662697128756
Position 3659: 0.000413749665037932
Position 25699: 0.00033442838441354505
Position 28007: 0.0003228511855447298
Position 26817: 0.00027574944317842684
Position 3603: 0.00024340770399203948
Position 1332: 0.00024068678591380034
Position 3960: 0.00023762524185664912
Position 954: 0.00022445271616166986
Position 1835: 0.00018159268584795683
Position 17077: 0.0001733719238881214
Position 2321: 0.00016914798656822777
Position 2136: 0.000168299163711087
Position 2654: 0.00014981738870768752
Position 24321: 0.00014840708892867457
Position 2132: 0.00013142360967009368
Position 24738: 0.00012553444997197668
Position 760: 0.00012516712628829997
Position 17262: 0.00012174279689551557
Position 5174: 0.00011689287494090872
Position 2386: 0.00010469478080268486
Position 2612: 9.685516564705833e-05
Position 5311: 8.902309806402362e-05
Position 3867: 7.455430290455626e-05
