Gene = MLLT11
index = 851
Annotated 5SS: [2796]
Annotated 3SS: [9460]
SMsplice 5SS: [ 174  584 2796]
SMsplice 3SS: [ 432 2612 4347]
top_k =  500
Partition function (log Z): -7.829498723177611

Sorted 5' Splice Sites (High to Low Probability):
Position 2796: 0.8462746965409252
Position 174: 0.6867185053399997
Position 584: 0.3246774375532662
Position 646: 0.24900926057161787
Position 963: 0.1414089938408532
Position 219: 0.11117441624008288
Position 1765: 0.09236594419603773
Position 159: 0.08490357322488623
Position 190: 0.06920646787077939
Position 558: 0.06020073804495043
Position 4432: 0.05463234663526176
Position 1657: 0.05422413107777711
Position 7892: 0.05187898491238625
Position 563: 0.03297156602476926
Position 541: 0.032119675331883264
Position 723: 0.026681720674900385
Position 3320: 0.025865539350097912
Position 170: 0.025693794577650905
Position 9479: 0.02493052752149405
Position 3329: 0.02242275066895706
Position 507: 0.015733704975175858
Position 590: 0.013424703624649233
Position 1759: 0.012409599906689783
Position 602: 0.01214675665082622
Position 216: 0.00860500575076066
Position 1304: 0.008508961201020146
Position 9654: 0.006740212001060411
Position 336: 0.005472502634732518
Position 178: 0.004945280076884596
Position 5537: 0.0048782984273111046
Position 692: 0.00445002729963165
Position 466: 0.0033882305434233526
Position 2235: 0.00312170567179624
Position 464: 0.0029782508821379937
Position 1241: 0.002941825991700298
Position 2241: 0.00240078989737146
Position 763: 0.0015524954920970299
Position 5995: 0.001543354086533796
Position 3396: 0.0015230181919442085
Position 4978: 0.0012781238169791707
Position 5552: 0.0011918926973340542
Position 3027: 0.0006130561363695581
Position 2778: 0.0004327057300138452
Position 203: 0.00027123269282211987
Position 596: 0.00020093338671072373
Position 571: 0.0001717922583264513
Position 569: 0.000134312602361797
Position 163: 0.00010061824477304483
Position 277: 9.401155637586352e-05
Position 225: 8.825638967903942e-05
Position 107: 5.964836181613918e-05
Position 36: 4.47306384952628e-05
Position 1265: 3.6135216793525743e-05
Position 470: 3.486665143095761e-05
Position 712: 3.4146496351746076e-05
Position 987: 3.3167800905091856e-05
Position 696: 2.4977067482125944e-05
Position 206: 1.6687091564270497e-05
Position 1185: 1.3076080917745013e-05
Position 282: 1.2261385956123903e-05
Position 839: 1.0478797982440646e-05
Position 451: 9.931419324480016e-06
Position 468: 6.88711883557776e-06
Position 343: 5.853810217837014e-06
Position 1853: 5.370931423406586e-06
Position 209: 3.450589461198327e-06
Position 615: 1.6122658134384723e-06
Position 156: 1.1016491742975002e-06
Position 944: 1.0380458680006755e-06
Position 194: 9.222259173834066e-07
Position 182: 6.173984293936389e-07
Position 139: 3.2476976686354735e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 432: 0.8134417316720008
Position 2612: 0.7442100971839622
Position 4347: 0.3214659617861169
Position 8108: 0.2947443443899706
Position 1533: 0.12212308734618019
Position 10128: 0.12180907105839531
Position 2722: 0.07851738215018039
Position 9342: 0.06394412941675333
Position 678: 0.06059385695590546
Position 3203: 0.0587195638272252
Position 681: 0.05692780212963908
