Gene = MSMP
index = 888
Annotated 5SS: [270 610]
Annotated 3SS: [500 988]
SMsplice 5SS: [ 270  610 1026]
SMsplice 3SS: [ 435  988 1165]
top_k =  500
Partition function (log Z): -5.875566373643633

Sorted 5' Splice Sites (High to Low Probability):
Position 270: 0.9354482289775166
Position 1026: 0.5810621501764806
Position 610: 0.5520623902577888
Position 537: 0.14600667987815708
Position 846: 0.014250881587264477
Position 693: 0.00952821807938887
Position 116: 0.004987556262816839
Position 410: 0.004651128248555719
Position 280: 0.0034260196422675783
Position 275: 0.0026017020310446382
Position 1062: 0.0013786092333505525
Position 788: 0.0008690563857577295
Position 1019: 0.0005464801936400855
Position 10: 0.0004435067144435728
Position 1021: 0.00043697533014327647
Position 209: 0.0003207813506892817
Position 850: 0.00021631860707760077
Position 910: 0.00016839790683483756
Position 250: 0.0001556895164621998
Position 92: 0.00013303822974824854
Position 287: 9.662079503291607e-05
Position 1030: 6.084374026751706e-05
Position 593: 5.1834583278575144e-05
Position 72: 3.711553249228301e-05
Position 614: 2.4750727865028207e-05
Position 752: 2.2248863213794753e-05
Position 129: 2.118461865695899e-05
Position 652: 2.055309189344622e-05
Position 561: 1.4259861618306368e-05
Position 674: 1.1064995364828576e-05
Position 688: 5.934013987061764e-06
Position 750: 5.689776247163933e-06
Position 423: 5.456323347037593e-06
Position 80: 2.8094731576504877e-06
Position 1052: 1.8967276276926912e-06
Position 794: 1.1669991996885378e-06
Position 861: 1.0867661679410283e-06
Position 214: 9.937171221292593e-07
Position 603: 9.74680537050292e-07
Position 989: 8.401112417238053e-07
Position 376: 7.731705442023198e-07
Position 239: 6.687932919498575e-07
Position 587: 5.64449639869343e-07
Position 896: 4.866514521406404e-07
Position 926: 4.4388943523165615e-07
Position 541: 4.1999222800109805e-07
Position 8: 3.566705028328583e-07
Position 414: 2.9569296628339354e-07
Position 349: 2.2668927929602447e-07
Position 576: 2.200816859334363e-07
Position 347: 7.637637967174021e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 988: 0.9363304783781434
Position 1165: 0.592094806635454
Position 435: 0.4498353030668928
Position 500: 0.2151897080943603
Position 1220: 0.026678211001611402
Position 384: 0.0070038938794406425
Position 462: 0.006894988111888789
Position 362: 0.006720439467548477
Position 1095: 0.0034810152361403426
Position 373: 0.0029674108526010785
Position 229: 0.0022594250266635327
Position 1273: 0.0014764255454124719
Position 697: 0.0013168642542315896
Position 556: 0.0012689299453361813
Position 706: 0.001104315142337951
Position 440: 0.0010301977661043335
Position 849: 0.0004653619926298319
Position 338: 0.00042372626949455246
Position 1113: 0.0003243956382680617
Position 623: 0.0002946687485573441
Position 541: 0.0002381952486514084
Position 995: 0.00019880646625691428
Position 1101: 0.0001795192149460207
Position 834: 0.0001300674568791062
Position 410: 0.00011962072307181585
Position 933: 0.00010773352963676208
Position 443: 0.00010240739904603342
Position 737: 0.00010102657444625359
Position 670: 9.566141984642141e-05
Position 681: 8.816652562798115e-05
Position 236: 7.303558363129961e-05
Position 517: 6.285171702580464e-05
Position 856: 6.276395711748424e-05
Position 1125: 5.2912517003061663e-05
Position 941: 4.960676057551064e-05
Position 709: 4.196229927157887e-05
Position 750: 3.8405972253868576e-05
Position 1232: 2.804264922208068e-05
Position 614: 1.5831173984748698e-05
Position 389: 1.305416273482306e-05
Position 888: 1.2560169330614609e-05
Position 652: 1.2520456518937713e-05
Position 1235: 1.2450016429050655e-05
Position 185: 1.1850399070381221e-05
Position 720: 1.056479574581025e-05
Position 782: 9.293044561963971e-06
Position 711: 6.294764143394503e-06
Position 1034: 6.243576119799359e-06
Position 763: 6.07315611895851e-06
Position 945: 5.485570624593824e-06
Position 674: 5.123823032172258e-06
Position 660: 5.0898453062642164e-06
Position 169: 4.274303202046608e-06
Position 758: 4.143555238669535e-06
Position 246: 2.2343386892714546e-06
Position 445: 2.220701730229303e-06
Position 770: 1.4907223382924334e-06
Position 1025: 1.4295308041376403e-06
Position 861: 1.4108997753723595e-06
Position 137: 1.1991877537157245e-06
Position 875: 1.0367767900711839e-06
Position 239: 1.0329107461266483e-06
Position 631: 6.795358878398466e-07
Position 188: 1.7398183402860373e-07
Position 263: 1.458001316624385e-07
Position 150: 1.3521765035465004e-07
Position 250: 7.43633010563971e-08
Position 175: 6.970407507769151e-08
Position 269: 6.62217168269303e-08
Position 134: 1.9401343448345557e-08
Position 308: 1.2931553403845001e-08
Position 305: 8.106126422558784e-09
Position 319: 4.745534716788122e-09
Position 77: 2.755541629016688e-09
Position 103: 2.584585104099816e-09
Position 90: 2.2026888313167863e-09
Position 291: 2.0491472039117086e-09
Position 275: 1.9518133309928325e-09
Position 72: 1.8896847276175484e-09
Position 105: 9.260640668878307e-10
Position 299: 5.615949678010907e-10
Position 114: 4.810586792689912e-10
Position 95: 4.337283772799239e-10
Position 285: 4.2268950440641936e-10
Position 312: 3.42392125029456e-10
Position 85: 2.148776400998122e-10
Position 111: 1.8221366050596167e-10
Position 323: 1.1438509072204172e-10
Position 302: 9.270876927606211e-11
Position 122: 8.283689997683547e-11
Position 92: 8.255065156490206e-11
Position 80: 6.980799257479411e-11
Position 124: 6.719795057997071e-11
Position 100: 1.2751738126173735e-14
