Gene = MARCKSL1
index = 817
Annotated 5SS: [433]
Annotated 3SS: [1281]
SMsplice 5SS: [433]
SMsplice 3SS: [1281]
top_k =  500
Partition function (log Z): -7.586692775351185

Sorted 5' Splice Sites (High to Low Probability):
Position 433: 0.7451595491098991
Position 437: 0.23595541779121276
Position 1154: 0.03780562284963793
Position 1432: 0.03047186961404878
Position 1412: 0.025723307781770184
Position 1797: 0.015361365694462326
Position 208: 0.009292453313124805
Position 856: 0.009281489006097687
Position 1787: 0.008954218926696244
Position 1111: 0.007518382334486492
Position 1325: 0.00485166391420386
Position 1129: 0.0038926848534394346
Position 2016: 0.0036189523390322475
Position 1529: 0.0029317362772832874
Position 190: 0.0029000133480660897
Position 1043: 0.002489422855886095
Position 1004: 0.0017036722260430099
Position 32: 0.0013665150810798414
Position 2339: 0.0012940673161966826
Position 2116: 0.0012489500214030536
Position 1535: 0.0008273547984574486
Position 860: 0.0004982437546451184
Position 811: 0.0004473897937356389
Position 1148: 0.0004283740157074906
Position 1076: 0.00034055341610500056
Position 1150: 0.0002881032165794402
Position 87: 0.0002530628834498235
Position 909: 0.0002416493445560527
Position 801: 0.00010101121887691355
Position 2372: 9.46771000641475e-05
Position 382: 7.402601563380542e-05
Position 1345: 5.020657996666357e-05
Position 561: 2.7802344237752628e-05
Position 1294: 4.43677562428671e-06
Position 1178: 1.3808318236898561e-06
Position 1335: 1.2655057951185746e-06
Position 693: 7.401958203834101e-07
Position 663: 4.2641360231427305e-07
Position 1184: 1.9240334307433003e-07
Position 285: 1.5577419904285323e-07
Position 16: 1.2754968368521795e-08
Position 523: 2.0563660990899735e-09
Position 650: 4.475002888940083e-10
Position 569: 1.8854723495376183e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1281: 0.8427402177316564
Position 1561: 0.15170815136497232
Position 957: 0.054390156290570646
Position 1977: 0.023893340204120588
Position 1323: 0.012374443841057112
Position 2213: 0.011488194869279338
Position 1883: 0.007053370779805322
Position 2541: 0.00686294725651628
Position 584: 0.004151159082916435
Position 827: 0.004005896203123246
Position 1357: 0.0033894941157600203
Position 2119: 0.003066035192543364
Position 693: 0.0022559889235574987
Position 2232: 0.002164286080828028
Position 990: 0.001981549778377059
Position 1839: 0.0018272921309929677
Position 1214: 0.0017910890017020667
Position 2116: 0.001570772758166782
Position 1956: 0.0014225349797250795
Position 336: 0.001412535073572014
Position 2268: 0.0012994576818075067
Position 880: 0.001267277015242073
Position 353: 0.001210861907040164
Position 914: 0.0009464246239470623
Position 1911: 0.0008793004586225056
Position 1512: 0.0008314989696503514
Position 1284: 0.000732447360112044
Position 1887: 0.0006820684480105741
Position 733: 0.0006405638185145535
Position 1617: 0.0006106874544579868
Position 2080: 0.0005759044709481881
Position 899: 0.0005443698255384801
Position 333: 0.0005198487793284742
Position 1563: 0.0004909889544212877
Position 908: 0.0004310846457739449
Position 306: 0.00041063781715552146
Position 993: 0.00040915133298225235
Position 712: 0.00040023396284839216
Position 2002: 0.000372776937532261
Position 2445: 0.00025046125152589777
Position 744: 0.00024039387416960786
Position 1443: 0.0002140073214356094
Position 1330: 0.00020359800028775903
Position 1217: 0.00016286739631970324
Position 1406: 0.0001550937751576731
Position 1410: 0.00015049433454058841
Position 1063: 0.00012503512014786994
Position 1479: 0.00012195698429798833
Position 1184: 0.0001068773092755712
Position 251: 0.0001061584508644512
Position 1598: 0.00010193985419704751
Position 2292: 0.00010003230602263473
Position 357: 8.382280902959519e-05
Position 2520: 8.357541977898665e-05
Position 124: 7.201863165967442e-05
Position 959: 6.592551236629147e-05
Position 323: 5.2467459737218846e-05
Position 1482: 5.056487451406562e-05
Position 1446: 4.9311591116662335e-05
Position 1019: 4.798329144561422e-05
Position 490: 3.4958423979519366e-05
Position 1309: 2.1961138492049512e-05
Position 1115: 1.3816899859679053e-05
Position 773: 1.2974596715098528e-05
Position 922: 1.265427536679356e-05
Position 599: 1.0976797723755252e-05
Position 420: 9.878282428874386e-06
Position 918: 7.337430764293002e-06
Position 886: 5.6009595297669564e-06
Position 396: 5.212453681256349e-06
Position 403: 4.665180066063903e-06
Position 182: 4.371621213410278e-06
Position 104: 2.2302008368471747e-06
Position 833: 1.4449094259118008e-06
Position 128: 1.06153854574855e-06
Position 755: 7.646801199052308e-07
Position 366: 6.772422727253441e-07
Position 400: 6.301284790660658e-07
Position 603: 6.275486218371541e-07
Position 162: 4.981326640360518e-07
Position 359: 3.8037515650660064e-07
Position 167: 1.802188584521526e-08
Position 461: 1.2492854656204816e-08
Position 213: 1.0355047218268086e-08
Position 432: 9.158053298876641e-09
Position 393: 7.043253327309027e-09
Position 618: 5.593330657564991e-09
Position 207: 3.239506642064236e-09
Position 202: 3.1894561201176924e-09
Position 838: 2.0828518821575594e-09
Position 186: 1.8983070077329113e-09
Position 1396: 7.154553171609967e-10
