Gene = RIIAD1
index = 1142
Annotated 5SS: [  84  626 6085 7357]
Annotated 3SS: [ 548 6037 7228 7950]
SMsplice 5SS: [  84  626 2702]
SMsplice 3SS: [ 548 2601 7950]
top_k =  500
Partition function (log Z): -4.924279869015706

Sorted 5' Splice Sites (High to Low Probability):
Position 626: 0.9183903893705524
Position 84: 0.8963571378086829
Position 2702: 0.7050253352670879
Position 6939: 0.3517246703844267
Position 7357: 0.34338240377267915
Position 3199: 0.1694405284032985
Position 6299: 0.14905392840987763
Position 6927: 0.1120042792248866
Position 6085: 0.10287340641611063
Position 400: 0.08793257192384546
Position 88: 0.06068322946004152
Position 6143: 0.04312065322561436
Position 3117: 0.03326073162422632
Position 3247: 0.0193105707240322
Position 1377: 0.01928291135650658
Position 6943: 0.011256801688134121
Position 1165: 0.008882752341760704
Position 4468: 0.008644665871973958
Position 2937: 0.007518565964281293
Position 987: 0.006556964864436166
Position 7473: 0.0029849038278292007
Position 2714: 0.0024620417567874932
Position 4812: 0.002385278538532192
Position 1491: 0.0022838455925363516
Position 1425: 0.001852707424711554
Position 7621: 0.0018315230043857121
Position 3176: 0.0016244053626238721
Position 2434: 0.0015944977939616584
Position 354: 0.0015212046789163452
Position 2286: 0.0013434359207979139
Position 688: 0.0011719493274291643
Position 123: 0.001005176768655481
Position 630: 0.0006957481458317702
Position 1677: 0.000546679648719675
Position 1542: 0.0004926605802618281
Position 597: 0.0003528214923273107
Position 1145: 0.00031821421353468666
Position 1401: 0.0003152564874607166
Position 203: 0.0002726193733937805
Position 1645: 0.00014367982592380696
Position 1240: 0.00010010422947993522
Position 1140: 9.187542764707546e-05
Position 450: 5.702820908542103e-05
Position 121: 5.172906122635429e-05
Position 412: 5.1290972753600725e-05
Position 2626: 5.0780852595846515e-05
Position 111: 4.284203307893421e-05
Position 3216: 1.3126458425671096e-05
Position 2906: 1.0170990612519864e-05
Position 281: 4.032048465312948e-06
Position 3920: 2.856080288477381e-06
Position 3717: 2.630230331341456e-06
Position 466: 2.256080781587308e-06
Position 575: 1.8852752313146126e-06
Position 941: 1.8388761999975164e-06
Position 190: 8.528482804328554e-07
Position 894: 7.434961777982233e-07
Position 524: 6.926475334658105e-07
Position 666: 5.956231184488264e-07
Position 244: 5.511471832320487e-07
Position 864: 4.5494648106579866e-07
Position 613: 4.388528274748524e-07
Position 819: 3.507631580914847e-07
Position 616: 3.1668648227594084e-07
Position 1235: 1.72739319053173e-07
Position 698: 1.2369398497935746e-07
Position 633: 8.950599179271667e-08
Position 821: 5.501563287029878e-08
Position 886: 4.15540833361617e-08
Position 924: 2.9649107476702418e-08
Position 602: 1.5664744537209082e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7950: 0.7035165119141614
Position 2601: 0.6940927721418666
Position 548: 0.6237463445778002
Position 7228: 0.37281461337591854
Position 6846: 0.1977248944770878
Position 7198: 0.18468851662228972
Position 476: 0.18152673115366347
Position 6688: 0.17052363968035572
Position 2984: 0.14481404198293518
Position 6214: 0.13548054558132008
Position 6037: 0.1278090331962806
Position 492: 0.1041457442426886
Position 3068: 0.09019469862322774
Position 6593: 0.06952235968130638
Position 241: 0.0478732938479959
Position 4285: 0.032674708799913584
Position 6638: 0.030199625066350922
Position 5859: 0.028144968215819428
Position 1029: 0.021413048921921442
Position 5945: 0.011552205571370287
Position 6660: 0.01035780381292175
Position 7429: 0.00963925402370692
Position 1309: 0.008425798661397029
Position 2607: 0.007889589987694833
Position 2812: 0.006543255800218786
Position 1221: 0.005085150854005253
Position 748: 0.004153596973708692
Position 2562: 0.004135679757108888
Position 2387: 0.0038478166792916303
Position 7512: 0.003822908197975695
Position 3093: 0.0038055084622629436
Position 260: 0.003799896044600299
Position 5139: 0.0030280433770316444
Position 203: 0.0024348765673474475
Position 4707: 0.0020937515497452402
Position 2202: 0.001959619027560264
Position 554: 0.001620281895521715
Position 844: 0.0012514253666814628
Position 6228: 0.0012356511910055188
Position 1196: 0.0012181779124820827
Position 3283: 0.001194032497045544
