Gene = CLDN11
index = 375
Annotated 5SS: [ 428 4463]
Annotated 3SS: [ 4297 13658]
SMsplice 5SS: [ 428 4463 7309]
SMsplice 3SS: [ 4297  7166 13413]
top_k =  500
Partition function (log Z): -6.78997383387464

Sorted 5' Splice Sites (High to Low Probability):
Position 7309: 0.9184430109110416
Position 4463: 0.9092679607379078
Position 428: 0.8808458810450435
Position 6434: 0.49391686542307206
Position 5877: 0.40527248848240444
Position 1963: 0.2931454895790423
Position 3211: 0.22075475632304062
Position 5792: 0.1785724577565796
Position 6208: 0.09938807280359306
Position 5016: 0.08588098925931603
Position 534: 0.07842236527694836
Position 13588: 0.0657762304898566
Position 9873: 0.06280712973128011
Position 5516: 0.05462157074088497
Position 7809: 0.0544611766430878
Position 838: 0.05083264515006627
Position 7751: 0.049321795165090075
Position 1256: 0.048350498116892834
Position 8394: 0.04736616840580308
Position 2566: 0.04614172798777482
Position 13231: 0.045768142375364015
Position 3123: 0.04053958594149777
Position 935: 0.03801197415512378
Position 13579: 0.036842125992071116
Position 13573: 0.03327013787092825
Position 6256: 0.02931193685825516
Position 6496: 0.027820166868348182
Position 7595: 0.02460012660069861
Position 13538: 0.023931962989352074
Position 2473: 0.022921583299646085
Position 10021: 0.022428780473806968
Position 13295: 0.0189971968860106
Position 4409: 0.0180563297652558
Position 5970: 0.017448326491667537
Position 3207: 0.01608938979720172
Position 3449: 0.014899636706489075
Position 1438: 0.014537508144968275
Position 6332: 0.014312067216553183
Position 1692: 0.008397516945587349
Position 6399: 0.006969761552706294
Position 6438: 0.006662518202224005
Position 2705: 0.006431662961540861
Position 2515: 0.005799139374218925
Position 4708: 0.005693271208017883
Position 6754: 0.005588985058946783
Position 223: 0.00424247677485366
Position 123: 0.0040180262540945155
Position 5491: 0.003815659707417925
Position 10530: 0.0036937430990755925
Position 4603: 0.0033653429965722083
Position 2115: 0.002982586257340591
Position 114: 0.0028996415518298094
Position 5799: 0.0027526575471301935
Position 6506: 0.002683396609711959
Position 5261: 0.002320852903538565
Position 474: 0.00231288643472171
Position 2814: 0.002124253549656816
Position 4419: 0.0020245231259607933
Position 4869: 0.0019475748353056357
Position 165: 0.0013680505601526122
Position 5921: 0.0013642809850461074
Position 5321: 0.0012838525905365422
Position 295: 0.0012764635354820843
Position 657: 0.00107447319486182
Position 226: 0.0010286369906080137
Position 2717: 0.0009837951909399886
Position 3107: 0.0008979702975490762
Position 4926: 0.0008974883011858892
Position 3924: 0.0008252246033360614
Position 3182: 0.0005499550267249475
Position 2148: 0.0004924501725384352
Position 5890: 0.00044154875400725366
Position 2000: 0.0004116171901733322
