Gene = H1FOO
index = 635
Annotated 5SS: [  93 4467 6151 7596]
Annotated 3SS: [4176 5786 7530 7892]
SMsplice 5SS: [  93  315 5857 7596]
SMsplice 3SS: [ 185 5786 7484 7892]
top_k =  500
Partition function (log Z): -2.192449790152743

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.9885386700578952
Position 315: 0.8293090360926598
Position 7596: 0.8031864669883059
Position 5857: 0.7417523993376195
Position 4467: 0.27653971815929884
Position 5430: 0.19060248776879576
Position 2471: 0.16177229839680232
Position 2727: 0.12794217498647958
Position 5890: 0.1204175109354393
Position 302: 0.1119839813463857
Position 5486: 0.0662803760161901
Position 2754: 0.027579575687803542
Position 1300: 0.024515040602236082
Position 6964: 0.021851644021909863
Position 7567: 0.020927283266398533
Position 1251: 0.018816713753009785
Position 1113: 0.015828134939996425
Position 2832: 0.013416848929907771
Position 5489: 0.01291259946237136
Position 3843: 0.012757578955315239
Position 6151: 0.011651511533267567
Position 1304: 0.010334638687355222
Position 5263: 0.00959394261195759
Position 4523: 0.009382738657315271
Position 4230: 0.0068690350114105425
Position 4340: 0.0066998680521542665
Position 4304: 0.006606808736930665
Position 637: 0.005894637990769359
Position 3052: 0.005754951575814123
Position 4370: 0.00433866157112178
Position 5527: 0.003520709088040862
Position 7600: 0.0032287367430547534
Position 4263: 0.0031314394717520716
Position 688: 0.0024314942957400017
Position 70: 0.0018721126626018044
Position 2160: 0.0018617597670226396
Position 712: 0.0016451749924952389
Position 5925: 0.0015713845525335004
Position 2582: 0.0014598801599883867
Position 5955: 0.0011777293604796298
Position 5226: 0.0010265321989961927
Position 3620: 0.0008534855944154944
Position 1242: 0.0005441627932786844
Position 4050: 0.0004175457727049966
Position 6057: 0.0003633790315406968
Position 1150: 0.00026202773657081326
Position 795: 0.00019350577992452043
Position 2040: 0.00013946778656263127
Position 7929: 0.00012711993762666305
Position 729: 9.985327899308836e-05
Position 2304: 9.464664814179528e-05
Position 1246: 8.410755310775477e-05
Position 1974: 6.146601661587218e-05
Position 1388: 2.514554812190033e-05
Position 2630: 1.1307629954800062e-05
Position 2553: 7.162244933205943e-06
Position 2879: 6.118649153375189e-06
Position 2640: 6.109590367962089e-06
Position 571: 6.681325547516798e-07
Position 421: 1.338303223760996e-07
Position 397: 3.2088472041100256e-08
Position 404: 2.8440152869580088e-08
Position 144: 2.8361860270664307e-08
Position 432: 1.9957555327211014e-08
Position 523: 1.4668264005208964e-08
Position 20: 3.3122841634836116e-09
Position 381: 3.0921801160370712e-09
Position 616: 2.8087327337379506e-10
Position 505: 1.9934273009372716e-10
Position 547: 6.472158980838919e-11
Position 174: 1.5970320390434474e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 185: 0.8779088471241647
Position 7892: 0.6091726752607342
Position 5786: 0.5867404295663893
Position 7484: 0.41279368136062233
Position 7487: 0.3407019072522257
Position 7784: 0.2970167726696682
Position 5763: 0.2848706991825258
Position 5355: 0.27727751882907886
Position 4176: 0.18815408263686165
Position 2516: 0.13060901741137393
Position 2394: 0.1210877793602028
Position 4203: 0.12020115192387201
Position 7530: 0.09793673465466361
Position 1084: 0.06887036611575009
Position 6937: 0.047903861805975785
Position 2329: 0.032326054108072794
Position 2726: 0.03226845536859941
Position 196: 0.028558929233545253
Position 5790: 0.013159906990777437
Position 5115: 0.010620474810953785
Position 207: 0.010286998272132402
Position 218: 0.0094919127285952
Position 7719: 0.0077997525876368845
