Gene = TCTA
index = 1386
Annotated 5SS: [435 905]
Annotated 3SS: [ 849 2613]
SMsplice 5SS: [597 905]
SMsplice 3SS: [ 849 3751]
top_k =  500
Partition function (log Z): -9.35190105821705

Sorted 5' Splice Sites (High to Low Probability):
Position 905: 0.49336214823963864
Position 597: 0.4139944734747733
Position 435: 0.3836807238511653
Position 169: 0.1674428824441226
Position 3648: 0.16027971483801431
Position 1160: 0.03727290396874656
Position 203: 0.03310569069257925
Position 2760: 0.019405543002374646
Position 188: 0.016408643492688522
Position 1075: 0.01085428632379057
Position 355: 0.007736052380929983
Position 45: 0.0077279953737777055
Position 3494: 0.006241207973784877
Position 3579: 0.005042734320090722
Position 1552: 0.0048190811085515
Position 850: 0.0035833410266598157
Position 966: 0.0030041327447192533
Position 176: 0.0024752255167115374
Position 269: 0.0015340174328065284
Position 194: 0.0012109671707713464
Position 909: 0.0009357056035801131
Position 1126: 0.0005610893509584049
Position 235: 0.0005341458684384849
Position 1111: 0.0005293162309936185
Position 1058: 0.0005161094015768632
Position 3096: 0.0004380728579364896
Position 3169: 0.00033787967613018355
Position 131: 0.00032441476251343854
Position 103: 0.0002869385362221791
Position 769: 0.0002338566539289986
Position 40: 0.00017178322549303929
Position 35: 0.00014478737563632755
Position 2446: 0.00012163572055069243
Position 421: 0.00011151922051602146
Position 366: 9.105879555984751e-05
Position 687: 8.462634770451047e-05
Position 361: 7.91202546072279e-05
Position 457: 7.457098803135377e-05
Position 150: 6.78303879230501e-05
Position 394: 5.311274542608419e-05
Position 418: 5.2514205718441616e-05
Position 410: 3.948885456935559e-05
Position 173: 3.18931830776635e-05
Position 326: 3.183641781276644e-05
Position 494: 1.9950168856189492e-05
Position 51: 1.8331743701901465e-05
Position 229: 1.8193298771577506e-05
Position 1240: 1.5213046323897975e-05
Position 859: 1.284509695077098e-05
Position 1579: 1.256135383600211e-05
Position 359: 9.43873468075484e-06
Position 304: 7.395536183354112e-06
Position 1064: 6.931776317923467e-06
Position 352: 6.030840529096134e-06
Position 388: 3.941399847403371e-06
Position 2460: 3.3408503712223463e-06
Position 766: 2.681863496772271e-06
Position 123: 2.584638311925135e-06
Position 292: 2.235760119783411e-06
Position 504: 1.567980152635532e-06
Position 547: 1.42452050686575e-06
Position 623: 1.2332422319947897e-06
Position 726: 5.903229377180151e-07
Position 58: 1.098443710900861e-07
Position 218: 5.849859486267153e-08
Position 10: 2.51697951536582e-08
Position 429: 5.3470294324628e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 849: 0.554894260207236
Position 3751: 0.5010374632540892
