Gene = LAT2
index = 764
Annotated 5SS: [  693  6674  7469 10392 10613 10859 11224 11339 12297 14388 14802 15365]
Annotated 3SS: [ 6550  7428 10347 10563 10820 11187 11307 12240 14327 14621 15242 19547]
SMsplice 5SS: [  405   693  6466  6674 10670 10859 14388 14802 15365]
SMsplice 3SS: [  534  6320  6550 10563 10820 14327 14621 15242 19547]
top_k =  500
Partition function (log Z): 7.833861453270238

Sorted 5' Splice Sites (High to Low Probability):
Position 6674: 0.998082999568115
Position 14802: 0.9426664259478704
Position 693: 0.9418429506946114
Position 15365: 0.9309929311620401
Position 14388: 0.8173459453281381
Position 405: 0.7008667860344084
Position 10859: 0.5905966656335989
Position 10670: 0.5846943250367767
Position 6466: 0.5789927313505289
Position 11339: 0.5262263719600514
Position 11224: 0.3895034933819672
Position 962: 0.36176632805139675
Position 3693: 0.31188557557692104
Position 7469: 0.2502493610555915
Position 10392: 0.21964605685619756
Position 14515: 0.21292003609944735
Position 8977: 0.1741367485504943
Position 10613: 0.16714825975138756
Position 11543: 0.125351319371731
Position 12396: 0.10019790028298735
Position 17312: 0.08026537269627174
Position 1052: 0.07747156770042969
Position 5704: 0.07194774115587464
Position 11204: 0.06259197020538296
Position 5615: 0.05931558414830398
Position 27: 0.05238309411144956
Position 642: 0.04749899397924148
Position 10746: 0.03918898611775846
Position 12297: 0.03313387476693619
Position 11228: 0.03146283350660308
Position 407: 0.03112327799339828
Position 9834: 0.02701697094724796
Position 14795: 0.02605548678344101
Position 14525: 0.01951191665298021
Position 19809: 0.01903857809120737
Position 1371: 0.018680905301473674
Position 850: 0.01854827839132062
Position 11490: 0.016653852420293755
Position 65: 0.014115753431465214
Position 7592: 0.013703352126769123
Position 5699: 0.010274716103443023
Position 10680: 0.009362496386851792
Position 14446: 0.008777967950812355
Position 11744: 0.008022610070090459
Position 671: 0.0076673456737115986
Position 67: 0.0070243537393510054
Position 1714: 0.006704470515963973
Position 15003: 0.006412237550187182
Position 78: 0.005395513874067511
Position 1102: 0.004805470188759096
Position 223: 0.004595348571085945
Position 14993: 0.004331377523043362
Position 5545: 0.004116476207242925
Position 3657: 0.0041085848148569235
Position 187: 0.004086908443394084
Position 17539: 0.003914052504531353
Position 14998: 0.0036605250009241895
Position 424: 0.0033861156004080816
Position 15940: 0.0033470836066539222
Position 14806: 0.0033326898871814344
Position 12477: 0.003227561122653538
Position 1066: 0.0032144644641972997
Position 1107: 0.003120960817994869
Position 19881: 0.0030699280277199552
Position 14622: 0.0030221758140360944
Position 6040: 0.002738977217641429
Position 7119: 0.002700039477962378
Position 6050: 0.002695789252591115
Position 10659: 0.0026512954543727253
Position 10506: 0.0021467408222738647
Position 6833: 0.0017830667910968617
Position 5970: 0.0016164641701399457
Position 1339: 0.0016117234118113357
Position 11886: 0.001600887208567769
Position 5628: 0.0014849396908832185
Position 5522: 0.0012583332526672208
Position 1839: 0.0009209692486915992
Position 6965: 0.0008999075957133536
Position 7294: 0.0008401247839174224
Position 1036: 0.0008351204532916994
Position 15168: 0.0007895301839608803
Position 8838: 0.0007497415111553626
Position 255: 0.0007326494306806058
Position 7301: 0.000660878800424353
Position 7439: 0.0006058708089588111
Position 613: 0.0005093271382267025
Position 76: 0.00041268128176007965
Position 45: 0.0003960260773787427
Position 6625: 0.00033728399896773293
Position 47: 0.0003269719124986901
Position 80: 0.00031222807667054226
Position 15455: 0.00029524605786246784
Position 6709: 0.0002844533660641251
Position 6655: 0.00026170854052367143
Position 562: 0.0002048889416050982
Position 15408: 0.00017775964868216873
Position 6828: 0.00014462369622462456
Position 14785: 0.000122683068857945
