Gene = SSU72
index = 1344
Annotated 5SS: [  392 10097 30007 31001]
Annotated 3SS: [ 9952 29866 30881 32701]
SMsplice 5SS: [  263 10097 10536 12136 30007 31001]
SMsplice 3SS: [ 9952 10453 12003 29866 30881 32701]
top_k =  500
Partition function (log Z): -7.175792854034464

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.8463448637998982
Position 10097: 0.7820815073213759
Position 10536: 0.5829388086712993
Position 12136: 0.5816060384625013
Position 10520: 0.3068623934736223
Position 15590: 0.12937624308944398
Position 16585: 0.12688988679855262
Position 13538: 0.11624219399178547
Position 392: 0.11398533629708762
Position 22813: 0.10891621769724495
Position 13289: 0.10694738535868056
Position 10265: 0.09992593200777804
Position 10299: 0.09840004194932644
Position 11952: 0.07090284528020921
Position 9307: 0.06195820188780936
Position 15637: 0.055333264053080276
Position 13261: 0.05291260853943439
Position 13231: 0.050548884667106594
Position 32789: 0.04847141466181218
Position 6860: 0.04161929519340855
Position 7240: 0.03295530060641937
Position 10801: 0.03282229601759098
Position 5438: 0.02630505046896533
Position 10383: 0.025921772405404216
Position 4912: 0.022054820319820524
Position 5559: 0.021989899370244682
Position 10064: 0.021258056503434177
Position 974: 0.019954962074724282
Position 7552: 0.019382727847513378
Position 268: 0.016384756111461295
Position 4701: 0.016310288802803254
Position 10317: 0.01425278454727027
Position 9426: 0.012901991306490512
Position 9406: 0.009914607576759502
Position 9472: 0.00975721738445198
Position 1324: 0.008944431759353789
Position 3350: 0.007611903963330547
Position 1073: 0.006505733698851075
Position 5622: 0.006380425574032982
Position 5627: 0.006269741605830844
Position 7704: 0.006153648455591707
Position 7827: 0.0048556907489159026
Position 10525: 0.004732817596401968
Position 1867: 0.004333990448015637
Position 10149: 0.00421690561230777
Position 12012: 0.003891580008195431
Position 566: 0.0036260933347683475
Position 149: 0.003307929552597237
Position 12911: 0.0032153572459265554
Position 888: 0.0030167908184494025
Position 7593: 0.002898973204938701
Position 6965: 0.0020260731326399196
Position 3265: 0.0019036290584868926
Position 10634: 0.0017308817364921419
Position 14145: 0.0017056093405889644
Position 13554: 0.0015874010888710312
Position 7223: 0.001583338606700702
Position 1372: 0.0012478645078180229
Position 11790: 0.001159356615787942
Position 709: 0.001110566460738168
Position 13370: 0.0010969555450507558
Position 657: 0.0010493558102308352
Position 4423: 0.000893402183728141
Position 588: 0.0008008028762729605
Position 510: 0.0008006068414568197
Position 1709: 0.0007870268307063492
Position 700: 0.0007838487232101855
Position 1370: 0.0007749024876851183
Position 10290: 0.0007507626110257592
Position 3339: 0.0007394456333472875
Position 1092: 0.0007172529325487541
Position 10472: 0.0006531240264852816
Position 772: 0.0006505387637670965
Position 5588: 0.0006371658697052869
Position 11946: 0.0006080782880050976
Position 4090: 0.00060618517125185
Position 10712: 0.000586745401112855
Position 5605: 0.0005727365996464533
Position 10476: 0.000534567016810829
Position 11598: 0.000523101829703454
Position 11658: 0.00045626038779477595
Position 12767: 0.0004513500255901204
Position 2874: 0.0003740632491534139
Position 2704: 0.0003732238240671863
