Gene = CRCT1
index = 409
Annotated 5SS: [51]
Annotated 3SS: [859]
SMsplice 5SS: [51]
SMsplice 3SS: [755]
top_k =  500
Partition function (log Z): -8.09250471346429

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.8761266551614907
Position 860: 0.20359851650299676
Position 193: 0.0498645902846946
Position 418: 0.02972523273431581
Position 23: 0.028055258153804354
Position 490: 0.0061904069270396905
Position 494: 0.0047558272232088835
Position 281: 0.002726652681628645
Position 175: 0.002071381275078878
Position 20: 0.0014066147615643958
Position 240: 0.0012864526022853275
Position 867: 0.0008869702405849945
Position 46: 0.0007047651362011442
Position 225: 0.0005814615589288112
Position 68: 0.00031857346245235565
Position 82: 0.00018703695101837716
Position 1133: 0.00012559623668434084
Position 502: 8.707559829263648e-05
Position 929: 6.290955904760972e-05
Position 358: 5.875533618810057e-05
Position 251: 5.810778740391024e-05
Position 658: 3.860075750767861e-05
Position 55: 3.694963996993318e-05
Position 466: 3.534448784459764e-05
Position 441: 2.046960543399097e-05
Position 303: 1.6632355081322716e-05
Position 903: 1.5222781677186227e-05
Position 266: 3.419312700990256e-06
Position 618: 2.731326306999212e-06
Position 339: 2.6185214582018028e-06
Position 91: 1.3276251995204635e-06
Position 463: 1.0654480687515119e-06
Position 572: 1.0359977465995352e-06
Position 27: 9.118239975792464e-07
Position 530: 8.570133332868699e-07
Position 570: 8.24320904905409e-07
Position 461: 6.950688194247333e-07
Position 430: 6.622109296693087e-07
Position 35: 5.272387527192766e-07
Position 148: 4.957068462749288e-07
Position 228: 4.1047440563635445e-07
Position 10: 3.4405111106162e-07
Position 733: 1.4209111091417964e-09
Position 150: 7.379185767987854e-13
Position 139: 5.739568055555216e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 755: 0.6857654702118442
Position 1012: 0.26803334422282693
Position 859: 0.10224423545987632
Position 1075: 0.03870726577351613
Position 896: 0.017482471690848902
Position 1078: 0.012382406324380485
Position 1331: 0.011342567854989183
Position 760: 0.008347893021486497
Position 1312: 0.008329268774086039
Position 1475: 0.006646094009167193
Position 1126: 0.006079537424624276
Position 843: 0.005169173233005835
Position 1435: 0.004157851948226306
Position 1048: 0.004094167207043511
Position 175: 0.004012184933493685
Position 915: 0.0036299208756474938
Position 556: 0.0024647723075091857
Position 938: 0.002450346381269407
Position 408: 0.0023763727345772053
Position 1032: 0.002297435960771721
Position 289: 0.001295525973595488
Position 792: 0.0011840816968269807
Position 1161: 0.0010665224675030578
Position 466: 0.0009753308996779158
Position 618: 0.0007667547144873484
Position 159: 0.0006286341437280775
Position 778: 0.0006097785679844376
Position 1432: 0.0006038957569257681
Position 801: 0.0005831635541638819
Position 1199: 0.0005779478295062356
Position 926: 0.00046933969034247854
Position 118: 0.0003682195989859827
Position 1091: 0.00035334159148421086
Position 825: 0.00030870610910992916
Position 473: 0.0002371121768887701
Position 1057: 0.000236390068431479
Position 518: 0.00022480412062585156
Position 1290: 0.00019586592221495976
Position 622: 0.00018220962300480043
Position 132: 0.00015429825626256125
Position 819: 0.0001515202009868231
Position 497: 0.00014158785036626643
Position 192: 0.00013983769320448944
Position 1210: 0.00013343461636062848
Position 1489: 0.00012542564543092076
Position 280: 9.427690230701006e-05
Position 247: 8.605244788217847e-05
Position 353: 8.525652589917325e-05
Position 238: 8.293073382671945e-05
Position 361: 8.245767088691662e-05
Position 797: 8.168867064705579e-05
Position 125: 7.689232239124405e-05
Position 483: 7.374536645709032e-05
Position 1130: 6.662566114610909e-05
Position 355: 6.548986072005372e-05
Position 570: 6.469607368152587e-05
Position 1382: 5.133800499669e-05
Position 1384: 4.267303806188325e-05
Position 414: 3.84493459529326e-05
Position 596: 3.657084736154904e-05
Position 379: 3.463025783882464e-05
Position 261: 3.439292266856197e-05
Position 1156: 3.241724099812941e-05
Position 525: 2.5721650859759002e-05
Position 417: 2.3081846479570064e-05
Position 1504: 2.130520937927828e-05
Position 672: 1.9774414207704188e-05
Position 898: 1.8824690211382953e-05
Position 212: 1.7698124526610915e-05
Position 871: 1.7370247823078148e-05
Position 221: 1.52538987434373e-05
Position 607: 1.2300191827962639e-05
Position 203: 1.2182293245113431e-05
Position 258: 5.341087732699198e-06
Position 273: 2.9764747193855466e-06
Position 129: 2.957657159698833e-06
Position 179: 1.4866908732486416e-06
Position 103: 1.2549893795354523e-06
Position 136: 1.24567070398861e-06
Position 251: 9.696288792616631e-07
Position 145: 8.40470324595749e-07
Position 803: 8.246567030553358e-07
Position 224: 6.694763104986711e-07
Position 263: 5.488540802364107e-07
Position 370: 2.6611639797144563e-07
Position 477: 1.0402623915953539e-11
Position 111: 3.252214574591463e-12
