Gene = L1TD1
index = 756
Annotated 5SS: [   91  1698 12806]
Annotated 3SS: [ 1603 11687 14951]
SMsplice 5SS: [   91  1698 12806]
SMsplice 3SS: [ 1603 12680 14951]
top_k =  500
Partition function (log Z): -7.92241057425619

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9673431883429192
Position 91: 0.2618402998484135
Position 2041: 0.2494752757192902
Position 171: 0.24886893386324163
Position 15417: 0.1593572312970443
Position 131: 0.14922808396652892
Position 371: 0.1019087249777091
Position 386: 0.10148764680434272
Position 211: 0.07314051368471394
Position 6241: 0.04835913611863975
Position 251: 0.039474057553476036
Position 1737: 0.0261724578530162
Position 426: 0.026046752289911407
Position 8727: 0.01888808028498339
Position 2269: 0.018349837802053938
Position 5620: 0.01428956078620283
Position 445: 0.013710261659127415
Position 2817: 0.013153277506345965
Position 9851: 0.011844882756316693
Position 1065: 0.011673834215265435
Position 291: 0.009892604950513738
Position 2867: 0.006900900688083283
Position 2070: 0.006894970085806989
Position 1997: 0.0064673701484389
Position 12065: 0.005059052190950629
Position 1721: 0.003292598303171574
Position 1668: 0.0028947208077161023
Position 402: 0.0014895854310883183
Position 430: 0.0014815316386270708
Position 1477: 0.0011260201205013653
Position 390: 0.00047451669414930837
Position 2835: 0.0004282012001566778
Position 310: 0.0004147653238209564
Position 995: 0.00039425675842639656
Position 3524: 0.00037097525299969954
Position 106: 0.0003338230676410756
Position 5269: 0.00033255772873350516
Position 5223: 0.0003079157984519885
Position 3740: 0.00028519009552736927
Position 155: 0.00025901106339771537
Position 1479: 0.00025346517745674507
Position 3589: 0.0002166418490395763
Position 195: 0.00021390771706200236
Position 710: 0.0002036407851425139
Position 5862: 0.00018274615538141145
Position 1513: 0.00018255818408974262
Position 1148: 0.00017761762065436466
Position 1423: 0.00015635959959185215
Position 4936: 0.00014121974375988654
Position 315: 0.00011235371547079287
Position 6706: 8.67769060043816e-05
Position 5959: 7.215207462806959e-05
Position 5844: 7.138136271153398e-05
Position 1702: 6.652232371202679e-05
Position 2024: 1.784582512505271e-05
Position 1889: 1.4924410950678622e-05
Position 1543: 1.0215441140050605e-05
Position 1705: 8.738807575900487e-06
Position 2342: 7.896398424802545e-06
Position 2237: 7.182664852106285e-06
Position 600: 1.6339236460184604e-06
Position 150: 1.2589910363265528e-06
Position 190: 1.1703332869111452e-06
Position 2279: 1.1474797501950571e-06
Position 202: 4.436233956548565e-07
Position 235: 9.339953817762005e-08
Position 220: 9.173965370570645e-08
Position 562: 7.51461934832037e-08
Position 50: 4.5233193977608586e-08
Position 275: 3.26053289122946e-08
Position 19: 2.3509799739976157e-08
Position 1710: 2.018429130660881e-08
Position 322: 5.112792144665447e-09
Position 242: 4.058909780749111e-09
Position 62: 2.703257319553459e-09
Position 497: 2.54118025379649e-09
Position 122: 2.532826588933142e-09
Position 603: 2.118491338014996e-09
Position 362: 1.5656145402731924e-09
Position 586: 1.4575036823959403e-09
Position 260: 1.1524022572236427e-09
Position 270: 6.396196160177357e-10
Position 230: 6.128619192738193e-10
Position 300: 5.756015579256782e-10
Position 26: 4.1973570098734203e-10
Position 340: 3.880208774967975e-10
Position 1743: 2.50525087317274e-11
Position 65: 1.0905343211207053e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1603: 0.9522241806913954
Position 14951: 0.6438288226042681
Position 1806: 0.20955048002906593
Position 16582: 0.20243999934602694
Position 15363: 0.06776549608079778
Position 1781: 0.055339649047684264
Position 6118: 0.05014630636484237
Position 15687: 0.03501636916346207
Position 13267: 0.032765740167708876
Position 11687: 0.028981026835488012
Position 8615: 0.026757414664563276
Position 282: 0.024626110434374158
Position 6146: 0.019617686130412974
Position 5390: 0.018669491261321083
Position 9757: 0.018123303826517088
Position 2759: 0.014246259579812365
Position 2713: 0.01331655564372757
Position 9956: 0.013081683858485942
Position 1529: 0.012007690472203842
Position 1410: 0.011598568627048623
Position 7869: 0.011479521390898547
Position 959: 0.010694871999044892
Position 6779: 0.008320554703178997
Position 2138: 0.008251991645770956
Position 1297: 0.006513523221885662
Position 1493: 0.006501525545940207
Position 2161: 0.006337229083262946
Position 1943: 0.006127665746372484
Position 1441: 0.00583259240504062
Position 15524: 0.0058302722709648765
Position 1946: 0.005761071590927924
Position 255: 0.00448190432417336
Position 7774: 0.0038131034466960053
Position 1353: 0.0035957268960921493
Position 5195: 0.0033664019723293687
Position 7898: 0.0031634160822809096
Position 5766: 0.0030236295900218754
Position 1787: 0.00278650397515066
Position 12926: 0.0027179083910525113
Position 14238: 0.0024957076336114656
Position 2178: 0.002404301270263308
Position 5911: 0.002333984001134487
Position 7732: 0.002107096572957237
Position 9338: 0.001971395024155258
Position 6499: 0.001970072019818545
Position 12901: 0.0019522702299335439
Position 1542: 0.0018772667354315497
Position 10040: 0.0016716787281478031
Position 10250: 0.001362398567454059
Position 6964: 0.0013440998772900874
Position 9481: 0.001230158094455351
Position 7770: 0.001135928452755777
Position 1971: 0.001051234987402339
Position 11368: 0.001011192172824633
Position 295: 0.0009880440174055206
Position 11817: 0.0008998405093329522
Position 4254: 0.0008859685958816901
Position 4418: 0.0008770914184204386
Position 8347: 0.0008723172617991838
Position 7530: 0.0006767008872091849
Position 2114: 0.0006635968569542633
Position 2227: 0.0005947168291079801
Position 5521: 0.000575883530431351
Position 8611: 0.0005754742046799542
Position 265: 0.0005606423102489018
Position 3275: 0.0005333046687804875
Position 9783: 0.0005296917286395197
Position 4783: 0.0005266658202599529
Position 10695: 0.0004970193887922745
Position 4744: 0.00048415793319886923
Position 1464: 0.00046073750404580283
Position 4031: 0.00043870361605140014
Position 7865: 0.0004337619532235478
Position 7588: 0.00041560347062548516
Position 8936: 0.0004028743388438775
Position 3371: 0.00038846813841910446
Position 674: 0.0003645995974809723
Position 1611: 0.0003597029825464068
Position 7221: 0.00035548886256590276
Position 6479: 0.00032965559867931184
Position 6799: 0.00032765424416270934
Position 7068: 0.00031384586230831887
Position 8509: 0.00030900570630551917
Position 3659: 0.0002984941003574959
Position 1374: 0.0002983044820190386
Position 215: 0.00028991150226775723
Position 8768: 0.0002895150229817347
Position 1996: 0.0002889858026756491
Position 5781: 0.0002589768476433384
Position 8572: 0.00021785996348774433
Position 9157: 0.0002106352214642592
Position 291: 0.00019206069330959927
Position 8678: 0.00018815193600413838
Position 335: 0.00018682480373971542
Position 4553: 0.00017398987910095435
Position 4125: 0.00016157419741807873
Position 5365: 0.00013783011567319796
Position 4051: 0.0001150846951347613
Position 1328: 0.00010907360933674978
Position 6579: 9.161637253386195e-05
Position 2306: 8.888256510265665e-05
Position 320: 8.682199728506528e-05
Position 3349: 8.423613066668222e-05
Position 3396: 8.393231765716874e-05
Position 6279: 8.352379388284602e-05
Position 3388: 8.068774080917318e-05
Position 2774: 8.002204738806553e-05
Position 3970: 7.893651396342835e-05
Position 3874: 7.814182136837693e-05
Position 892: 7.45562256632974e-05
Position 6282: 7.432709813548091e-05
Position 5865: 6.88957705223579e-05
Position 5524: 6.558496785868563e-05
Position 5299: 6.382319088385813e-05
Position 931: 5.650291815309813e-05
Position 976: 5.6484977982219266e-05
Position 3716: 4.7901241968470536e-05
Position 2689: 4.7778431934705e-05
Position 1948: 4.6890732929756715e-05
Position 5697: 4.484291500509891e-05
Position 1371: 4.4369934872046226e-05
Position 410: 4.1092006220184875e-05
Position 2024: 4.0908112297774136e-05
Position 1662: 4.0245102374787384e-05
Position 225: 3.889293067447497e-05
Position 3017: 3.8368391688249695e-05
Position 2681: 3.734264002417601e-05
Position 305: 3.494198797218025e-05
Position 375: 3.153774022133442e-05
Position 3633: 3.013803883901523e-05
Position 4996: 2.8801293094213695e-05
Position 3946: 2.6090035534455992e-05
Position 3630: 2.5314078400769623e-05
Position 175: 2.3635914394744774e-05
Position 1508: 2.3576469192013332e-05
Position 3721: 2.3253969275851495e-05
Position 2175: 2.3107191602177552e-05
Position 807: 2.2706742449293796e-05
Position 1617: 2.2519594709929725e-05
Position 1649: 2.16418781307503e-05
Position 3846: 2.039512710931221e-05
Position 3162: 1.805585089415602e-05
Position 3668: 1.7236426108008743e-05
Position 856: 1.5393515781655047e-05
Position 2739: 1.3890227471755754e-05
Position 2236: 1.272284678444186e-05
Position 2794: 1.2196612738421465e-05
Position 2634: 1.0048448723749999e-05
Position 2148: 8.289364456669132e-06
Position 1880: 6.36750166769072e-06
Position 1863: 1.9029937534564118e-06
Position 2038: 7.035895654562561e-07
Position 1892: 5.710713110596085e-07
Position 2201: 5.684879848277818e-07
Position 345: 5.652721636068242e-07
Position 854: 4.21033650383342e-07
Position 1904: 3.196018562401719e-07
Position 308: 2.7859817042579303e-07
Position 850: 2.0681075086540976e-07
Position 686: 1.5430805053894722e-07
Position 1983: 5.255817314089848e-08
Position 385: 3.53880416660527e-08
Position 1086: 3.2411293639721715e-08
Position 530: 2.1858522580683753e-09
Position 652: 1.3157253952318972e-09
Position 614: 1.1912546022570215e-09
Position 185: 7.082918425361843e-10
Position 565: 6.610148529408162e-10
Position 620: 6.58913237426624e-10
Position 575: 3.715435399214612e-10
Position 314: 3.497725005268792e-10
Position 353: 6.425881951790377e-12
Position 401: 5.963428790078172e-12
Position 415: 1.6548643215678535e-12
