Gene = CMTM7
index = 384
Annotated 5SS: [  395 50343 57882 60803]
Annotated 3SS: [50168 57782 60720 62569]
SMsplice 5SS: [  395 28689 44365 50343 57882 60803]
SMsplice 3SS: [28568 44270 50168 57782 60720 62732]
top_k =  500
Partition function (log Z): -35.5313268824593

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9510331740225961
Position 5738: 0.45700965688482376
Position 11454: 0.19834941931899894
Position 1361: 0.09430367105065059
Position 3612: 0.08615084971023326
Position 7872: 0.065581877276835
Position 4034: 0.06533829974896423
Position 8154: 0.04240154635858613
Position 9737: 0.03707564945306236
Position 1028: 0.023346519201298845
Position 6339: 0.020455880848532556
Position 6256: 0.015856185304480585
Position 6760: 0.012397718993879776
Position 2892: 0.010675646479371376
Position 902: 0.01063240670356489
Position 399: 0.003167982545507626
Position 2856: 0.0025281604003673593
Position 6307: 0.0017390083889353102
Position 11490: 0.001239066319130458
Position 7793: 0.0011505890797274796
Position 633: 0.0005902253101895983
Position 6885: 0.00038825373150048505
Position 423: 0.00019756745114258377
Position 6005: 0.00013679057087038015
Position 7877: 0.00012516202633773265
Position 180: 0.00011711116651451112
Position 6704: 0.00010917708074733375
Position 102: 9.796122651848265e-05
Position 536: 7.795274692750498e-05
Position 883: 4.738114850966926e-05
Position 452: 3.1477095468729104e-05
Position 1001: 2.9024968846008325e-05
Position 1060: 2.6554086042459043e-05
Position 2135: 1.2716279074361293e-05
Position 982: 1.1290839068717e-05
Position 268: 1.0429718672022112e-05
Position 2049: 1.000613736008896e-05
Position 1378: 9.243534570873823e-06
Position 1440: 6.8725421267352834e-06
Position 1309: 6.5002133091530605e-06
Position 1346: 4.307394126299939e-06
Position 6351: 4.216497584039548e-06
Position 1760: 4.1562873953410684e-06
Position 2122: 4.025578556153284e-06
Position 2023: 3.3660828008073733e-06
Position 4940: 2.7044017705765967e-06
Position 1409: 1.9605251564443826e-06
Position 642: 1.6916862545385553e-06
Position 1068: 1.5061510255202565e-06
Position 965: 1.4037117012370388e-06
Position 383: 1.2029948964363372e-06
Position 649: 5.448260165552189e-07
Position 768: 4.331241559540337e-07
Position 257: 4.0276104072031947e-07
Position 562: 2.509826268163369e-07
Position 68: 5.8321924564118636e-08
Position 776: 3.730816687754863e-08
Position 593: 3.4855183681345215e-08
Position 238: 2.1083112361690864e-08
Position 1901: 1.4187385774617265e-09
Position 527: 1.2903711493141102e-09
Position 1665: 1.2462827555315162e-09
Position 709: 8.686781322137195e-10
Position 1648: 7.426546854195514e-10
Position 1520: 7.368429737659392e-10
Position 475: 6.936691673721572e-10
Position 435: 6.843922145459279e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5647: 0.4172021693535851
Position 11360: 0.3883663756259475
Position 18433: 0.3454009440936896
Position 16738: 0.15265217458898478
Position 7658: 0.07607880269013687
Position 3520: 0.07292483269993283
Position 7996: 0.05990470509499129
Position 1246: 0.05535626642443165
Position 11568: 0.045669745775116524
Position 6180: 0.035867736681360604
Position 3894: 0.03427645071595074
