Gene = LCE1D
index = 766
Annotated 5SS: [21]
Annotated 3SS: [1021]
SMsplice 5SS: [21]
SMsplice 3SS: [1021]
top_k =  500
Partition function (log Z): -8.42972390202547

Sorted 5' Splice Sites (High to Low Probability):
Position 21: 0.8221778675253134
Position 512: 0.3379061543236441
Position 248: 0.1272397045159049
Position 607: 0.015155104977731683
Position 952: 0.013153905385997124
Position 509: 0.005787696819107652
Position 516: 0.002643994725199391
Position 551: 0.002575362708696895
Position 104: 0.001660350795092865
Position 889: 0.0014855027003115827
Position 399: 0.0014668415915613095
Position 662: 0.0010572264091228349
Position 424: 0.0010090114325407272
Position 563: 0.0007691758682654821
Position 557: 0.0004986144317345574
Position 1088: 0.000310374030878125
Position 147: 0.0002167609164914118
Position 456: 0.00016842593157776007
Position 1100: 0.0001522157519283656
Position 111: 2.6641808335215574e-05
Position 1112: 2.4795836133837473e-05
Position 206: 2.3552370658568475e-05
Position 97: 1.1172668396849828e-05
Position 12: 4.743442108565308e-06
Position 262: 3.3669434302259843e-06
Position 252: 1.7691652592588018e-06
Position 199: 1.0906231729786716e-06
Position 3: 9.321067169344015e-07
Position 94: 3.6056319214823413e-07
Position 341: 1.3096584120441363e-07
Position 371: 6.173916319803218e-08
Position 254: 9.92618462563987e-09
Position 524: 5.8618734231174895e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1021: 0.6432820335422812
Position 302: 0.23543674663607123
Position 309: 0.11782100249865918
Position 222: 0.08439202409080089
Position 1165: 0.053470643401616086
Position 607: 0.03591323765534353
Position 355: 0.02474184437832661
Position 451: 0.02421999481680159
Position 839: 0.0229765655189848
Position 1237: 0.013048831480310516
Position 808: 0.010721123026717716
Position 1282: 0.008009976246329015
Position 1321: 0.007185861745842093
Position 1297: 0.006643431577484355
Position 869: 0.006061793193443346
Position 1139: 0.005071217915511147
Position 1273: 0.004000979880956286
Position 224: 0.0033346195215941655
Position 168: 0.002673629229406004
Position 852: 0.0024226110581173996
Position 260: 0.002278439693938066
Position 499: 0.002040920749093831
Position 1195: 0.00202244367505859
Position 460: 0.0016433401460238708
Position 627: 0.0015337328837467968
Position 1342: 0.0014552277708347091
Position 1058: 0.0014127637175292839
Position 1055: 0.0013124614763334868
Position 749: 0.0011044149557676148
Position 1149: 0.0009397479947115791
Position 816: 0.0007817245652777868
Position 1304: 0.0006730327489069344
Position 624: 0.0006630622850772111
Position 611: 0.0006525102694755416
Position 883: 0.0006052448216803174
Position 281: 0.0005559423982085424
Position 1171: 0.0005366505240220487
Position 330: 0.00048689463109022476
Position 360: 0.00045081333772464745
Position 845: 0.00036648123531393407
Position 662: 0.00031825264897482103
Position 1363: 0.00026870871312837584
Position 1360: 0.00024540009627444344
Position 1043: 0.0002443638419685702
Position 101: 0.00023425875778068463
Position 276: 0.00016784781855059926
Position 1325: 0.0001622513893627895
Position 1088: 0.00015981075835701944
Position 312: 0.00012506503414315434
Position 951: 0.00011937120000774068
Position 949: 0.00010126130964466826
Position 689: 7.655169723455824e-05
Position 471: 6.43313191439247e-05
Position 388: 5.340207650944012e-05
Position 508: 4.385827164602479e-05
Position 430: 4.3105443929623145e-05
Position 144: 3.686492859787278e-05
Position 247: 2.9743314980465985e-05
Position 165: 2.4275107606438493e-05
Position 87: 1.9574770824010763e-05
Position 109: 1.583386094182758e-05
Position 172: 1.1804782364143044e-05
Position 317: 7.691951260601419e-06
Position 262: 6.725399831425851e-06
Position 103: 6.26755870260136e-06
Position 116: 3.882481764050512e-07
Position 128: 3.587700862917791e-07
Position 178: 3.5826441991464817e-07
Position 186: 3.2050855215005553e-07
Position 111: 2.7688591092933175e-07
Position 283: 2.0390836113759422e-07
Position 477: 2.0303562886243692e-07
Position 180: 7.616069816361169e-08
Position 368: 3.9773330596073616e-08
Position 121: 3.455318128348975e-08
Position 505: 1.817461502682465e-08
Position 188: 7.132664181432114e-09
Position 576: 9.961627037648405e-11
Position 72: 1.506641653901533e-13
Position 66: 1.543827129093048e-15
