Gene = SEC61B
index = 1239
Annotated 5SS: [  66  343 5700]
Annotated 3SS: [ 244 5597 8035]
SMsplice 5SS: [  66  343 5700]
SMsplice 3SS: [ 244 5597 8035]
top_k =  500
Partition function (log Z): -4.542908848656421

Sorted 5' Splice Sites (High to Low Probability):
Position 5700: 0.9454309759733927
Position 343: 0.8840870127379031
Position 66: 0.7260585658356912
Position 1870: 0.583110942512734
Position 1688: 0.30544264046568204
Position 2883: 0.16698159295336132
Position 6178: 0.06025450106600203
Position 4101: 0.05173560551581254
Position 2892: 0.05010447449240819
Position 5415: 0.022991482479663317
Position 2148: 0.01810536277087861
Position 2442: 0.01650382333226015
Position 631: 0.015469248935143402
Position 6501: 0.015087032180797055
Position 7791: 0.01174391425158983
Position 170: 0.010018530865358078
Position 3708: 0.006609060297050916
Position 4412: 0.004380182257552145
Position 3744: 0.004339260127053992
Position 2224: 0.004289630586061544
Position 7863: 0.003961717132779615
Position 2822: 0.0038775314366054016
Position 2402: 0.003573914287367291
Position 4397: 0.003546140481563293
Position 4053: 0.0034624568972190977
Position 3706: 0.003303578522276003
Position 3235: 0.0032088750964566056
Position 6912: 0.0029913964719777827
Position 3154: 0.0029303694375112173
Position 2109: 0.002611070002247134
Position 2601: 0.0022348200256313254
Position 3542: 0.0021152988214210716
Position 3030: 0.0018330457000858644
Position 142: 0.0016752409266842989
Position 172: 0.0014651587855069503
Position 2733: 0.0012086310187975945
Position 1549: 0.0009222846281788616
Position 7195: 0.000808449655036206
Position 4436: 0.0007946226435996751
Position 2187: 0.0007131427637514833
Position 1371: 0.0006008978811214143
Position 2474: 0.0005865839935638843
Position 358: 0.000416717290601789
Position 14: 0.00037905948566732103
Position 6582: 0.0003073189360327269
Position 6171: 0.00029561678406752955
Position 6959: 0.0002798997496166982
Position 6931: 0.0002615402822852217
Position 6388: 0.0002522901049899858
Position 427: 0.00020609403783527933
Position 34: 0.0001186737940886243
Position 176: 8.992592474657744e-05
Position 332: 4.5685379490752726e-05
Position 249: 4.187317766426197e-05
Position 1951: 2.802105480741697e-05
Position 797: 2.104596005908984e-05
Position 272: 1.6197717475548853e-05
Position 28: 1.4477712114095734e-05
