Gene = DUS4L
index = 475
Annotated 5SS: [  252   719  3229  7309  9864 11353 12635]
Annotated 3SS: [  629  3091  7186  9745 11229 12407 13354]
SMsplice 5SS: [  252  3229  7309 11353 12635]
SMsplice 3SS: [ 3091  7096 11127 12407 13354]
top_k =  500
Partition function (log Z): 4.611568689666186

Sorted 5' Splice Sites (High to Low Probability):
Position 12635: 0.9901259067167492
Position 3229: 0.9818466588915753
Position 7309: 0.9039061107965167
Position 11353: 0.6810401466040412
Position 252: 0.4844462664511734
Position 1042: 0.3693030522815679
Position 719: 0.3487000185990738
Position 1321: 0.3326051894822084
Position 9864: 0.3066972832425455
Position 11303: 0.27801681572416903
Position 1494: 0.2738913167092729
Position 894: 0.22566022672518626
Position 7775: 0.19455598092476625
Position 1326: 0.1896741638125996
Position 325: 0.1770245158627794
Position 12928: 0.1662271779984355
Position 3908: 0.14874416188715267
Position 6368: 0.08360340801640957
Position 102: 0.06890812799064557
Position 2824: 0.057160025849891674
Position 890: 0.054886166178859656
Position 6364: 0.031969328479839985
Position 9926: 0.027317722966867127
Position 706: 0.026025203084343355
Position 964: 0.020149202493705932
Position 11230: 0.018649461697045733
Position 6953: 0.017569246421635182
Position 3194: 0.017003213132820515
Position 13186: 0.01581338638364373
Position 9746: 0.013415324086310043
Position 11877: 0.0129082853987743
Position 13537: 0.01231261453042716
Position 394: 0.010564759979982217
Position 1214: 0.009618131840540903
Position 2724: 0.00900000445378846
Position 294: 0.008491381343918141
Position 8661: 0.008476137756879554
Position 13152: 0.006421600648248462
Position 12323: 0.005811507041196648
Position 446: 0.005631312178583118
Position 1554: 0.004917650942296592
Position 8763: 0.0047770903698884535
Position 1105: 0.004728444187236307
Position 2779: 0.00438801115892679
Position 12015: 0.004037104351796097
Position 1101: 0.003914150737438047
Position 2786: 0.0038763825727465436
Position 12025: 0.0038728832521732898
Position 1951: 0.003456399847625235
Position 349: 0.0022948056619735125
Position 1359: 0.0015574814071325467
Position 12646: 0.001549672927513972
Position 824: 0.0014944370060049157
Position 898: 0.001198534308168391
Position 13497: 0.0011973759645692026
Position 126: 0.0011144786086143153
Position 2237: 0.0010351257199163163
Position 732: 0.0009560765789186891
Position 11247: 0.0009344161376950785
Position 9685: 0.0009117761080545647
Position 11294: 0.000610305883805774
Position 9440: 0.00043586312725368565
Position 3215: 0.00042327579608386206
Position 1000: 0.0002279196378279454
Position 12565: 0.00020978812482917597
Position 285: 0.0001382944547022481
Position 534: 8.668689036061242e-05
Position 695: 5.783857302856973e-05
Position 3300: 5.2074471954513214e-05
Position 3576: 5.074745600103523e-05
Position 499: 2.4987407630361753e-05
Position 3200: 2.1174064323538504e-05
Position 676: 1.168420671010013e-05
Position 113: 1.1241226320533362e-05
Position 518: 3.6650200745953907e-06
Position 809: 2.052161189763315e-06
Position 132: 1.7725300859978037e-06
Position 168: 1.2456524787351134e-06
Position 482: 1.1349841496983754e-06
Position 387: 1.1043025135311658e-06
Position 567: 9.37430590586142e-07
Position 12693: 8.280804864387738e-07
Position 189: 7.256739871493115e-07
Position 266: 7.000628820487367e-07
Position 398: 3.1188267381682073e-07
Position 723: 2.5643138529728175e-07
Position 364: 2.5503406459691894e-07
Position 232: 1.4555032404933693e-07
Position 229: 1.2676968002770755e-07
Position 418: 4.776380475277733e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 0.9925106064403155
Position 13354: 0.9538322896970272
Position 12407: 0.862035089065532
Position 11127: 0.653186636129387
Position 7096: 0.622568900439753
Position 1196: 0.4696190777475925
Position 807: 0.27857219416560636
Position 629: 0.275182018541698
Position 1391: 0.24708197402031948
Position 7186: 0.23671105484672034
Position 9745: 0.18633425845928805
Position 11189: 0.18111104655016974
Position 11229: 0.14495346336720005
Position 7649: 0.1260455900203605
Position 3796: 0.10034262560854879
Position 9624: 0.09180551471450218
Position 2593: 0.07444969670634098
Position 890: 0.07092790457182177
Position 9768: 0.06954014000406247
Position 6197: 0.0682917048486314
Position 893: 0.062351743090409174
Position 12436: 0.061350961529783574
Position 12734: 0.0566612951176082
Position 7531: 0.05549197116269236
Position 785: 0.04975400088981311
Position 12802: 0.049532316924093135
Position 1160: 0.04840769734258719
Position 12762: 0.0335138556276068
Position 963: 0.03085965271601268
Position 12450: 0.030541952114856177
Position 6279: 0.029907131064145186
Position 12383: 0.029037024059915952
Position 6875: 0.028005621879668752
Position 7198: 0.02576724302773086
Position 12790: 0.021355595703569555
Position 3799: 0.020716812043218718
Position 3852: 0.02016964622847369
