Gene = EPRS
index = 502
Annotated 5SS: [  316  6474 11745 13157 14272 16273 21527 22395 24312 26671 27664 28210
 35713 39457 40553 41411 45521 49676 58069 59517 62453 63470 63887 65281
 65903 66574 67241 68113 73421 74590 77601]
Annotated 3SS: [ 6388 11644 12999 14131 16177 21399 22201 24139 26436 27578 28149 35601
 39319 40344 41297 45402 49315 57834 59253 62400 63259 63813 65200 65800
 66417 67042 67938 73259 74510 77535 77701]
SMsplice 5SS: [  173  6474 11745 13157 14272 16273 21527 22395 24312 26671 27664 28210
 33063 40553 41411 45521 49676 58069 62453 63470 63887 64371 65281 65903
 66574 67241 68113 73421 74590 77601]
SMsplice 3SS: [ 6388 11644 12999 14131 16177 21399 22201 24139 26436 27578 28149 32977
 40463 41297 45402 49586 57834 62400 63259 63813 64253 65200 65800 66417
 67042 67938 73259 74510 77535 77701]
top_k =  500
Partition function (log Z): 37.854238908340996

Sorted 5' Splice Sites (High to Low Probability):
Position 6474: 0.9999983557230739
Position 39457: 0.9999978756402037
Position 67241: 0.9989888073349346
Position 58069: 0.997999252171972
Position 16273: 0.9932546116849802
Position 45521: 0.9927170653841163
Position 41411: 0.9788459480434961
Position 28210: 0.9632390784443452
Position 63887: 0.9380812554863179
Position 27664: 0.9380725409056551
Position 24312: 0.9320532847061471
Position 11745: 0.9267356036102038
Position 33063: 0.8874392938232563
Position 77601: 0.8869349505840066
Position 40553: 0.882791642394507
Position 74590: 0.8679242441262011
Position 65903: 0.8644556080731436
Position 26671: 0.8144802229027147
Position 13157: 0.8110115206168451
Position 63470: 0.7991410605216995
Position 49676: 0.7984554571319706
Position 73421: 0.7881793798526265
Position 65281: 0.7766195899193659
Position 21527: 0.7325781168365098
Position 64371: 0.6886163932423732
Position 68113: 0.6839999513383954
Position 173: 0.6745921362661749
Position 62453: 0.6143895862497661
Position 66574: 0.5931637309229014
Position 50300: 0.5009875348594693
Position 22395: 0.4939451200159184
Position 69452: 0.48647206635668
Position 22359: 0.47638040591874375
Position 14272: 0.47550504929158194
Position 31014: 0.3773542692840993
Position 13684: 0.3389938730353759
Position 316: 0.33514648666599023
Position 23837: 0.29259175213587135
Position 35713: 0.2805236898316961
Position 17377: 0.2416852374886112
Position 51455: 0.2266665532617981
Position 66608: 0.2225375735628508
Position 13527: 0.20648374460642677
Position 5452: 0.19349073323968657
Position 899: 0.1602017081802059
Position 14234: 0.1395456348114071
Position 50292: 0.12480125875343977
Position 65285: 0.122916741844427
Position 32228: 0.11169633003995547
Position 42205: 0.11106246798180312
Position 50565: 0.10992499161367357
Position 13625: 0.10412635630812832
Position 75055: 0.10041362160073501
Position 73404: 0.09980469372734584
Position 14230: 0.09740166723102993
Position 68084: 0.08615528224657827
Position 57193: 0.0827640798172225
Position 920: 0.08077622576917157
Position 15399: 0.06947889256320648
Position 68921: 0.06666136438727456
Position 66598: 0.06093125756033135
Position 894: 0.056407785729578205
Position 59517: 0.05511427115079386
Position 58340: 0.05437704740791477
Position 43406: 0.05434334428948111
Position 53293: 0.05338597602893932
Position 26703: 0.05209672175317534
Position 27708: 0.049638190539723945
Position 49424: 0.04950669257424258
Position 43119: 0.04889377245236937
Position 69757: 0.0480694160734328
Position 65683: 0.04568828110517575
Position 50698: 0.04278601675876001
Position 28784: 0.0411803979003643
Position 68851: 0.03966143951809153
Position 27118: 0.039425498962451504
Position 67636: 0.03847763697476218
Position 50286: 0.03732050246055081
Position 24891: 0.036921884514962824
Position 7730: 0.03618248727088644
Position 26641: 0.034741740300152736
Position 453: 0.032960224818074396
Position 65645: 0.032891721445940506
Position 51490: 0.03245010069194512
Position 30215: 0.02859583508391165
Position 64655: 0.027160250615986953
Position 64421: 0.026429703587276056
Position 65953: 0.02481171972245836
Position 74728: 0.023811448846983534
Position 72564: 0.023202791629835084
Position 33793: 0.02285202675452059
Position 12109: 0.021529170899829714
Position 498: 0.021109023859150294
Position 71868: 0.020989865858635694
Position 31020: 0.020561483844723026
Position 27394: 0.02054328331843427
Position 63651: 0.018984768096743505
Position 69674: 0.017628469033980857
Position 74951: 0.017555543464229453
Position 55725: 0.01726508003071682
Position 66890: 0.017187161593787047
Position 13242: 0.016806084083033183
Position 63655: 0.016770450868626142
Position 27941: 0.01589156281873045
Position 27984: 0.015311434933379851
Position 33009: 0.015275217160110401
Position 30889: 0.015034993940762341
Position 74631: 0.01441584829459977
Position 10955: 0.014292400715229876
Position 11090: 0.014040069561737555
Position 30172: 0.013568533579860022
Position 65978: 0.013152522032333254
Position 548: 0.013120264560241294
Position 49647: 0.01274793665691369
Position 68945: 0.012590051354781206
Position 9858: 0.012565839535051308
Position 10903: 0.012502416140721367
Position 67777: 0.012488112974330326
Position 21601: 0.012164123680699739
Position 15692: 0.012031456674263065
Position 13546: 0.011766710620843508
Position 9590: 0.011666781014132493
Position 12393: 0.011647191045646694
Position 9919: 0.011467073246214342
Position 12397: 0.011395645745037023
Position 3135: 0.011093715658843017
Position 12895: 0.011028359212541791
Position 70197: 0.010660120882866449
Position 55008: 0.010526418120577355
Position 11879: 0.010403656154149576
Position 28533: 0.00975792766446093
Position 21044: 0.009551164983232286
Position 14226: 0.00936235918309375
Position 6299: 0.009257899269833633
Position 42512: 0.008968520767470888
Position 19896: 0.008451044841387256
Position 69660: 0.008196469353423974
Position 65442: 0.007859566608817118
Position 50901: 0.007857793114184667
Position 71885: 0.007337871016842548
Position 64451: 0.00726429577864423
Position 2058: 0.007209587736280408
Position 51774: 0.006937444688631483
Position 53338: 0.006743726265244879
Position 45674: 0.006614466418937764
Position 71634: 0.006566993189696297
Position 66602: 0.00655779920226088
Position 46256: 0.006553587843297948
Position 15938: 0.006485919537762909
Position 46377: 0.006390622625794189
Position 21847: 0.006196924408399621
Position 66806: 0.005740430818951932
Position 22285: 0.005699981485439251
Position 30573: 0.0056935864785352275
Position 75119: 0.005510539657628893
Position 69635: 0.005356341503972095
Position 55280: 0.005287861076242991
Position 28214: 0.005086390427377775
Position 53056: 0.005082737020629823
Position 3223: 0.005061702180577522
Position 11092: 0.004786750920616097
Position 21843: 0.004669884426002831
Position 12093: 0.004637672082355465
Position 2648: 0.0045408723420525985
Position 46322: 0.004466430090609822
Position 63227: 0.004441695978918232
Position 63947: 0.004331739996148203
Position 17185: 0.004224666114582374
Position 2194: 0.004042165853569774
Position 13985: 0.004022753387117801
Position 50803: 0.003918367562021337
Position 25394: 0.003867158372855545
Position 26754: 0.0038045371386959013
Position 18657: 0.0037911834586715886
Position 44892: 0.0036002043298890706
Position 50967: 0.0033959723685815643
Position 13940: 0.003357058812439736
Position 4436: 0.0033505904786143405
Position 16224: 0.0032983823975258485
Position 44061: 0.0032414340386773895
Position 69697: 0.0032401663428921223
Position 67792: 0.0032325257109262163
Position 53333: 0.0032225912716586915
Position 64992: 0.0031915441995803836
Position 1637: 0.0031442648540684318
Position 1065: 0.0029561382346027045
Position 21796: 0.0028871135777822823
Position 24747: 0.0028439669167355536
Position 3092: 0.002830417419791944
Position 66739: 0.002782742838952715
Position 64831: 0.0025486221867057524
Position 16269: 0.0023812628834107
Position 65912: 0.002333507536847997
Position 26920: 0.002296371724900934
Position 15180: 0.0021570505440777566
Position 28525: 0.002091451944283408
Position 14340: 0.0018494000662570825
Position 66448: 0.0018373399696489056
Position 66301: 0.0018354309316084571
Position 75126: 0.001782993987050702
Position 24667: 0.0017428028555476422
Position 29991: 0.0016135286465077516
Position 66754: 0.001578597665555762
Position 64846: 0.001486119281080564
Position 64497: 0.0014259084275715722
Position 47357: 0.0013866703481619147
Position 50122: 0.001307584020781985
Position 891: 0.0012586462414012276
Position 7564: 0.0012488450920119267
Position 48980: 0.0012078845496716177
Position 28292: 0.0011819898018666727
Position 16915: 0.0011627438979016217
Position 970: 0.00116004456643195
Position 13234: 0.0011068333495730378
Position 24339: 0.001099665392924612
Position 6790: 0.0010987814997131143
Position 64478: 0.0010898146990429157
Position 25311: 0.0010721307023777527
Position 48540: 0.0010602702258230043
Position 58000: 0.0009791861373425188
Position 12152: 0.0009692628990724033
Position 24897: 0.0009624941535331907
Position 13121: 0.0009191380531447682
Position 67399: 0.0009024117738083832
Position 982: 0.0008861988968118499
Position 10176: 0.0008843288805446703
Position 27601: 0.0008294538559035215
Position 1586: 0.0007656205960799556
Position 1061: 0.0007384404149197802
Position 17047: 0.0007076600922319225
Position 27977: 0.00067650959068442
Position 24194: 0.0006643788413397927
Position 6908: 0.0005433445396199969
Position 16819: 0.00047669399822486327
Position 67861: 0.00046570973614304926
Position 47528: 0.0003625404178144232
Position 30656: 0.00030247991769736675
Position 8729: 0.00029940605094165183
Position 49102: 0.0002873609706268379
Position 58033: 0.0002547547352930676
Position 248: 0.00024089091420513115
Position 28030: 0.00022785587627132905
Position 31454: 0.00021982037141060065
Position 58015: 0.00021863016283329393
Position 342: 0.00021106251610902613
Position 24604: 0.0001989950874549922
Position 77822: 0.0001984035040580617
Position 10760: 0.00017811063947935238
Position 13043: 0.0001544918989984143
Position 16283: 0.0001394636072536586
Position 64254: 0.00013103951601498907
Position 27909: 0.00011594910621815817
Position 58452: 0.00010530109424351252
Position 75480: 9.830227748121125e-05
Position 291: 8.24477315808122e-05
Position 57917: 7.650820503713474e-05
Position 381: 6.604606891808303e-05
Position 69578: 4.334132123694375e-05
Position 46490: 3.488765260200694e-05
Position 45634: 2.2788452608124363e-05
Position 113: 1.4746264915613652e-05
Position 519: 1.2693050583924216e-05
Position 457: 8.851968217095903e-06
Position 365: 8.028708737390834e-06
Position 129: 7.406488279445985e-06
Position 651: 5.844849682294568e-06
Position 209: 5.50955957806716e-06
Position 120: 5.1661387387749455e-06
Position 122: 5.000468778573452e-06
Position 168: 4.400305326723086e-06
Position 692: 4.18667235921932e-06
Position 264: 4.032478984382465e-06
Position 50: 2.87523850078736e-06
Position 45896: 2.498560349070022e-06
Position 16241: 1.9909797722946836e-06
Position 546: 1.915582433313419e-06
Position 408: 1.454798354387342e-06
Position 340: 1.3916846267967493e-06
Position 216: 1.2545391530164166e-06
Position 485: 1.1382367872886825e-06
Position 238: 9.519116886767588e-07
Position 26777: 7.431897855778296e-07
Position 27283: 7.271555680372296e-07
Position 67187: 6.985098515553783e-07
Position 426: 4.682987413819313e-07
Position 613: 3.669506399904116e-07
Position 487: 2.530203700989553e-07
Position 346: 5.398368842046287e-08
Position 411: 4.3023554533424966e-08
Position 100: 1.143564310627882e-08
Position 219: 7.410463473174298e-09
Position 405: 1.125887360596263e-09
Position 374: 8.93476169185107e-12
Position 185: 4.088381333803472e-12
Position 22: 1.104185598456404e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 57834: 0.9995283314124757
Position 16177: 0.9990757115529442
Position 45402: 0.9929841350818471
Position 6388: 0.9902947643512281
Position 67042: 0.9893601502520483
Position 27578: 0.982767527993474
Position 41297: 0.9788459480434961
Position 28149: 0.9676409787943482
Position 77701: 0.9501593490856974
Position 22201: 0.9499474304300372
Position 74510: 0.906371360759469
Position 73259: 0.8889358499524022
Position 63813: 0.8883804988772631
Position 24139: 0.8761364538884756
Position 77535: 0.8732056138548481
Position 65800: 0.8665119314748723
Position 12999: 0.8290970039863802
Position 65200: 0.8232351375709092
Position 32977: 0.8109715615595926
Position 63259: 0.7832851980286022
Position 11644: 0.7114269636882952
Position 14131: 0.6699815034040603
Position 39293: 0.6405469704797939
Position 26436: 0.6332913067365911
Position 62400: 0.6143895862497655
Position 66417: 0.5752339642049211
Position 67938: 0.4780440187319179
Position 40344: 0.4528507897707362
Position 64253: 0.4357777926051234
Position 40463: 0.4299408526237708
Position 49586: 0.4244787165956573
Position 30888: 0.3953630046718432
Position 21399: 0.38995006987385267
Position 39319: 0.35945090516040823
Position 50167: 0.3393708355009358
Position 69368: 0.3319228776503086
Position 21442: 0.31706388266871477
Position 13334: 0.3025471115038433
Position 766: 0.2955488139184556
Position 35601: 0.2805236898316957
Position 26471: 0.2673909502840178
Position 23722: 0.2480871963656465
Position 66447: 0.2362692893431556
Position 50214: 0.22356812968738815
Position 17288: 0.21782942062922764
Position 51306: 0.21615517083406832
Position 67984: 0.18543509895016627
Position 49315: 0.1742749653703174
Position 11661: 0.15889131073218363
Position 13614: 0.15334709081758383
Position 64140: 0.14505294115507564
Position 5335: 0.1182232930689908
Position 69284: 0.1124010475200847
Position 50434: 0.10986770691229973
Position 67981: 0.10492884518724642
Position 50170: 0.10429767017205024
Position 68770: 0.10291251716515333
Position 49333: 0.10276810631046009
Position 13590: 0.1025983122294402
Position 49401: 0.09720310162260924
Position 56962: 0.0827640798172225
Position 69550: 0.07937041702992347
Position 31988: 0.07493832726250922
Position 66484: 0.07445158994158377
Position 65135: 0.07420337240246527
Position 13298: 0.07183776397594634
Position 15303: 0.06947889256320669
Position 33000: 0.06707074811019147
