Gene = RP11-80H18.3
index = 1181
Annotated 5SS: [  146  4320  9532 10320 10722]
Annotated 3SS: [ 4234  9449 10225 10642 11167]
SMsplice 5SS: [  380  4135  4320 10320 10722]
SMsplice 3SS: [ 4036  4234 10242 10642 11167]
top_k =  500
Partition function (log Z): -0.694751518054388

Sorted 5' Splice Sites (High to Low Probability):
Position 4135: 0.9877225965158369
Position 4320: 0.9860395553664477
Position 380: 0.979333429296167
Position 10320: 0.7478711009927183
Position 10722: 0.508996798399134
Position 6131: 0.469951350123577
Position 10094: 0.4367341627359411
Position 1900: 0.25303345433440083
Position 146: 0.1449759572345274
Position 9733: 0.06264347708953195
Position 230: 0.05479034933529227
Position 9083: 0.03091527986513165
Position 1708: 0.023506341370910712
Position 3920: 0.015541183381224276
Position 3471: 0.01231002116398771
Position 1641: 0.009765345493910305
Position 2647: 0.006488324495453972
Position 1535: 0.00630350351799258
Position 5785: 0.00520953522730992
Position 11196: 0.005020328254691143
Position 943: 0.0043415458941498215
Position 4429: 0.0038684435094580457
Position 114: 0.0029364201365672587
Position 3214: 0.0027708016789715125
Position 142: 0.0026257726279267446
Position 10205: 0.002496324176045633
Position 4361: 0.0023244207404913304
Position 11379: 0.0022274241297850165
Position 5719: 0.0021894762095141396
Position 4477: 0.0020987950323527213
Position 1493: 0.001708904670498674
Position 10713: 0.0016755758752709437
Position 4335: 0.0016578817048916012
Position 1837: 0.0010105201509837593
Position 4517: 0.0009849972356847777
Position 5702: 0.0007571126559412587
Position 24: 0.0007379107769203055
Position 1587: 0.0006024197870264283
Position 90: 0.0005111782720232225
Position 844: 0.00048652971163596335
Position 1467: 0.00044328163246836925
Position 241: 0.00038229777390540545
Position 150: 0.0003588638891548778
Position 436: 0.0003566475831702154
Position 5010: 0.0003291409734460344
Position 5211: 0.00030299166071249775
Position 1404: 0.0002890572865433785
Position 10815: 0.0002659373601974555
Position 5578: 0.00018445836660860196
Position 5119: 0.00014605601874161247
Position 4127: 0.00013971726387343843
Position 4139: 0.0001134986984252842
Position 1459: 0.00010400417361993088
Position 1323: 0.00010193680451082656
Position 482: 9.962104383237908e-05
Position 756: 9.852307332501111e-05
Position 682: 8.877474214395534e-05
Position 4491: 7.628459838873722e-05
Position 5728: 7.415172503678167e-05
Position 174: 6.093399671438141e-05
Position 2089: 3.648613431550649e-05
Position 580: 3.425653824896347e-05
Position 2174: 2.9336797740530848e-05
Position 3405: 2.5061473615057037e-05
Position 194: 2.368484159297858e-05
Position 3437: 2.1118153487079854e-05
Position 121: 1.9272303063886688e-05
Position 825: 1.5920441009926298e-05
Position 3912: 1.4738613709111776e-05
Position 1304: 1.3266260940696215e-05
Position 109: 1.025890978107353e-05
Position 2593: 9.579788796888558e-06
Position 130: 7.91388474930805e-06
Position 177: 5.294138321923801e-06
Position 39: 5.065400562429062e-06
Position 2911: 3.9298676110837535e-06
Position 4390: 2.704339595541027e-06
Position 4445: 2.534001389877506e-06
Position 7275: 1.2085079206952856e-06
Position 188: 1.1799071718307716e-06
Position 56: 1.0759612870422214e-06
Position 4600: 7.733267796926451e-07
