Gene = HMHB1
index = 657
Annotated 5SS: [144]
Annotated 3SS: [8318]
SMsplice 5SS: [144]
SMsplice 3SS: [8318]
top_k =  500
Partition function (log Z): -9.682226614718003

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9872157020642197
Position 1029: 0.11043787320036272
Position 2489: 0.06590853704098322
Position 3294: 0.05169747208958081
Position 3510: 0.04391426302964844
Position 5938: 0.026912038090988986
Position 3289: 0.020895450806735424
Position 1498: 0.013112929958676467
Position 487: 0.012700473577033638
Position 475: 0.01235687708466694
Position 250: 0.010063878242971887
Position 6055: 0.0044071929830881125
Position 1510: 0.004126664370584662
Position 1298: 0.003438212291332163
Position 686: 0.0025652419555236513
Position 4744: 0.002021961757129062
Position 5470: 0.001927268713188891
Position 1719: 0.0014855327990388836
Position 928: 0.0011887004040703514
Position 8421: 0.0011712678657050599
Position 1789: 0.0010470294172222735
Position 1560: 0.0009983420681483677
Position 1158: 0.0006388370912783251
Position 2543: 0.00029957625856778526
Position 285: 0.0002502830168849157
Position 338: 0.00017555106225359928
Position 2754: 0.00015748782215307673
Position 2937: 0.00014571274053270364
Position 448: 0.00013434143331669137
Position 1568: 8.28870873693465e-05
Position 2263: 5.704341198834257e-05
Position 3134: 5.543219475754321e-05
Position 465: 1.6607954136123736e-05
Position 1331: 5.472869490651291e-06
Position 628: 5.214307414252855e-06
Position 1367: 4.419798939629527e-06
Position 519: 4.013402953890243e-06
Position 1350: 3.3695439818433766e-06
Position 873: 3.368659082519864e-06
Position 332: 2.779079789314491e-06
Position 976: 2.6495031059752152e-06
Position 1949: 1.392005874699713e-06
Position 224: 1.0212245566426384e-06
Position 796: 8.011320607805129e-07
Position 879: 4.2661774518308105e-07
Position 800: 3.290797937696765e-07
Position 875: 1.4561961995562617e-07
Position 1462: 5.683591284569715e-08
Position 92: 3.322952714705487e-08
Position 1199: 1.5549928735142496e-08
Position 299: 8.31957489276377e-09
Position 971: 4.222609797523774e-09
Position 343: 3.871561111208519e-09
Position 2140: 2.880420077370648e-09
Position 325: 2.0618962020432748e-09
Position 376: 1.7032682405757804e-09
Position 504: 1.4537402147506503e-09
Position 397: 1.5266825469630843e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8318: 0.28934244468923376
Position 3206: 0.1345324807750759
Position 1662: 0.11993966790377501
Position 3381: 0.11514342378405669
Position 2336: 0.0985787872789419
Position 869: 0.05959760239297396
Position 4062: 0.055257266386966326
Position 8400: 0.050031546930609155
Position 373: 0.04890581817104847
Position 2205: 0.045678350930449495
Position 837: 0.04514759917686408
Position 1677: 0.020994150359208548
Position 6018: 0.01911361852704439
Position 1126: 0.018255665302382516
Position 5850: 0.015851767148453412
Position 3086: 0.014410110800069027
Position 6386: 0.013999291187123545
Position 576: 0.01265094675416887
Position 1438: 0.012123735113836857
Position 1094: 0.010897132474174695
Position 7846: 0.0082132810640584
Position 755: 0.008013420910886346
Position 1834: 0.007910540266769881
Position 985: 0.007717136638735309
Position 4351: 0.00724257818307584
Position 1600: 0.007082726322026531
Position 2820: 0.007013132711543829
Position 3559: 0.006481958355216949
Position 5621: 0.00538613232294798
Position 894: 0.0048998926440777585
Position 5806: 0.0048519207946719775
Position 8534: 0.004570502140359891
Position 4259: 0.004376638298356551
Position 7216: 0.004366643206951658
Position 2753: 0.004305284681725129
Position 5726: 0.004218197259169271
Position 1174: 0.004206066178326358
Position 4730: 0.004167790844903856
Position 3405: 0.00401797637946154
Position 6648: 0.0035459695199270744
Position 2635: 0.0033910259937826575
Position 7740: 0.0033179538110949887
Position 3976: 0.003260791177372473
Position 6998: 0.0031624911817469243
Position 5160: 0.003015203701407136
Position 5665: 0.0028729904607382307
