Gene = PPCS
index = 1057
Annotated 5SS: [515 792]
Annotated 3SS: [ 687 3043]
SMsplice 5SS: [515]
SMsplice 3SS: [687]
top_k =  500
Partition function (log Z): -9.648425192771018

Sorted 5' Splice Sites (High to Low Probability):
Position 792: 0.7335563303708433
Position 515: 0.624285313482494
Position 166: 0.25370778215491246
Position 1009: 0.1747728579166635
Position 1769: 0.09781227656147091
Position 255: 0.08229407580276286
Position 70: 0.04429801364594937
Position 25: 0.01962789569928895
Position 50: 0.018879713622239974
Position 145: 0.010595900131234426
Position 1838: 0.008431774440867311
Position 2747: 0.0060215420736462405
Position 203: 0.003717449565972606
Position 2994: 0.003150854923587925
Position 621: 0.0026481848976194727
Position 1529: 0.002621685892003338
Position 244: 0.0013818879106747867
Position 951: 0.0013738420961994888
Position 2238: 0.0011067338086114015
Position 1721: 0.0010609680742754383
Position 1742: 0.0010235057353393997
Position 2998: 0.0008299292087589002
Position 445: 0.0006699225644951376
Position 1717: 0.0004851388890157897
Position 530: 0.0003135781296854692
Position 386: 0.00030754071707594113
Position 450: 0.0001741878922875729
Position 1181: 0.00015302145561413167
Position 115: 0.000138513834555767
Position 120: 0.00011219631932595224
Position 842: 0.0001108768525163441
Position 1460: 0.00010559560361747741
Position 129: 8.858619485433153e-05
Position 312: 4.909852316689362e-05
Position 124: 3.844702700742619e-05
Position 1470: 3.3623257631005206e-05
Position 1213: 1.9141639582387054e-05
Position 118: 1.2921164016165023e-05
Position 722: 1.214205393227691e-05
Position 249: 8.365031183962561e-06
Position 33: 4.59180100396112e-06
Position 519: 2.799168866776808e-07
Position 480: 1.9288763615036534e-07
Position 646: 1.156450040544277e-07
Position 1013: 1.1206444090339232e-07
Position 770: 6.763696171455997e-10
Position 720: 1.5520949071570341e-13
Position 701: 1.3761296415893268e-13
Position 661: 1.1406875528307034e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 687: 0.9428443768937252
Position 3043: 0.2550524155327266
Position 892: 0.18360976745807833
Position 1594: 0.16434996366727903
Position 3089: 0.08610065932733643
Position 303: 0.06741372630297128
Position 3664: 0.061610553224978395
Position 3023: 0.055218501596180594
Position 864: 0.03847881662020592
Position 2973: 0.03224620331449704
Position 3124: 0.026279920985671563
Position 1983: 0.01726433519639882
Position 3789: 0.01604740002967275
Position 2789: 0.014732113898894478
Position 2648: 0.013765040476839652
Position 2815: 0.013212970180495992
Position 337: 0.010000136759503448
Position 2171: 0.007323118087790198
Position 1891: 0.007258762717294214
Position 1922: 0.005677912191682428
Position 3248: 0.004858806556671244
Position 486: 0.004512972188495947
Position 2541: 0.004162573960174784
Position 1790: 0.0036352598867989325
Position 898: 0.0036263155973042375
Position 1623: 0.0030932582150632565
Position 2587: 0.0029463018630474886
Position 3184: 0.0028577121089183276
Position 1145: 0.002825721733798836
