Gene = TCAIM
index = 1383
Annotated 5SS: [  201 16693 19758 23400 29590 54859 58379 58716 62469 63216]
Annotated 3SS: [16619 19621 23245 29336 54735 58280 58623 62235 63083 69322]
SMsplice 5SS: [  201 16693 16878 19758 20227 23400 24346 29590 54859 58379 58716 63216]
SMsplice 3SS: [16619 16765 19666 20097 23245 24300 29336 54735 58280 58623 63083 69322]
top_k =  500
Partition function (log Z): -26.72785679135336

Sorted 5' Splice Sites (High to Low Probability):
Position 23400: 0.9805076615447947
Position 201: 0.9768073182842424
Position 16693: 0.964149654638828
Position 29590: 0.7173453390664308
Position 10830: 0.668430456688723
Position 16878: 0.6411082365019392
Position 7519: 0.6207491483756322
Position 19758: 0.5788767034253149
Position 24346: 0.5746040103730706
Position 20227: 0.5371502976763027
Position 8301: 0.5201126665996008
Position 7086: 0.39558041277381384
Position 1822: 0.2760121768064035
Position 7224: 0.23363178491665923
Position 3291: 0.1456727456707182
Position 1838: 0.12603048930757094
Position 30609: 0.10793482518650994
Position 8332: 0.07646272851647927
Position 8328: 0.07513608105881053
Position 5274: 0.06564058539452468
Position 6796: 0.032453441896008205
Position 7596: 0.025027601441007834
Position 16910: 0.02374127001969268
Position 20179: 0.020332493134021155
Position 8086: 0.019005895937187444
Position 9296: 0.017661166728067647
Position 716: 0.012089632759736077
Position 3297: 0.009352856291317296
Position 16849: 0.007965754672022781
Position 1317: 0.00496288471959324
Position 23418: 0.0039747814214360746
Position 243: 0.003687437482832641
Position 18666: 0.002866599830007117
Position 447: 0.002119629351158548
Position 23943: 0.0015619890149549814
Position 1445: 0.0007102871091397157
Position 3142: 0.0004610175742794045
Position 662: 0.0004524228860391404
Position 1946: 0.00041945565797408836
Position 2372: 0.0003928736506218007
Position 944: 0.0002092643483036488
Position 912: 0.00020204267930059143
Position 548: 0.00019971278771254537
Position 316: 0.00018467429717001596
Position 1659: 0.00017840598851982667
Position 669: 0.00017138720985039274
Position 296: 0.000132660327500506
Position 83: 0.00012471354919891284
Position 2451: 0.0001246669487411505
Position 6419: 0.00011878343114474482
Position 1851: 0.0001168031116068213
Position 1379: 9.901126514904944e-05
Position 329: 7.740439248300835e-05
Position 564: 7.373578231959838e-05
Position 5109: 7.095581994511409e-05
Position 655: 6.96339010079546e-05
Position 852: 4.4974181079303936e-05
Position 20185: 3.97697984392955e-05
Position 599: 3.364646635101979e-05
Position 260: 2.8533005604516704e-05
Position 4574: 2.6780100765300114e-05
Position 743: 2.5756413571764273e-05
Position 1026: 2.1114156373684724e-05
Position 696: 1.9754594616196136e-05
Position 434: 1.2064393351491693e-05
Position 746: 1.1713433208642113e-05
Position 611: 1.0917401245934103e-05
Position 268: 1.0564151421874874e-05
Position 480: 9.466157853762561e-06
Position 1163: 8.405727016422804e-06
Position 778: 8.216911094887261e-06
Position 1306: 4.820948522910097e-06
Position 436: 4.7565345481501566e-06
Position 920: 4.24467194902942e-06
Position 579: 3.354312031508786e-06
Position 653: 2.132214851537401e-06
Position 251: 3.101712338746189e-09
Position 51: 2.8191928174963247e-09
Position 140: 2.310822517502627e-09
Position 1399: 1.7047754227933402e-09
Position 1192: 9.058643528036449e-10
Position 120: 1.2874001338048267e-10
Position 134: 8.037207992555114e-11
Position 1653: 7.651563071595764e-11
Position 1626: 5.13847199156873e-11
Position 1706: 3.676829332548258e-11
Position 1624: 3.391466992800549e-11
Position 1663: 2.5399060106933145e-11
Position 1639: 1.960959520310882e-11
Position 11: 6.158123033741232e-12
Position 1522: 4.6454702234830304e-12
Position 1704: 3.746012784574522e-12
Position 1491: 2.500397052794819e-12
Position 1631: 1.7925963064167148e-12
Position 1250: 1.292493113061604e-12
Position 44: 9.506076926465225e-13
Position 1173: 7.564516320665272e-13
Position 64: 7.337396933212136e-15
Position 367: 1.6649347847221862e-18
Position 381: 5.519588483323651e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 23245: 0.9836012246603241
Position 16619: 0.9641496546388293
Position 10649: 0.6684322096895614
Position 16765: 0.6097826966356218
Position 24300: 0.5924920889386709
Position 29336: 0.5718529169481257
Position 20097: 0.5584694357434913
Position 7012: 0.521268739955117
Position 19666: 0.3891980274305144
Position 8213: 0.37625443252164836
Position 7427: 0.3725283569994933
Position 33746: 0.29550647353418685
Position 8075: 0.26976792995485277
Position 1567: 0.24200862182949764
Position 19621: 0.1896911476358245
Position 7406: 0.18443864417948902
Position 32651: 0.18004116671570386
Position 3206: 0.14619458135329796
Position 35033: 0.14367171363537978
Position 30527: 0.13361122790089108
Position 1775: 0.13061531308862648
Position 29412: 0.12636270969702584
Position 7424: 0.08881006671686129
Position 7133: 0.06805194786231386
Position 36084: 0.06679065549510693
Position 16792: 0.06308755771708378
Position 5136: 0.06033861471438549
Position 33781: 0.04306785352634719
Position 30169: 0.039264096646367534
Position 34179: 0.03407146253925257
Position 6853: 0.03365952692498906
Position 29212: 0.03244993892600826
Position 8245: 0.027740268309848187
Position 6729: 0.025244473285450687
Position 29724: 0.020208295554548457
Position 1738: 0.018018296655116183
Position 9036: 0.017661166728067643
Position 33559: 0.016016127920505992
Position 29797: 0.015057018761193792
Position 6488: 0.013441373680132164
Position 34497: 0.012201037847314812
Position 1793: 0.010718398242576907
Position 24165: 0.010341984989656428
Position 8046: 0.009731414184897836
Position 28193: 0.008610467165831786
Position 31168: 0.008393831682633981
Position 23536: 0.00814797047129771
Position 32005: 0.007788447590073074
Position 7943: 0.007223475365726721
