Gene = URM1
index = 1537
Annotated 5SS: [   97  6788 16579 17991]
Annotated 3SS: [ 6716 16496 17941 18346]
SMsplice 5SS: [   97  6788 16579 17991]
SMsplice 3SS: [ 6675 16496 17941 18346]
top_k =  500
Partition function (log Z): 0.15771583393208433

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.9947734900157629
Position 16579: 0.9928160791351558
Position 6788: 0.9859882255746076
Position 1253: 0.490793891265636
Position 17991: 0.4189439901694931
Position 13497: 0.25838215799463354
Position 826: 0.24449634643694496
Position 12616: 0.23475418271303566
Position 2316: 0.2270845095943398
Position 3022: 0.17537235234352933
Position 18145: 0.17060574778954296
Position 13327: 0.1550120204971951
Position 14522: 0.07749592483641925
Position 13509: 0.07682488824014455
Position 14022: 0.06537588149957474
Position 13279: 0.06326006672218819
Position 943: 0.059756031549385455
Position 12948: 0.05801276058087792
Position 3881: 0.057867780653048734
Position 16167: 0.05451804173790756
Position 659: 0.054438979028327485
Position 18211: 0.04920738049036677
Position 3434: 0.048005109410992744
Position 16405: 0.04473583605208496
Position 18492: 0.029629136719391526
Position 10721: 0.026658392130345876
Position 974: 0.024787280326712634
Position 3965: 0.023154238081519573
Position 5510: 0.02225406248368396
Position 9128: 0.01969468172418176
Position 19135: 0.0192060681809279
Position 14057: 0.018860995380503027
Position 3601: 0.01727221807687331
Position 12940: 0.016470996798415433
Position 1687: 0.01303036559184532
Position 13333: 0.012024105842206563
Position 2421: 0.01171151452910028
Position 8778: 0.010977843595186842
Position 18088: 0.009563410941280607
Position 16610: 0.00680663829932637
Position 2299: 0.0062608590421590815
Position 17039: 0.004375099195934366
Position 16786: 0.0035087840913213438
Position 10873: 0.0029647632054940667
Position 978: 0.002861172268194604
Position 18348: 0.002841000811600089
Position 13354: 0.0027672399262996424
Position 18205: 0.0024415468071950918
Position 2650: 0.0023572909250357335
Position 17179: 0.0022265170766884966
Position 2233: 0.0019472759244975849
Position 951: 0.0017096185419115482
Position 1961: 0.0016152634850531567
Position 18596: 0.0014708163288895434
Position 712: 0.0013175777317426395
Position 16897: 0.0011174689441583942
Position 2687: 0.0010736786949219197
Position 588: 0.0010067781106234785
Position 16958: 0.0009015520677393637
Position 717: 0.0008759166767780607
Position 2451: 0.0007105120991378487
Position 76: 0.0006575357855074021
Position 86: 0.0005647989313582015
Position 213: 0.0005009832802340473
Position 617: 0.0002843827957545128
Position 517: 0.0002675890477399249
Position 918: 0.00025825041163841754
Position 8853: 0.0001843709990883515
Position 953: 0.00016893164640327584
Position 621: 0.00014162613334292194
Position 955: 0.0001391640025771882
Position 265: 0.0001388422996235967
Position 2746: 0.00013695809159764295
Position 957: 0.0001257754155012926
Position 959: 0.00012307557634480662
Position 357: 0.00011246426392080136
Position 961: 0.00011080254096943234
Position 8736: 0.00010322490203848824
Position 1716: 7.196843108232767e-05
Position 4676: 7.006052658179736e-05
Position 2938: 3.8987707854239746e-05
Position 908: 2.038327921118128e-05
Position 91: 1.7924247755172535e-05
Position 654: 1.6571654397189094e-05
Position 366: 7.748840657357336e-06
Position 25: 6.234036861116438e-06
Position 136: 3.3270649243161026e-06
Position 1204: 3.05550519460878e-06
Position 1224: 2.6832741849569043e-06
Position 536: 2.6662891383747125e-06
Position 330: 2.646879587468718e-06
Position 1208: 2.220803128337875e-06
Position 196: 1.9320533737572714e-06
Position 120: 1.3598562102605438e-06
Position 277: 1.032734480906377e-06
Position 493: 9.82519202734359e-07
Position 759: 5.690023539081855e-07
Position 360: 5.122677195330563e-07
Position 273: 4.002881249424867e-07
Position 508: 3.410979083478476e-07
Position 35: 3.209990908309886e-07
Position 80: 2.6698582039381327e-07
Position 423: 2.523834295344316e-07
Position 168: 2.13244583310178e-07
Position 320: 1.1489669260287853e-07
Position 239: 1.1132565930632131e-07
Position 252: 9.858127556688709e-08
Position 204: 6.130860346280273e-08
Position 16648: 5.916709397442998e-08
Position 139: 6.012380765156714e-09
Position 529: 5.385997096218944e-09
Position 350: 4.05959736922656e-09
Position 101: 3.258804753605654e-09
Position 198: 3.0297451766435606e-09
Position 789: 4.4639142086796097e-11
Position 337: 4.263778205306697e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16496: 0.9989047385043625
Position 18346: 0.7819724513903744
Position 17941: 0.6224017811901886
Position 13182: 0.5520324071212406
Position 6675: 0.49607876773123394
Position 6716: 0.48990945784337386
Position 1123: 0.25798001847048396
Position 576: 0.2401007957782947
Position 12499: 0.1979994587500511
Position 2876: 0.17541134005138356
Position 2117: 0.13236143792700483
Position 1005: 0.11518574282996799
Position 825: 0.08098760722252143
Position 14406: 0.07749592483641926
Position 12787: 0.07448375737929339
Position 646: 0.06761365910972794
Position 1168: 0.05659785035567372
Position 16022: 0.054518041737907544
Position 3775: 0.05380775765796899
Position 13933: 0.051687412644085884
Position 2188: 0.05096954839798829
Position 19282: 0.045906582995361676
Position 16263: 0.04570936074747739
Position 2137: 0.044843608349525985
Position 13905: 0.03254946423599191
Position 3352: 0.02891443700103511
Position 10642: 0.026997521133131617
Position 19023: 0.02688447490515879
Position 18743: 0.024224525502119554
Position 16830: 0.023788053090841345
Position 12581: 0.023280012273910106
Position 5419: 0.02225406248368395
Position 8956: 0.01969468172418177
Position 3800: 0.019199255618010513
Position 1222: 0.018558423362651393
Position 17655: 0.017463390332972718
Position 13273: 0.01623807210142638
Position 16706: 0.015587414728909716
Position 18068: 0.01428810653664203
Position 18042: 0.014030560039517056
Position 12375: 0.01347471168907445
Position 2164: 0.012974837074359062
Position 3158: 0.012703997937723978
Position 18539: 0.012646541500027588
Position 973: 0.01139819113060392
Position 8680: 0.011265439496313685
Position 1416: 0.010860208747013683
Position 18978: 0.010679585626168062
Position 17859: 0.009569448281989374
Position 20285: 0.009208883651395217
Position 20011: 0.007900540504761057
Position 16771: 0.00776470666163203
Position 18109: 0.007587542258517317
Position 3448: 0.007545993661764258
Position 3239: 0.007519562653932805
Position 1147: 0.006825166260999513
Position 17787: 0.00671027944386179
Position 3600: 0.006138258606281261
Position 18491: 0.005760633150544723
Position 18925: 0.005633747504425984
Position 2237: 0.005232574602911154
Position 18892: 0.005079556685212009
Position 846: 0.00492520098794019
Position 1065: 0.004877621788680009
Position 19666: 0.004864150716892405
Position 3429: 0.004648909181513576
Position 20387: 0.004541735091526202
Position 18981: 0.00425709878167158
Position 19772: 0.004039883165525716
Position 3130: 0.003925025084353692
Position 612: 0.003564554206596559
Position 17616: 0.003148262877020483
Position 18236: 0.0030913581171111084
Position 10580: 0.0026256342027083223
Position 1135: 0.0026104793972864383
Position 1245: 0.002548878714720646
Position 17817: 0.0025075174550080338
Position 595: 0.0022719803714683334
Position 19057: 0.0021523994713197013
Position 2496: 0.0021343737206100653
Position 17394: 0.002006091901167003
Position 18144: 0.001973272649053399
Position 3681: 0.0018767468523075636
Position 1506: 0.0018000208251982054
Position 17092: 0.0014535749353169116
Position 16878: 0.0013533020455481384
Position 16849: 0.0011048591505474215
Position 516: 0.001048346064693998
Position 18252: 0.0009535090054527966
Position 16725: 0.0009037946169251999
Position 539: 0.000826487523959261
Position 1900: 0.000778672269746882
Position 1028: 0.0006562154965677233
Position 2618: 0.0006522530861430495
Position 2493: 0.000562467396031898
Position 617: 0.0005533640018394171
Position 16653: 0.0005400212857967426
Position 16970: 0.0005266304435284864
Position 19885: 0.0004945169268493051
Position 18257: 0.00036589699755518044
Position 2285: 0.0003487519538609558
Position 2412: 0.0003395595678977264
Position 2037: 0.0003342904496441716
Position 16798: 0.00028535188552421937
Position 1799: 0.0002595159789493799
Position 1744: 0.00025529372288241335
Position 1686: 0.00024538881216472526
Position 1365: 0.0002340353151699458
Position 918: 0.00019788218488352114
Position 740: 0.00019572496586387473
Position 695: 0.00018535159047445153
Position 2034: 0.00017735060802950145
Position 16238: 0.00012170295669173459
Position 350: 0.00011586217132819317
Position 490: 0.00010260792261249201
Position 2058: 0.00010034923222209852
Position 2537: 9.49428191947196e-05
Position 2282: 9.414531420891212e-05
Position 1816: 8.841813298067513e-05
Position 706: 8.637942385062291e-05
Position 4646: 7.006052658179736e-05
Position 1172: 6.231230482983753e-05
Position 2197: 6.180263645060813e-05
Position 1380: 5.573769078714939e-05
Position 204: 5.350643906242739e-05
Position 265: 4.782111674006998e-05
Position 288: 4.526895460267444e-05
Position 493: 4.1409323602566784e-05
Position 1248: 4.073720434164353e-05
Position 1478: 4.020091615826095e-05
Position 759: 3.5730887476947195e-05
Position 1393: 3.451831437208007e-05
Position 1527: 3.253924392461139e-05
Position 1034: 2.5760541304026492e-05
Position 3302: 1.940196754264862e-05
Position 776: 1.9085694844158706e-05
Position 1622: 1.8065615327786294e-05
Position 654: 1.6524418466959404e-05
Position 712: 1.62879265545738e-05
Position 1010: 1.3914074357477689e-05
Position 862: 1.1025875776497587e-05
Position 17751: 9.26271614471863e-06
Position 781: 8.991369554732745e-06
Position 768: 8.459159324124753e-06
Position 658: 8.256381498430894e-06
Position 1924: 7.776214798849778e-06
Position 1547: 7.3114540934861965e-06
Position 1229: 6.409544835172549e-06
Position 727: 6.333155925410111e-06
Position 742: 4.267363490240799e-06
Position 681: 3.7608640567783592e-06
Position 717: 3.597255961956303e-06
Position 234: 2.9162465879445186e-06
Position 799: 2.372351336520179e-06
Position 290: 1.5004556938529058e-06
Position 373: 1.2899359328046837e-06
Position 443: 1.2717412554649922e-06
Position 546: 4.279801894236257e-07
Position 664: 3.8048064423137804e-07
Position 977: 3.621325712155918e-07
Position 621: 3.044142483369133e-07
Position 942: 2.5675172155906426e-07
Position 851: 2.1207129242441922e-07
Position 1312: 1.1286086275254589e-07
Position 269: 8.185318141857636e-08
Position 1530: 6.71485509139052e-08
Position 370: 5.5282715403097717e-08
Position 217: 2.735909536775071e-08
Position 1838: 2.000970584752105e-08
Position 436: 1.9446228543571166e-08
Position 356: 1.696923017412308e-08
Position 377: 1.6138132694439774e-08
Position 237: 1.5382744046325407e-08
Position 149: 6.5000782507911325e-09
Position 450: 3.135365388922781e-09
Position 239: 2.876298151119894e-09
Position 602: 1.6058438746566513e-10
