Gene = UBE2H
index = 1519
Annotated 5SS: [   447  72055  73382  94048  95439 113743]
Annotated 3SS: [ 71977  73306  94007  95385 113613 117887]
SMsplice 5SS: [   447  31819  43203  55849  73382  94048  95439 103976 113743 114630]
SMsplice 3SS: [ 31709  43041  55698  73306  94007  95385 103871 113613 114364 117887]
top_k =  500
Partition function (log Z): -66.07389024004922

Sorted 5' Splice Sites (High to Low Probability):
Position 447: 0.6605402508698581
Position 68: 0.32454467483103416
Position 3991: 0.1093154274408066
Position 2896: 0.08491698433114685
Position 7593: 0.03347135540934547
Position 678: 0.01729978661071861
Position 1154: 0.016800601657909725
Position 489: 0.014031716327756962
Position 4901: 0.010035893832256284
Position 4027: 0.007812812776366383
Position 60: 0.007208034247662164
Position 475: 0.005321816072500745
Position 7359: 0.005139872498029357
Position 3011: 0.003869568243792593
Position 3: 0.00383434361306505
Position 1238: 0.003258995238860971
Position 3594: 0.0027371437951783056
Position 1232: 0.002614239561237701
Position 1672: 0.0024805992137072355
Position 1243: 0.0022171257864744944
Position 4396: 0.0016613084621917252
Position 1479: 0.0015280966775108344
Position 2891: 0.0011423752242425591
Position 4006: 0.0007293126082710913
Position 436: 0.000577656468711195
Position 1467: 0.0005054977661906029
Position 789: 0.0001697253271384196
Position 479: 0.00010575767779348
Position 238: 8.889614785162582e-05
Position 2730: 7.080341156329747e-05
Position 477: 2.4643047462563323e-05
Position 196: 2.246175545231761e-05
Position 228: 1.9213714259677127e-05
Position 439: 1.6840080440185242e-05
Position 1016: 1.0368348931764795e-05
Position 286: 4.421480356698445e-06
Position 1005: 3.2971053269131127e-06
Position 407: 3.049505836424829e-06
Position 491: 2.993211921199074e-06
Position 1102: 1.3902070156526344e-06
Position 72: 1.382291403557414e-06
Position 1429: 1.3149119701909622e-06
Position 1150: 1.2589728526241558e-06
Position 221: 1.0236330685255847e-06
Position 230: 2.9252193433723616e-07
Position 552: 2.3220005230309558e-07
Position 40: 2.294924786786447e-07
Position 29: 2.1910742684211715e-07
Position 26: 1.7918381674371448e-07
Position 288: 1.5254869819017797e-07
Position 693: 1.4385016132455606e-07
Position 456: 5.332469931634529e-08
Position 113: 2.4742976901534797e-08
Position 396: 1.6692593406919778e-08
Position 351: 1.1388696517524014e-08
Position 576: 1.0873083562274467e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.13225238600290082
Position 12403: 0.12585318770234963
Position 7442: 0.1001492960105155
