Gene = AIDA
index = 43
Annotated 5SS: [  317  9377 18315 18736 24930 25595 36429 39212 42392]
Annotated 3SS: [ 9306 18260 18680 24865 25487 36305 39088 42273 42534]
SMsplice 5SS: [  317  9377 18315 18736 25595 26835 33677 36429 39212 42392]
SMsplice 3SS: [ 9306 18260 18680 25487 26743 33569 36305 39088 42273 42534]
top_k =  500
Partition function (log Z): 1.790546755856619

Sorted 5' Splice Sites (High to Low Probability):
Position 9377: 0.9961985997789686
Position 18315: 0.9935140336157094
Position 25595: 0.9805337885732066
Position 36429: 0.9784486611530591
Position 42392: 0.9074484017464465
Position 317: 0.8499183834212106
Position 39212: 0.7706483420707125
Position 18736: 0.6443876711602845
Position 26835: 0.6372109974906875
Position 33677: 0.6344530397028745
Position 915: 0.5741003032861796
Position 2773: 0.47286695023569014
Position 24930: 0.4526011808171466
Position 2147: 0.3432352771533201
Position 9933: 0.2973049437525898
Position 38311: 0.26637025817737786
Position 1146: 0.19617200701898546
Position 41850: 0.1943444567145187
Position 31919: 0.18715186417771804
Position 4800: 0.12597555543079916
Position 30609: 0.09554156995706893
Position 40540: 0.09171534359380262
Position 10272: 0.0856178926024887
Position 14507: 0.0677869086212675
Position 562: 0.06403667344587347
Position 34087: 0.06378092926289047
Position 42120: 0.0521740024971825
Position 27588: 0.050079077163897444
Position 27700: 0.03851895337717041
Position 173: 0.03757203116109537
Position 29336: 0.03654126908980395
Position 7483: 0.03267721838906767
Position 35291: 0.03039564133714835
Position 982: 0.027299311456295015
Position 1859: 0.025693935116812686
Position 1476: 0.024023537364511852
Position 27520: 0.021889732605719775
Position 9749: 0.019491718325800395
Position 40582: 0.01664278813124055
Position 37500: 0.015657675450258285
Position 5638: 0.014103343234757799
Position 36461: 0.013929331869915884
Position 26583: 0.013052112581081018
Position 25599: 0.011509358652287983
Position 29877: 0.0080724409897486
Position 36416: 0.0076101698484865215
Position 42836: 0.005578856646658623
Position 36953: 0.005175102642104242
Position 122: 0.004803608725888998
Position 26272: 0.004073953056978394
Position 399: 0.0039009773745934187
Position 26651: 0.003610251592567354
Position 5004: 0.003566939745313727
Position 3040: 0.0031856916996505016
Position 308: 0.00318469810911124
Position 26524: 0.0031690390844634837
Position 9711: 0.0031275559917342483
Position 42430: 0.002989584101277979
Position 4787: 0.0028907206898219472
Position 1140: 0.002347719753877056
Position 101: 0.0023385600688518664
Position 975: 0.0021380923166905708
Position 26441: 0.0019374052271196912
Position 216: 0.0016169674063161417
Position 26490: 0.0015506895260444856
Position 42381: 0.0014880232694982599
Position 9745: 0.001304593329318602
Position 116: 0.0012855782926118862
Position 4859: 0.0012604088736487083
Position 424: 0.001154815347578685
Position 646: 0.0011188068870246065
Position 675: 0.0011095577928115932
Position 380: 0.0008392683351087131
Position 80: 0.0008007808293462212
Position 787: 0.0006846007662066776
Position 26809: 0.0006776672686776069
Position 26888: 0.0006608996586416572
Position 510: 0.0006325465127881163
Position 86: 0.0006112447563484829
Position 41469: 0.0006073344918570036
Position 27398: 0.0005783894634375762
Position 4983: 0.0005594327106917608
Position 2762: 0.0005349638937638715
Position 9938: 0.00045839683465694937
Position 3436: 0.00036298978271375273
Position 26211: 0.00031806886022048986
Position 42659: 0.00026818280399120575
Position 1556: 0.00026477860579381715
Position 1502: 0.0002511043790949886
Position 359: 0.00020296132026757454
Position 41745: 0.0001947086307970982
Position 26794: 0.00015252699588384723
Position 37: 0.00014000702902336421
Position 291: 0.00010436232292019483
Position 89: 0.00010306171573497669
Position 384: 8.033633919087023e-05
Position 765: 4.363488254906851e-05
Position 631: 3.751036910016805e-05
Position 650: 3.713814397818877e-05
Position 720: 3.3781711873602764e-05
Position 194: 2.6141706075924236e-05
Position 95: 2.497620622650975e-05
Position 321: 2.3706229759889147e-05
Position 4: 2.3222932542627936e-05
Position 763: 1.898148917970438e-05
Position 20255: 5.557630476903275e-06
Position 20123: 4.2551420322596445e-06
Position 21733: 4.050933538975113e-06
Position 18: 2.8917552805734366e-06
Position 209: 2.4481788255914055e-06
Position 386: 1.865641971359345e-06
