Gene = PHPT1
index = 1023
Annotated 5SS: [ 497 1044]
Annotated 3SS: [ 918 1660]
SMsplice 5SS: [497]
SMsplice 3SS: [1660]
top_k =  500
Partition function (log Z): -8.869991392295098

Sorted 5' Splice Sites (High to Low Probability):
Position 497: 0.5457481572485029
Position 399: 0.3333969195630067
Position 1467: 0.2731890002300806
Position 970: 0.26873126228470334
Position 1044: 0.2653727711833243
Position 1423: 0.050368251700172166
Position 1526: 0.03401084998946801
Position 480: 0.03040249489956491
Position 203: 0.017183950275726206
Position 307: 0.016311341972617882
Position 302: 0.014378627335591984
Position 1028: 0.012920010818478694
Position 1630: 0.010683145805613048
Position 196: 0.008361857285509557
Position 180: 0.004571393559819722
Position 466: 0.0027666080971045243
Position 1166: 0.002440284481282186
Position 1485: 0.002402188045006568
Position 1609: 0.002298477788173292
Position 1727: 0.0014733311135638532
Position 1711: 0.0008074366434307477
Position 1530: 0.00036744585630740453
Position 1517: 0.0003403399970106457
Position 662: 0.0002904003920250448
Position 679: 0.0002724467563478491
Position 1242: 0.00019706697009274482
Position 822: 0.00014643678254302398
Position 254: 0.00011611769497583814
Position 751: 0.00011173397189575345
Position 801: 0.00010491899059012634
Position 50: 0.00010486858643476586
Position 489: 7.728947584873137e-05
Position 285: 6.071443451967445e-05
Position 403: 3.940578862608065e-05
Position 415: 2.699571391507951e-05
Position 122: 8.02497817943416e-06
Position 188: 1.224276979911524e-06
Position 343: 1.1824460736045546e-06
Position 646: 6.709807298292839e-07
Position 84: 8.464867271829757e-08
Position 370: 6.585212552939951e-08
Position 257: 4.342535957027039e-08
Position 41: 1.273013524740416e-10
Position 7: 6.743487348905359e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1346: 0.43020335391009346
Position 1660: 0.3908012297287054
Position 918: 0.2918876509276688
Position 1828: 0.22713721674307713
Position 878: 0.19836499654156498
Position 1544: 0.09610101351657299
Position 1411: 0.04526813915094345
Position 661: 0.04397161271746831
Position 1445: 0.027474227341801494
Position 399: 0.015502073248023983
Position 722: 0.014958301251884023
Position 1190: 0.013070286692343355
Position 1164: 0.011352638479423314
Position 725: 0.009761121221812668
Position 1408: 0.00947385373774168
Position 1312: 0.008558416336863392
Position 786: 0.007918230083514659
Position 1004: 0.00502425635733332
Position 1678: 0.00469486696812443
Position 269: 0.004351752743042816
Position 841: 0.004132114887371846
Position 1855: 0.0037480346258324786
Position 1323: 0.0035358802709979497
Position 887: 0.0031619411486586806
Position 1075: 0.002788573268240294
Position 1132: 0.0025919521681756243
Position 672: 0.0022280450993277727
Position 1784: 0.0019426178192671526
Position 1260: 0.0018781512287383353
Position 858: 0.0016492536425154378
Position 1629: 0.0016428210245142453
Position 451: 0.0015355843877873142
Position 1880: 0.001310984744001794
Position 285: 0.0012964917961376054
Position 1602: 0.001209626591723293
Position 1787: 0.0011140653558216194
Position 1054: 0.0008582582630216747
Position 900: 0.0007561768229253716
Position 936: 0.0007389407002283506
Position 953: 0.0007120762595105245
Position 1893: 0.0006996368936005997
Position 1348: 0.0006474885605390268
Position 1499: 0.0006324617753162903
Position 625: 0.000517946156179253
Position 816: 0.0004127268963499706
Position 1222: 0.0003878291494986658
Position 646: 0.00037943525583737517
Position 1295: 0.0003605434374346311
Position 1352: 0.0003556468803473158
Position 956: 0.0003102122228537749
Position 1374: 0.00011775617981805135
Position 1006: 0.00011494042080016996
Position 733: 0.00011494000413504271
Position 693: 7.490969035543509e-05
Position 827: 7.401423357631168e-05
Position 332: 4.655721705570142e-05
Position 793: 2.6140754811440436e-05
Position 291: 2.529058650962547e-05
Position 133: 1.89791167716903e-05
Position 415: 1.821082326184127e-05
Position 1082: 9.056574805061253e-06
Position 678: 7.136554845642445e-06
Position 1010: 5.823987982522734e-06
Position 480: 4.025572877565311e-06
Position 271: 3.883129344649226e-06
Position 1176: 3.651887396917756e-06
Position 313: 3.6255285029920523e-06
Position 1048: 2.293214699574873e-06
Position 316: 1.1989402096353022e-06
Position 453: 7.647987772622077e-07
Position 329: 7.438102663376106e-07
Position 524: 4.663018802872491e-07
Position 584: 3.794536887038773e-07
Position 566: 1.5893325945704177e-07
Position 455: 8.985218981252502e-08
Position 184: 3.433749101194411e-08
Position 459: 5.555695803802264e-09
Position 462: 3.0118367756673693e-09
Position 489: 8.25803918694922e-10
Position 235: 6.508454250610879e-10
Position 154: 6.424542705964451e-10
Position 580: 5.127972611610207e-10
Position 147: 2.548834036233834e-10
Position 217: 7.253048624294826e-11
Position 162: 7.181472124734533e-11
