Gene = TDRD10
index = 1387
Annotated 5SS: [  811  4687  5102  6263 18156 19261 39848 40603 41892 42299 42731 45261]
Annotated 3SS: [ 4657  5021  6203 18084 19103 39804 40511 41743 42152 42575 45189 45458]
SMsplice 5SS: [  811  5102  6263  7652 18156 19261 19428 29149 32386 37747 38890 39224
 39848 41892 42299 42731 45261]
SMsplice 3SS: [ 5021  6203  7576 18084 19103 19333 29036 32258 37549 38771 39142 39804
 41743 42152 42575 45189 45458]
top_k =  500
Partition function (log Z): -15.615659244878415

Sorted 5' Splice Sites (High to Low Probability):
Position 19261: 0.9934940061789287
Position 5102: 0.9345126576273316
Position 7652: 0.8368522954261363
Position 19428: 0.7557244821544475
Position 19688: 0.745428842786607
Position 811: 0.7442291097897511
Position 6263: 0.6247801400515164
Position 9029: 0.48755809421977014
Position 18156: 0.4863481181588041
Position 4687: 0.25288951551330663
Position 1572: 0.1773156964847812
Position 3927: 0.1699738975506858
Position 5857: 0.15058544760801676
Position 2518: 0.08995623043028136
Position 831: 0.08491889807076326
Position 19433: 0.07164886682785047
Position 9234: 0.06913000140987652
Position 1563: 0.0649669563747384
Position 86: 0.050387384681618436
Position 297: 0.04147493802409594
Position 1553: 0.040783427615819864
Position 475: 0.034748239874236114
Position 19945: 0.031768315779097965
Position 15815: 0.02990316542883014
Position 21182: 0.025501766920314355
Position 7759: 0.02280839801377962
Position 5922: 0.02017695257751383
Position 171: 0.019619800529740158
Position 22938: 0.01859894764806206
Position 10410: 0.01810528619962736
Position 559: 0.017672123571962416
Position 21241: 0.016496270116868633
Position 8645: 0.014973248972881145
Position 6065: 0.014790330991718724
Position 6165: 0.014532548701756522
Position 784: 0.01334738534488285
Position 6807: 0.013172729599388403
Position 6545: 0.012807847158597375
Position 1962: 0.010802723222390362
Position 195: 0.009277226383010298
Position 6020: 0.008979882811391037
Position 20222: 0.007062327206509663
Position 6404: 0.006883687237724884
Position 2672: 0.006736729102505056
Position 6513: 0.006699926411235556
Position 1567: 0.005993878616989847
Position 21356: 0.00588177037794926
Position 8232: 0.0056886053297671765
Position 5484: 0.004358403183999359
Position 5406: 0.002659857236336082
Position 359: 0.002606630888013412
Position 5821: 0.0024561071586843347
Position 20041: 0.0023568829881364045
Position 583: 0.001978137641517158
Position 5803: 0.0017272474827732956
Position 8769: 0.0013697294797500898
Position 8051: 0.000918046571694789
Position 852: 0.0007493868589888518
