Gene = SEC61G
index = 1240
Annotated 5SS: [  85 1752 3468]
Annotated 3SS: [1651 3364 6825]
SMsplice 5SS: [ 209 1752 3468]
SMsplice 3SS: [1651 3321 6825]
top_k =  500
Partition function (log Z): -0.790665188549432

Sorted 5' Splice Sites (High to Low Probability):
Position 1752: 0.9300345637465371
Position 3468: 0.9262190664327332
Position 209: 0.607997223548221
Position 1278: 0.44819559625322597
Position 2957: 0.25671275968960555
Position 89: 0.22053794266999266
Position 6217: 0.18708104979587017
Position 85: 0.1431156756020844
Position 983: 0.1270743509668084
Position 6409: 0.06188416728802604
Position 4004: 0.060442537910471536
Position 954: 0.05584924503610745
Position 5153: 0.04994153424776986
Position 1667: 0.03936519164672938
Position 111: 0.034617366411898394
Position 1428: 0.024631870914386844
Position 1626: 0.018682954506467772
Position 491: 0.01729897094804132
Position 807: 0.016247797365595895
Position 1318: 0.015555723466700547
Position 6603: 0.015431918330756947
Position 6261: 0.013910768316815321
Position 6475: 0.012093087215266085
Position 1949: 0.011167654784730504
Position 858: 0.009750279094024423
Position 6462: 0.009591587325122759
Position 6708: 0.008403830527556723
Position 1100: 0.0064974256632100965
Position 581: 0.005420268513391703
Position 567: 0.004548615267126333
Position 2130: 0.003785677709212084
Position 1238: 0.0037274618999729938
Position 2203: 0.0035836965311937617
Position 3472: 0.003117155326296426
Position 107: 0.003086287660165289
Position 25: 0.0025541883281001406
Position 978: 0.002522125476525359
Position 6650: 0.0020466411345866735
Position 1350: 0.0018634908880630324
Position 76: 0.0016292293480870766
Position 5322: 0.0014492950695074664
Position 80: 0.0012824203080553708
Position 5029: 0.0012779730381381345
Position 5304: 0.0012652980080558123
Position 825: 0.001169040598843587
Position 4467: 0.0010361725861727335
Position 669: 0.0007604996224582643
Position 74: 0.0005209806361526223
Position 1992: 0.0005133095251980885
Position 1530: 0.0005017030969893907
Position 3981: 0.000476903515527103
Position 408: 0.00024157870272966902
Position 1721: 0.00020771134536203245
Position 530: 0.000196098093371567
Position 851: 0.00017651505114900902
Position 562: 0.00012637004005332814
Position 4075: 7.06862079521893e-05
Position 4218: 6.983160186035636e-05
Position 1047: 5.2281306896675095e-05
Position 1409: 4.8743318089563875e-05
Position 736: 4.584883482311107e-05
Position 3706: 3.768996901752583e-05
Position 19: 3.596683301704003e-05
Position 1947: 3.552900706475734e-05
Position 576: 2.5992591292362652e-05
Position 572: 2.1887524465268936e-05
Position 1934: 1.8185454324076454e-05
Position 503: 1.7746377312307347e-05
Position 56: 1.6652323658446987e-05
Position 464: 1.2877768033800202e-05
Position 417: 8.165986493801568e-06
Position 178: 5.536891943470551e-06
Position 424: 5.408308408796569e-06
Position 640: 5.106693137399284e-06
Position 432: 4.954264049904486e-06
Position 237: 4.140440911311255e-06
Position 419: 3.6809052267110184e-06
Position 384: 2.844916818963224e-06
Position 162: 2.3412314964921266e-06
Position 313: 2.2620888985155264e-06
Position 484: 2.019044844704862e-06
Position 451: 1.5948016061010858e-06
Position 515: 1.562329635454701e-06
Position 534: 1.33645461159702e-06
Position 176: 7.676075917334859e-07
Position 510: 5.936651728726302e-07
Position 49: 3.3553650667001797e-07
Position 364: 2.847072923546879e-07
Position 213: 1.1295254149710862e-07
Position 481: 3.818811622799616e-08
Position 93: 3.4732518425682525e-08
Position 58: 2.7108357411696302e-08
Position 216: 2.2041285267501108e-08
Position 194: 1.632393482818097e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6825: 0.7051890116069855
Position 1651: 0.552605421106825
Position 3321: 0.4926994586382406
Position 3364: 0.4657873558387388
Position 1526: 0.43152356720781254
Position 1162: 0.3890162823877644
Position 717: 0.20692018213249563
Position 5956: 0.14341740333248018
Position 3573: 0.10066428498182001
Position 5980: 0.07921838731119309
Position 2754: 0.07607959495760076
Position 6341: 0.06666418574140616
Position 5007: 0.06224909894424376
Position 2836: 0.06153251484128007
Position 1123: 0.05572492351184298
Position 2889: 0.05491511467435119
Position 2915: 0.03557638980347661
Position 6447: 0.033882762149619286
Position 6552: 0.0275433752609294
Position 5228: 0.02714383985858521
Position 6313: 0.023062986897496616
Position 372: 0.022300930856529493
Position 156: 0.02108910443566852
Position 3791: 0.016638093545853654
Position 3884: 0.015531256348329752
