Gene = SLC51A
index = 1271
Annotated 5SS: [  247  1433 10616 11234 11770 12417 13558 16021]
Annotated 3SS: [ 1337 10460 11159 11610 12304 13410 15914 16558]
SMsplice 5SS: [  247  1433  1845 10616 11770 12417 13558 16021]
SMsplice 3SS: [ 1300  1727 10460 11610 12304 13410 15914 16669]
top_k =  500
Partition function (log Z): 6.769575440792739

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9965335107705684
Position 1433: 0.9911395562394637
Position 11770: 0.9801063794428264
Position 10616: 0.8990224363610015
Position 12417: 0.8425263226887257
Position 16021: 0.703720794733004
Position 1845: 0.6663266090572946
Position 11234: 0.5025351746874058
Position 13558: 0.4466847915713511
Position 3089: 0.27808656281192834
Position 3099: 0.27251056372688937
Position 546: 0.23062615723067886
Position 13520: 0.1788608287778934
Position 12114: 0.1403703511648348
Position 589: 0.11827182145365729
Position 403: 0.1079995529041526
Position 634: 0.0908182720229246
Position 15806: 0.07700162396598763
Position 12428: 0.07436808570975942
Position 14727: 0.06139315974690405
Position 14974: 0.058307689274880684
Position 11537: 0.041907539468605086
Position 469: 0.028288735138019026
Position 538: 0.01799576426406852
Position 15970: 0.01716812643470557
Position 13618: 0.016615437550015592
Position 11786: 0.015048153849218565
Position 1867: 0.013492294715682597
Position 419: 0.009735845033767695
Position 2272: 0.00825832829246867
Position 407: 0.007162511731964857
Position 16431: 0.004847764534614819
Position 388: 0.004144559176387374
Position 16647: 0.0038982267016843567
Position 13614: 0.0038237556383396553
Position 542: 0.0033920660891186842
Position 7498: 0.003298353673392993
Position 16013: 0.003211122229642707
Position 2707: 0.0031451729108467347
Position 12372: 0.003062799060112164
Position 3640: 0.0027936460017071417
Position 2287: 0.0026788743390520524
Position 12674: 0.0026179888881417463
Position 6865: 0.002305963845793275
Position 16697: 0.0021847298828271975
Position 15208: 0.0021061677279302915
Position 16642: 0.002075783631999022
Position 3240: 0.0018178305285506194
Position 12644: 0.0015955162780949984
Position 10671: 0.001512877370252237
Position 251: 0.001504470814601053
Position 7968: 0.0011877121754576448
Position 7978: 0.0011529332981026906
Position 11884: 0.0010657976458390613
Position 9061: 0.0009792644049422116
Position 675: 0.0009464792753643839
Position 14453: 0.0009385007001772648
Position 15045: 0.0006959124112314397
Position 21: 0.0006871183002859295
Position 12053: 0.0005440541255484608
Position 14216: 0.0004569637794367801
Position 12190: 0.00040785467986388993
Position 1338: 0.00039529507513823866
Position 2340: 0.0003584265685991248
Position 12062: 0.000258696550237587
Position 14388: 0.0002334156756654834
Position 2364: 0.00022770498607317362
Position 1606: 0.00016871833966598476
Position 1360: 0.00016399383830746617
Position 40: 0.00012037327141849397
Position 455: 0.00010463437363085676
Position 1997: 9.81562078009005e-05
Position 2541: 9.797213781384236e-05
Position 13291: 9.599348731579696e-05
Position 2495: 7.932839371946966e-05
Position 177: 7.673945271715444e-05
Position 1757: 6.896088043190299e-05
Position 1619: 3.9887499158625606e-05
Position 897: 3.966301525482513e-05
Position 1602: 3.6403152227295273e-05
Position 3103: 3.118197479912105e-05
Position 3353: 2.761362652171382e-05
Position 3952: 1.0917906572689637e-05
Position 5161: 9.434617711558527e-06
Position 3575: 9.338492161606794e-06
Position 3259: 7.977601292076868e-06
Position 1965: 7.685052452291578e-07
Position 380: 3.781359066824183e-07
Position 289: 1.9594299188630636e-07
Position 421: 6.460642780860783e-08
Position 275: 5.452208805594727e-09
Position 486: 1.8030143601224123e-09
Position 1836: 2.9124035755361693e-10
Position 310: 2.713173347942015e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11610: 0.9502643749667946
Position 15914: 0.9444652544300897
Position 12304: 0.9056782878278514
Position 10460: 0.9005353137312536
Position 13410: 0.6305408662545512
Position 1727: 0.6114651786423256
Position 1300: 0.558284727142814
Position 16669: 0.5202718027845472
Position 2985: 0.5100861228616309
Position 327: 0.47834372093583577
Position 1337: 0.3528154705969428
Position 11159: 0.30087622661201635
Position 453: 0.11607035937509932
Position 11070: 0.10077565457371847
Position 1321: 0.0791269865068963
Position 11924: 0.06495656945167927
Position 16558: 0.06128861914341657
Position 14808: 0.05952492201126526
Position 11838: 0.058853856793591106
Position 16126: 0.05425784663493275
Position 11100: 0.045982406878648636
Position 15797: 0.044706521042460444
Position 11438: 0.043116389802864606
Position 10995: 0.03441603103100597
Position 14550: 0.03435266411980008
Position 16804: 0.03169678189237065
Position 16198: 0.031232621147349576
Position 11575: 0.02404503589073312
Position 1573: 0.02096280448534641
Position 16524: 0.020230820964539025
Position 15545: 0.01908451418529329
Position 1684: 0.01698089915402348
Position 11578: 0.016804125386707988
Position 15739: 0.014392530189495977
Position 1753: 0.014224559430902369
Position 2929: 0.01385566447084539
Position 14633: 0.013649497217577482
Position 2189: 0.011920546322899623
Position 11033: 0.010951439991493426
Position 1734: 0.010731643291503938
Position 13321: 0.010573794906285643
Position 593: 0.010486175143337424
Position 14547: 0.010359982066908838
Position 11902: 0.010317570831160187
Position 16829: 0.009780051014526378
Position 3025: 0.009763285128305215
Position 15754: 0.009761137208379622
Position 3012: 0.0095947525444681
Position 11021: 0.009533415600523027
Position 2950: 0.008537057802520754
Position 12356: 0.008048048362903763
Position 13557: 0.006947371910078383
Position 14853: 0.005410795509586359
Position 16161: 0.005297156036703888
Position 16628: 0.005222065496538962
Position 15689: 0.004450456254018551
Position 14030: 0.004316768926709905
Position 16736: 0.004272453257171569
Position 417: 0.004073367970696603
Position 1832: 0.004063972033785957
Position 14296: 0.003995776440755203
Position 11720: 0.0035126271996395227
Position 11991: 0.003188238778854246
Position 16441: 0.002983058328093492
Position 16690: 0.002948500476332834
Position 16306: 0.002779386755392609
Position 12507: 0.002474633066562017
Position 14658: 0.0024698597941678214
Position 7376: 0.0024341856792176727
Position 16128: 0.0023844787164036887
Position 432: 0.002370126834705503
