Gene = ENHO
index = 498
Annotated 5SS: [265]
Annotated 3SS: [1184]
SMsplice 5SS: [265]
SMsplice 3SS: [1128]
top_k =  500
Partition function (log Z): -9.943851890508745

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.9617659021122796
Position 15: 0.05595429674324202
Position 996: 0.018142253431609415
Position 1065: 0.01468924627129626
Position 1199: 0.009532124012395822
Position 1040: 0.009092404460507107
Position 577: 0.008404129847898562
Position 36: 0.007687105548662649
Position 102: 0.00670049552650689
Position 1024: 0.006007420828290146
Position 505: 0.0033905677252438426
Position 78: 0.0019585846711582455
Position 759: 0.000822937528521536
Position 619: 0.0005769244897259073
Position 1395: 0.0004712950800868817
Position 1326: 0.00037521039834246265
Position 1090: 0.00026988377621378574
Position 1334: 0.0002636620518780362
Position 767: 0.0002476180975966156
Position 976: 0.000193860315809929
Position 902: 0.00013690986124592074
Position 157: 0.00011415078351092547
Position 1035: 8.619582049907555e-05
Position 581: 8.502315706372353e-05
Position 930: 7.605984446890242e-05
Position 1770: 3.95839837795569e-05
Position 1611: 2.8276551849581116e-05
Position 1316: 2.791473559835615e-05
Position 1052: 2.4476098147824877e-05
Position 1400: 2.430453055785182e-05
Position 423: 1.5280871365951014e-06
Position 782: 3.879101734055613e-07
Position 1014: 1.2226985127527246e-07
Position 144: 1.5665074354756957e-09
Position 203: 1.8499455710329072e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1128: 0.39675496191858856
Position 1184: 0.20869326092220497
Position 1488: 0.10661494877927934
Position 188: 0.06287446369747354
Position 1865: 0.05896348838786039
Position 929: 0.054152895402012034
Position 1964: 0.04668131103992977
Position 1219: 0.03966214085732755
Position 876: 0.03678599792659904
Position 1355: 0.016460456431187223
Position 1522: 0.01280358035838007
Position 1366: 0.012480948039541797
Position 1537: 0.012245755158501164
Position 965: 0.010844527892325746
Position 1540: 0.005037455933332993
Position 995: 0.0027014905008760606
Position 909: 0.0021198754214373527
Position 695: 0.0021153651836254565
Position 1519: 0.0020230964936313297
Position 1500: 0.0019267097442622022
Position 715: 0.0013160662290051404
Position 1064: 0.0012140180247405031
Position 1625: 0.0011565695622468965
Position 1076: 0.0010255547895639228
Position 1570: 0.0010049629377221912
Position 743: 0.0009013467502182874
Position 1308: 0.0008827414559962153
Position 1190: 0.0006870309167573046
Position 728: 0.0006343524691646235
Position 653: 0.0005888175344473614
Position 1737: 0.0005829613326303708
Position 357: 0.00044848988892093544
Position 1198: 0.00043818419385067086
Position 878: 0.0004201481088982691
Position 915: 0.000410074660715348
Position 1828: 0.00038054640680829885
Position 436: 0.00027606541061698164
Position 1925: 0.0002712813359848129
Position 1669: 0.0002700821906360869
Position 936: 0.00026305641629598446
Position 1304: 0.0002275787086197497
Position 1332: 0.00022208143101788623
Position 1258: 0.00021269108524292094
Position 1638: 0.00014429889079884003
Position 619: 0.00012003578909157612
Position 1237: 0.00011929239564683552
Position 1646: 0.00011536857338226999
Position 1591: 0.00011533364649664776
Position 1889: 6.39053434119496e-05
Position 1937: 6.28397731409959e-05
Position 758: 5.7729748651554096e-05
Position 574: 5.7008826735718235e-05
Position 395: 5.233572899009923e-05
Position 1578: 4.7158464218878186e-05
Position 373: 4.523063391722818e-05
Position 939: 4.207302664932523e-05
Position 671: 3.572034971316369e-05
Position 1272: 3.218021449994175e-05
Position 588: 2.8127543079019323e-05
Position 1603: 2.7892654600301444e-05
Position 253: 2.7518934493743428e-05
Position 1241: 2.5365334201294885e-05
Position 1627: 2.260368429846551e-05
Position 613: 1.9564520109777093e-05
Position 1835: 1.7974225881229412e-05
Position 409: 1.6627453372142514e-05
Position 1003: 1.6523375228635582e-05
Position 353: 1.5632105564717692e-05
Position 816: 1.462156092317854e-05
Position 655: 1.3971374328793039e-05
Position 657: 1.226632823391008e-05
Position 355: 1.1459596201718586e-05
Position 329: 1.0713263775798163e-05
Position 508: 9.755946340368672e-06
Position 888: 3.673922684766264e-06
Position 197: 1.8786151027710052e-06
Position 897: 1.712549343437006e-06
Position 203: 1.4335475193352735e-06
Position 438: 8.906223058288658e-07
Position 127: 6.105441067356407e-07
Position 416: 6.03250043787802e-07
Position 494: 5.632872740347493e-07
Position 107: 2.3645733465286155e-07
Position 484: 2.35929073383504e-07
Position 406: 2.0925509614033214e-07
Position 661: 2.9009379614965044e-08
Position 317: 2.7314772349926427e-08
Position 448: 1.6194381421637204e-08
Position 95: 1.5278931087885735e-08
Position 375: 1.4338670541526743e-08
Position 538: 1.391139307460543e-08
Position 121: 1.314825028175838e-08
Position 466: 1.3103244950167767e-08
Position 381: 1.2669330218230133e-08
Position 673: 1.258673256616033e-08
Position 462: 1.2422747802792759e-08
Position 596: 1.0743164660546868e-08
Position 486: 1.0030391022764513e-08
Position 562: 6.393688638387917e-09
Position 323: 6.2834032947980715e-09
Position 335: 6.190320555785688e-09
Position 630: 5.84417407338567e-09
Position 369: 5.373741625011168e-09
Position 697: 4.631485664141969e-09
Position 681: 4.301043425344597e-09
Position 460: 2.3050999008504407e-09
Position 301: 1.1063603729551117e-09
Position 264: 1.094069176386215e-09
Position 337: 1.0362873785300567e-09
Position 464: 8.732881362639869e-10
Position 517: 6.125306582000129e-10
Position 558: 6.042725251404736e-10
Position 523: 5.005786028103495e-10
Position 510: 4.3589152512500193e-10
Position 331: 4.085786710816539e-10
Position 214: 1.2076405925184398e-10
Position 138: 4.3627325080106693e-11
Position 472: 5.406641201077506e-12
Position 540: 2.6983818884068633e-12
Position 456: 2.5523858966484316e-12
Position 496: 5.626119484565124e-13
