Gene = IKBKAP
index = 684
Annotated 5SS: [  253  3120  4348  6745  7594 11275 14864 15306 16570 17913 21853 23107
 25812 27814 30554 31278 32489 32692 33857 34295 35446 35615 36969 37164
 37621 40174 41131 42914 44785 51992 52412 54065 54671 55494 56122 59222]
Annotated 3SS: [ 2914  4194  6662  7512 11188 14766 15214 16445 17818 21621 22935 25711
 27630 30446 31173 32434 32585 33740 34220 35366 35534 36830 37077 37471
 40049 41032 42711 44722 51928 52350 53950 54558 55365 55966 59145 64933]
SMsplice 5SS: [  253  2796  3120  4348  6745  7594 11275 14864 15306 17913 21853 23107
 23663 25812 30554 31278 32692 34295 35446 35615 37621 40174 41131 42914
 44785 51992 52454 54065 54671 55494 56122]
SMsplice 3SS: [ 2626  2914  4194  6662  7512 11188 14766 15214 17818 21621 22935 23493
 25711 30446 31173 32585 34220 35366 35534 37471 40049 41032 42711 44722
 51928 52350 53950 54558 55365 55966 64933]
top_k =  500
Partition function (log Z): 44.63410580926514

Sorted 5' Splice Sites (High to Low Probability):
Position 7594: 0.999985033518364
Position 56122: 0.9996037748082747
Position 35615: 0.9879124809330099
Position 42914: 0.987829397755638
Position 44785: 0.9876326506898583
Position 32692: 0.987553183729705
Position 30554: 0.9850092755536264
Position 55494: 0.9771845538620269
Position 25812: 0.973800352628488
Position 37621: 0.9692263790517242
Position 35446: 0.9640489594090039
Position 34295: 0.9249191764343608
Position 14864: 0.9233720099477594
Position 3120: 0.8954756482428443
Position 31278: 0.8809401637756663
Position 21853: 0.8678761531485896
Position 4348: 0.8084405519007001
Position 15306: 0.8036847272543123
Position 23107: 0.7628117657100058
Position 2796: 0.7197302435865928
Position 40174: 0.709576267559191
Position 41131: 0.6784450665848836
Position 17913: 0.6603178602783909
Position 6745: 0.6401158046223413
Position 253: 0.6398103602298026
Position 52454: 0.6341733616408394
Position 23663: 0.6228600431570298
Position 51992: 0.6105424302121655
Position 18975: 0.5883322243556596
Position 54065: 0.5837303505026968
Position 11275: 0.5004797639061275
Position 54671: 0.4968950590424988
Position 5901: 0.4768854477857148
Position 16570: 0.42799208176973513
Position 11318: 0.42461871249803895
Position 43361: 0.41851493188967315
Position 27814: 0.3967356435727173
Position 1033: 0.39236484842390623
Position 52057: 0.3533965497652609
Position 27729: 0.34555777364283563
Position 17972: 0.33657933861979855
Position 48349: 0.33278448734064914
Position 26307: 0.30871389179742914
Position 33857: 0.30220373569125325
