Gene = POGK
index = 1049
Annotated 5SS: [  148  1632  7282  8136 10967]
Annotated 3SS: [ 1497  7154  8036  9480 13127]
SMsplice 5SS: [ 148 1632]
SMsplice 3SS: [ 1497 13127]
top_k =  500
Partition function (log Z): -3.874613052304127

Sorted 5' Splice Sites (High to Low Probability):
Position 1632: 0.9704851899656098
Position 148: 0.9617699403301123
Position 13316: 0.6578219922777485
Position 1057: 0.550465165062458
Position 8136: 0.46376770407401857
Position 7282: 0.44443591120977766
Position 1410: 0.36672345477358825
Position 11174: 0.30290987954512666
Position 12018: 0.290878321123865
Position 15154: 0.12450133641430541
Position 9656: 0.07271193239116933
Position 11842: 0.04134334759717927
Position 313: 0.03440339916489946
Position 7155: 0.0343058989675108
Position 11163: 0.024363364638128694
Position 1414: 0.01660041515554734
Position 6072: 0.01585223708472489
Position 1605: 0.013485688909136258
Position 1636: 0.012244081247203227
Position 13759: 0.011076687000775158
Position 5261: 0.010075505393509142
Position 2783: 0.009975673434851269
Position 8145: 0.008953946932168303
Position 8225: 0.0076155118501028555
Position 5524: 0.007475641558599877
Position 13968: 0.007362631845344299
Position 9623: 0.006900514846598281
Position 9616: 0.005352266505858427
Position 1644: 0.0035810619574469424
Position 8214: 0.003459908383092171
Position 836: 0.0027267259193009302
Position 10191: 0.002519688683313386
Position 5003: 0.0023893922428044278
Position 2846: 0.0023431836410623594
Position 4883: 0.0022490114553844398
Position 868: 0.0018744639390012835
Position 339: 0.0018220251406494737
Position 13544: 0.0015346081399823012
Position 928: 0.0013294580811760578
Position 152: 0.0013064751415782254
Position 9896: 0.0012910546499511665
Position 1052: 0.0010577099213825573
Position 684: 0.0009220821307409128
Position 1147: 0.0005217642585622354
Position 757: 0.00023441385146748627
Position 1155: 0.00021914935905134814
Position 2485: 0.0001923869312486801
Position 1249: 0.00014970671220043954
Position 819: 0.00014553060217134775
Position 615: 0.00011890133217130185
Position 1942: 8.065773342831152e-05
Position 2509: 7.619283601460283e-05
Position 782: 5.8970865504137536e-05
Position 1074: 5.6915070272256716e-05
Position 2448: 5.4778447545349016e-05
Position 566: 5.323757930542019e-05
Position 769: 5.269607432180482e-05
Position 458: 4.826279302883667e-05
Position 2159: 4.775203000407516e-05
Position 4755: 3.055827352148576e-05
Position 1743: 2.10828857312158e-05
Position 1343: 1.979375308534937e-05
Position 2528: 1.7170016640482513e-05
Position 1392: 1.518497911571083e-05
Position 2019: 1.0217027509753833e-05
Position 1931: 9.388994862289864e-06
Position 493: 9.07185951093383e-06
Position 1061: 8.958042581846587e-06
Position 2236: 7.861417558725343e-06
Position 2379: 7.212990889395409e-06
Position 830: 5.874949415641002e-06
Position 388: 5.234884761932611e-06
Position 2132: 5.122428431783905e-06
Position 195: 1.7608651716633244e-08
Position 20: 6.836524960497981e-09
Position 1063: 1.1805348979746294e-09
Position 88: 5.155151137373782e-10
Position 262: 1.2831442708377258e-10
Position 113: 8.564594845894843e-11
Position 22: 7.316069039413296e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1497: 0.9725276215275941
Position 13127: 0.8565614097518205
Position 954: 0.48476687061933327
Position 8036: 0.4746213760869531
Position 7154: 0.4057250861911755
Position 11877: 0.25595625072592587
Position 1262: 0.2127442624121236
Position 11108: 0.1712265295022772
Position 11055: 0.15667535151074738
Position 15048: 0.13986054537286324
Position 15929: 0.12662683177098255
Position 9480: 0.0963085158770683
Position 15525: 0.0953971811595437
Position 14095: 0.08936343321311209
Position 13151: 0.084129335120951
Position 11757: 0.08021231510370162
Position 1189: 0.07003893590993113
Position 13922: 0.05944858600586235
Position 1311: 0.056170494521237166
Position 15709: 0.053015782464330884
Position 13601: 0.04831679342006276
Position 15257: 0.03119343205896928
Position 1346: 0.030161831920969696
Position 13399: 0.029901980383994217
Position 7136: 0.029656713472560527
Position 918: 0.024660004187772956
Position 927: 0.024624084470788354
Position 16093: 0.0225376497265528
Position 15454: 0.021466758362453698
Position 15957: 0.019212980795680835
Position 14182: 0.016592977522489758
Position 5941: 0.015878748897021774
Position 6991: 0.01572462518721543
Position 7032: 0.01571141793623719
Position 16284: 0.015314669662346656
Position 13888: 0.013965713720823187
Position 12946: 0.013527474878675479
Position 12771: 0.013432804585639717
Position 2627: 0.01295352318720496
Position 14297: 0.011934919814387629
Position 1441: 0.010328725535615478
Position 1383: 0.010277346510114449
Position 8053: 0.009565526764861592
Position 13423: 0.009245224471472715
Position 5141: 0.008089060669864348
Position 5401: 0.006968410122171618
Position 1229: 0.00638375132504377
Position 6994: 0.005923743728913661
Position 15260: 0.0054677965812725896
Position 728: 0.004207685667960781
Position 1284: 0.004110172519246241
Position 875: 0.003991470729504945
Position 931: 0.0035604005954623197
Position 7175: 0.0035327184803310646
Position 7102: 0.003410161532091993
Position 965: 0.0032830973443851406
Position 8340: 0.0031674039213009666
Position 1531: 0.003010927860061891
Position 10109: 0.002519688683313386
Position 8271: 0.0024863740993542474
Position 664: 0.0024280790083740676
Position 4740: 0.0023458408730614275
Position 989: 0.0022125573664775445
Position 4858: 0.0022080107044306
Position 5114: 0.002170997927357795
Position 1266: 0.0018114118735063545
Position 1499: 0.0016986287662486453
Position 1288: 0.0012431064690566567
Position 7938: 0.001076622977591094
Position 543: 0.0010020084424233035
Position 219: 0.000904511611276926
Position 550: 0.0008870848209039558
Position 1040: 0.0007747861476160548
Position 747: 0.0006762936363835216
Position 312: 0.0006517067082516176
Position 9015: 0.0006018409069805924
Position 5432: 0.0005947622831222855
Position 4828: 0.0005597613147222125
Position 683: 0.0004675573409815293
Position 644: 0.0004658049580250231
Position 2356: 0.00046300279637230925
Position 846: 0.00040688112180107
Position 697: 0.0003525558472244558
Position 1505: 0.00029983124629962097
Position 1192: 0.00028604629948953027
Position 1243: 0.00022666236773274706
Position 1052: 0.00022634642200979965
Position 1785: 0.00019745143206973827
Position 584: 0.00018300189606142636
Position 8317: 0.0001615674988438449
Position 7385: 0.00014191988956549907
Position 2403: 0.00010734820388107438
Position 1079: 0.00010161808526577746
Position 2484: 8.05047857582586e-05
Position 578: 7.864255889753948e-05
Position 507: 5.252364191496592e-05
