Gene = HHLA3
index = 651
Annotated 5SS: [  303 11733]
Annotated 3SS: [11638 12811]
SMsplice 5SS: [  303 11524]
SMsplice 3SS: [11340 11638]
top_k =  500
Partition function (log Z): -10.710873140981988

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.6177123101417984
Position 11524: 0.4844420758175886
Position 11733: 0.38536305782744484
Position 7104: 0.3595934839442781
Position 404: 0.26251880401357625
Position 9015: 0.09325982134505847
Position 11728: 0.08661916213141976
Position 307: 0.08007356774427271
Position 2711: 0.07223144497759645
Position 5635: 0.054521156975913546
Position 741: 0.039946217698786625
Position 2614: 0.03108276473013243
Position 154: 0.02990359898058823
Position 8282: 0.0298029384194353
Position 11069: 0.029102291043142936
Position 11546: 0.027108301953581153
Position 11544: 0.022548994945308657
Position 11438: 0.01449301332690154
Position 12180: 0.012460957300503495
Position 4664: 0.012393073776803945
Position 9148: 0.011439728291992078
Position 121: 0.010185579417240116
Position 7165: 0.01007862031772677
Position 5748: 0.006582878689435146
Position 3799: 0.002634389423494101
Position 3179: 0.002154426666077088
Position 2917: 0.0018570567162005545
Position 8993: 0.0016678675775324832
Position 4004: 0.001377736737318222
Position 6786: 0.0013448413372195663
Position 326: 0.001327318371332521
Position 5892: 0.0012881101481228695
Position 5844: 0.0012028966130670962
Position 149: 0.000942931523912001
Position 3942: 0.0007534834758839923
Position 2980: 0.000629983449821041
Position 1575: 0.000538342576413486
Position 9683: 0.0005040544029812549
Position 114: 9.84478115291028e-05
Position 37: 9.476011929699801e-05
Position 2413: 4.514262220267211e-05
Position 567: 2.8919142213672627e-05
Position 160: 2.842797506430453e-05
Position 60: 1.2268994167431706e-05
Position 337: 1.1674156912000415e-05
Position 589: 8.951512505366963e-06
Position 238: 6.47884164600721e-06
Position 476: 5.9603997017426635e-06
Position 685: 5.9504367303563525e-06
Position 573: 5.143829851276995e-06
Position 1866: 2.5385665310740167e-06
Position 2077: 2.135633705068855e-06
Position 41: 1.1746591728901908e-06
Position 442: 1.092873186965363e-06
Position 1908: 9.220400476737967e-07
Position 39: 8.316071766699809e-07
Position 140: 7.931676547341877e-07
Position 358: 7.713082002728518e-07
Position 716: 3.3563071887421625e-07
Position 268: 8.52315142240498e-08
Position 470: 7.688669406429898e-08
Position 243: 3.310652342692993e-10
Position 298: 1.2580090054803601e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11638: 0.7765142573338342
Position 11340: 0.5819720648730627
Position 6987: 0.3792903587703804
Position 12811: 0.15108728478017722
Position 12886: 0.09949752603025214
Position 11588: 0.08958742230288219
Position 12127: 0.08930997608175646
Position 2522: 0.06567119082360204
Position 11922: 0.05623907711462775
Position 11607: 0.055327250690176424
Position 8878: 0.0529154910281263
Position 8078: 0.030758875753404
Position 234: 0.030736511769603233
Position 10927: 0.029102291043142936
Position 8788: 0.029036645755700176
Position 5494: 0.027368197415777416
Position 12018: 0.020990208309653563
