Gene = SYF2
index = 1365
Annotated 5SS: [  50  390 3496 4376 5052 7492]
Annotated 3SS: [ 281 3369 4257 4960 7392 9061]
SMsplice 5SS: [  50  390 3646 4376 5052 7492]
SMsplice 3SS: [ 281 3340 4257 4960 7392 9061]
top_k =  500
Partition function (log Z): 15.023496579177522

Sorted 5' Splice Sites (High to Low Probability):
Position 4376: 0.9967458995327758
Position 7492: 0.9825421601575902
Position 390: 0.979739359159948
Position 5052: 0.9590530319816883
Position 50: 0.7388478900493484
Position 3646: 0.4817980107845222
Position 3496: 0.4179790253679115
Position 1867: 0.2525965835509204
Position 86: 0.12098843548582074
Position 1863: 0.09208128699793763
Position 4126: 0.04562956211440131
Position 9265: 0.03561402476938237
Position 5074: 0.02995938835001222
Position 1596: 0.029170333660795345
Position 7836: 0.026087241115132154
Position 7249: 0.020124538934339836
Position 8087: 0.01843819308536683
Position 7738: 0.013430983100427153
Position 7091: 0.013321376034847725
Position 117: 0.009753220027874626
Position 7873: 0.009115398330777508
Position 7228: 0.008440430613987684
Position 5145: 0.007843085779171885
Position 3735: 0.005325290352839206
Position 7294: 0.004086066782175987
Position 750: 0.0030320194061848067
Position 8518: 0.003007831331459334
Position 1927: 0.002498973170276446
Position 6113: 0.0024367572589397493
Position 20: 0.0023478659021998346
Position 4744: 0.002323063423013034
Position 4413: 0.0023226655172382963
Position 4565: 0.002123173656239262
Position 3265: 0.0019154974293893188
Position 1455: 0.0016786292743957171
Position 6267: 0.0013441216503862563
Position 133: 0.001112842935585449
Position 8409: 0.0009996105227253133
Position 6461: 0.0009679299247241894
Position 2844: 0.0009679202335229631
Position 3312: 0.0008043173638516284
Position 4799: 0.0007847874043696292
Position 7496: 0.0006441856963020459
Position 4506: 0.0006343206855531883
Position 5085: 0.0006248561505244197
Position 7718: 0.0005748277587393603
Position 2644: 0.00053415021310751
Position 7817: 0.0005236964972050252
Position 3928: 0.0005032528776319125
Position 5769: 0.00047680913073236094
Position 5252: 0.00046946766276255
Position 4676: 0.0004349754819678237
Position 5093: 0.0003849333841848633
Position 1487: 0.0003829921800620427
Position 170: 0.0003748915459100452
Position 1004: 0.00035928075134426715
Position 7275: 0.0003472857711328016
Position 3193: 0.00033650766363786444
Position 1377: 0.0003341621610704411
Position 82: 0.0003236333486675266
Position 177: 0.00032292091207968254
Position 6116: 0.0003156662140588843
Position 5095: 0.0003108307630869198
Position 7661: 0.0002922702173722629
Position 7521: 0.00028000328665127376
Position 2015: 0.0002490603109879767
Position 5473: 0.0002458764280952625
Position 282: 0.0002434205903188239
Position 3521: 0.00024172522036955359
Position 5097: 0.00023426723847378325
Position 160: 0.0002336812958497416
Position 529: 0.00022998184439793466
Position 7503: 0.0002185638586923347
Position 4532: 0.00021078573326404828
Position 1813: 0.0001731371181031216
Position 437: 0.0001659532347594422
Position 1823: 0.00016557950725020534
Position 165: 0.00016521411285338937
Position 948: 0.00014783420139700366
Position 3400: 0.00014256688341457178
