Gene = UCN2
index = 1526
Annotated 5SS: [71]
Annotated 3SS: [636]
SMsplice 5SS: [71]
SMsplice 3SS: [636]
top_k =  500
Partition function (log Z): -9.331154938641648

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9052066128261653
Position 657: 0.2982027745915617
Position 1465: 0.0274284171392832
Position 1309: 0.016430360468533297
Position 110: 0.007694776030012373
Position 1673: 0.0051748955338435055
Position 86: 0.0051532015946896825
Position 1155: 0.004251221535393254
Position 1692: 0.0028514864371997455
Position 81: 0.0025647172870916553
Position 1698: 0.0021528668032277593
Position 126: 0.0018120022393593325
Position 65: 0.001244096931174789
Position 1314: 0.0011687954077411506
Position 1644: 0.0005589690671277643
Position 973: 0.0005286061070633572
Position 321: 0.000312361400255427
Position 121: 0.00016899765130881422
Position 5: 0.00012686379129447646
Position 813: 0.00011775631006451392
Position 679: 0.00011414257678144146
Position 1189: 0.00010253223485902249
Position 305: 9.503744718945313e-05
Position 687: 8.554170381125156e-05
Position 712: 8.276380615865495e-05
Position 101: 7.386785339018472e-05
Position 1008: 2.006905893467844e-05
Position 279: 1.9053795271199282e-05
Position 345: 1.817216431834416e-05
Position 212: 1.215847730516729e-05
Position 327: 1.1575862857697913e-05
Position 524: 9.797497073862353e-06
Position 472: 7.904428778947531e-06
Position 273: 4.3576857906200655e-06
Position 115: 2.970537278482472e-06
Position 271: 2.892833605238413e-06
Position 703: 2.6927296720096444e-06
Position 262: 2.294132628592796e-06
Position 1119: 1.8939409905827439e-06
Position 1088: 1.7242375535042185e-06
Position 309: 1.4925540769321023e-06
Position 1002: 8.446466852580597e-07
Position 450: 8.145550852321491e-07
Position 697: 8.105511016659263e-07
Position 400: 2.675658015930157e-07
Position 486: 1.3502916166215015e-07
Position 416: 7.894303458713141e-08
Position 8: 7.882429700633066e-08
Position 659: 7.218287712075333e-08
Position 526: 6.538573257709434e-08
Position 554: 3.240712645382673e-08
Position 392: 1.981278511578508e-08
Position 669: 1.901306378252439e-08
Position 430: 1.5950756812796117e-08
Position 595: 6.913857380016075e-09
Position 331: 2.6793633219823136e-09
Position 575: 6.563114738873295e-13
Position 581: 4.674907607682302e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 636: 0.40732851350374194
Position 735: 0.2160953542511763
Position 900: 0.13127735365660126
Position 1272: 0.10481869289390296
Position 345: 0.09600381639344796
Position 1356: 0.0766016849376802
Position 747: 0.0474567476186701
Position 1408: 0.036320344605607006
Position 595: 0.03394587486418048
Position 1804: 0.018451661985668243
Position 225: 0.01559588748159181
Position 759: 0.010820173849551256
Position 1537: 0.009237794398504003
Position 1541: 0.008913833561607198
Position 784: 0.0072852712323806575
Position 1480: 0.00695380561601888
Position 1750: 0.006906584868918268
Position 1362: 0.006515338807916872
Position 1313: 0.006117671479672335
Position 1553: 0.0050366704745791495
Position 192: 0.004279920708608219
Position 154: 0.0034045769772150596
Position 1293: 0.0028557696970454636
Position 1582: 0.002757301875417211
Position 1154: 0.0025324695763657206
Position 1387: 0.002478713813489495
Position 1086: 0.0024407971654162876
Position 1947: 0.0019698632146437963
Position 656: 0.0011843612672219216
Position 712: 0.001047290210741182
Position 825: 0.0009779700972190808
Position 1464: 0.0007021266426158093
Position 1117: 0.0006061952357098012
Position 1907: 0.0006017653821138539
Position 695: 0.0005831727688123392
Position 1181: 0.0005737644433678326
Position 1825: 0.0005449915482495088
Position 1770: 0.00048793406075145615
Position 1815: 0.00044765511322462405
Position 1990: 0.0003765810262133056
Position 1987: 0.0003651493509779639
Position 1690: 0.00033798103985094427
Position 1202: 0.00017447466722196614
Position 141: 0.0001593323079507914
Position 2010: 7.910841440175272e-05
Position 836: 3.7797586177668366e-05
Position 1164: 3.457903521912252e-05
Position 603: 3.229067299517947e-05
Position 1622: 1.8885136291100245e-05
Position 618: 1.1288733148009823e-05
Position 1225: 8.70416610377001e-06
Position 1046: 8.510839118388856e-06
Position 1189: 7.831775473286253e-06
Position 1411: 3.4462275843485518e-06
Position 1602: 2.3902718065212757e-06
Position 605: 2.343692536355567e-06
Position 1246: 1.859908174876788e-06
Position 1183: 1.7288644842380074e-06
Position 1054: 1.080057316508566e-06
Position 1446: 7.116623389483555e-07
Position 232: 1.2810258340201225e-07
Position 245: 5.9352192738529895e-08
Position 74: 8.717383672299682e-13
Position 115: 6.872412775401503e-13
Position 99: 4.4804153356874024e-13
Position 109: 3.3793915993178665e-13
