Gene = COPB2
index = 396
Annotated 5SS: [  185  6435 10353 10686 11692 14265 15244 16067 16520 18010 20277 20472
 21588 22718 23165 27326 28652 30463 30735 30989 31533]
Annotated 3SS: [ 6296 10265 10558 11542 14117 15143 15923 16319 17898 20187 20364 21443
 22586 22956 27214 28436 30369 30553 30919 31460 31773]
SMsplice 5SS: [  102  6435 10353 10686 11692 14265 15244 16067 16520 18010 20277 20472
 21588 22718 23165 27326 28652 30463 30735 30989 31533]
SMsplice 3SS: [ 6296 10233 10558 11628 14117 15143 15923 16319 17898 20187 20364 21443
 22586 22956 27214 28436 30369 30553 30919 31460 31773]
top_k =  500
Partition function (log Z): 57.5772338074315

Sorted 5' Splice Sites (High to Low Probability):
Position 10353: 0.9986916882354108
Position 23165: 0.9936679056703577
Position 6435: 0.9909903045759917
Position 27326: 0.9883729143735474
Position 18010: 0.98761757295232
Position 20277: 0.9816667742435708
Position 30735: 0.9748772397268143
Position 30463: 0.9690382196143779
Position 22718: 0.9537621980188432
Position 16520: 0.93852196384182
Position 20472: 0.931499375321794
Position 31533: 0.9241379138252989
Position 15244: 0.9240400156421704
Position 14265: 0.9133664597241937
Position 21588: 0.86439113802772
Position 30989: 0.8593459941227376
Position 10686: 0.8561053884701605
Position 11692: 0.7271227028971913
Position 24914: 0.560817260818037
Position 24349: 0.5332280136458896
Position 102: 0.515962902415367
Position 28652: 0.49797117997488594
Position 16067: 0.43502406148802586
Position 8272: 0.43325493524970293
Position 15997: 0.37533810631268877
Position 7971: 0.35240867467346615
Position 10976: 0.3311174148296604
Position 20701: 0.2690255978305031
Position 4913: 0.202266696304079
Position 114: 0.1936615976022044
Position 24935: 0.18001645957051957
Position 9983: 0.1681067491781708
Position 17171: 0.16641025930506756
Position 23571: 0.14778355687534922
Position 14830: 0.14015219270944218
Position 24510: 0.1284875997985029
Position 185: 0.12800177356271403
Position 28594: 0.1235671818752678
Position 9961: 0.1183816449791602
Position 8952: 0.11404462432488485
Position 23632: 0.10178337001938173
Position 10711: 0.09095411899458185
Position 264: 0.09060187480504264
Position 24671: 0.0859181015374881
Position 14227: 0.08423564620633041
Position 4729: 0.08002579660955507
Position 17147: 0.07455588445703343
Position 15992: 0.07429096567055872
Position 19181: 0.06325550696237553
Position 15257: 0.0612167367710388
Position 26419: 0.06058821986595196
Position 8135: 0.052244345544666365
Position 143: 0.045122098369441234
Position 21900: 0.043671854015657895
Position 16242: 0.043489361338198376
Position 17261: 0.03991883427357561
Position 25415: 0.03668069195285604
Position 31537: 0.03471782000320472
Position 13744: 0.034169345062398104
Position 24806: 0.03328803896091307
Position 17164: 0.03174817225517372
Position 18813: 0.029561394606102857
Position 12751: 0.0290152096697528
Position 24520: 0.028561768730469405
Position 10725: 0.027241599923652708
Position 23895: 0.026291263968928603
Position 86: 0.025022112839437304
Position 5528: 0.024968505686894307
Position 5652: 0.024866955565502415
Position 28036: 0.0245728025979652
Position 5373: 0.02337661178230224
Position 14836: 0.022404034285310022
Position 11430: 0.019027931428916515
Position 5694: 0.017696905009292087
Position 780: 0.01703566977628832
Position 16569: 0.016809962557908027
Position 4948: 0.0164942665157167
Position 3574: 0.015670877792616354
Position 12783: 0.015474237354504082
Position 30455: 0.01546770503672689
Position 24332: 0.01543142183128299
Position 21356: 0.015188905224878493
Position 18884: 0.01516763326510179
Position 3567: 0.01503119010892959
Position 16438: 0.014610193972163458
Position 28979: 0.014440249662824011
Position 20972: 0.01413424140078698
Position 28994: 0.01375545275800874
Position 28975: 0.013478432956780698
Position 20019: 0.012612624494751406
Position 10957: 0.012565758650145469
Position 24622: 0.012314861483796713
Position 29053: 0.011446754647956739
Position 31919: 0.011401188961252005
Position 23290: 0.011026884808731116
Position 15481: 0.010969499418549345
Position 16458: 0.010685023854709461
Position 6625: 0.010504707137153018
Position 15448: 0.00977562177178129
Position 11091: 0.009692635088613883
Position 9206: 0.009688172316825314
Position 28575: 0.00951402104264578
Position 23378: 0.00949971621422303
Position 16088: 0.009372438021536813
Position 13676: 0.00915489936609085
Position 27017: 0.008471815450662388
Position 19960: 0.008287894933942134
Position 5827: 0.008221110860194815
Position 9084: 0.007983001909868993
Position 3245: 0.007716407085899023
Position 8265: 0.007655142501497045
Position 31872: 0.006970491077027954
Position 31316: 0.0069427036136825515
Position 8937: 0.00681079779499819
Position 20842: 0.006744544437288056
Position 16555: 0.006624534709442896
Position 1842: 0.005968072954877381
Position 17089: 0.005745336460339135
Position 15570: 0.0055469361624914055
Position 17209: 0.005497078961284222
Position 5492: 0.005426543272535075
Position 31601: 0.004928562881671133
Position 5700: 0.004836683000500604
Position 11449: 0.004824642244990109
Position 7578: 0.004791216516995808
Position 17004: 0.004598869510507805
Position 13381: 0.0045863756777628105
Position 27615: 0.00451934905292277
Position 22629: 0.0044704630967110255
Position 3229: 0.004252120075532011
Position 18380: 0.004083169465626941
Position 14376: 0.00383954382518381
Position 18796: 0.003783074139358613
Position 15232: 0.003599669690065467
Position 7105: 0.0035972540006446695
Position 517: 0.0034347362269452142
Position 4463: 0.0033237743704196405
Position 9693: 0.0032614504656720404
Position 27373: 0.0031186009556189048
Position 31193: 0.0029864993077105143
Position 13414: 0.002942812506785598
Position 19771: 0.002900512585546571
Position 22757: 0.0027962316541733194
Position 19956: 0.0026585555108560015
Position 3050: 0.0026224162249702367
Position 14834: 0.002595978610859439
Position 21377: 0.002556272247934752
Position 15929: 0.0024801957626500405
Position 31170: 0.0024493029943616533
Position 17676: 0.002422914090860377
Position 90: 0.002390198584865482
Position 22214: 0.0023544292934582593
Position 19572: 0.0021991317724730855
Position 4402: 0.0021579923669658506
Position 15539: 0.002125942394406228
Position 22196: 0.0019894243756548393
Position 30867: 0.0019387056530099746
Position 6408: 0.00187442970563731
Position 7166: 0.0018014565839812703
Position 15514: 0.0017728693193699938
Position 16237: 0.001677323668010885
Position 11460: 0.0016742144000439687
Position 9536: 0.0016213288004309013
Position 5117: 0.0015897238407806594
Position 22726: 0.0015767638701664074
Position 3282: 0.0014678666164443246
Position 14736: 0.001424837317828005
Position 28483: 0.0012773658316139
Position 12633: 0.001268405671349683
Position 23689: 0.0012535442874589172
Position 27369: 0.001231779582113661
Position 21083: 0.001081728384308894
Position 14564: 0.0010752475883353708
Position 1846: 0.0010638068898533109
Position 9023: 0.0010514411908129529
Position 1901: 0.0010296903821610003
Position 2853: 0.0010286370114584154
Position 22594: 0.0010168770221073667
Position 27949: 0.0009911852158917174
Position 6410: 0.0008864616251340988
Position 30681: 0.0008613088812102134
Position 8410: 0.0008002939225203376
Position 7289: 0.0007847926619657837
Position 10357: 0.0007711053027932751
Position 17728: 0.0007603449965336029
Position 14614: 0.0007230267927898179
Position 20188: 0.0006659021171109445
Position 2227: 0.0006604239222457694
Position 21120: 0.000652313434864995
Position 12907: 0.0006359425854954843
Position 2752: 0.0006356332111400457
Position 31007: 0.0005998096537335899
Position 15061: 0.0005988785285790583
Position 4765: 0.0005931320965730062
Position 2966: 0.0005930241342128455
Position 21740: 0.000574912280060606
Position 14200: 0.0005733735382297371
Position 30993: 0.0005371823723359084
Position 8022: 0.0004904748860394353
Position 11046: 0.00047629938714129414
Position 6555: 0.0004522961611025419
Position 14960: 0.00044378601780947465
Position 22825: 0.0004267663757054821
Position 22871: 0.0004157862877312077
Position 11712: 0.0004123521578336826
Position 16144: 0.0003997031402231691
Position 23172: 0.0003958081585422966
Position 21833: 0.0003833961176493577
Position 16092: 0.0003659557650390841
Position 6406: 0.0003543477141788493
Position 16061: 0.0003286057350489852
Position 7389: 0.0002627690233884177
Position 7203: 0.00024150673330206707
Position 15626: 0.00021458641689495143
Position 23105: 0.0001746470255800447
Position 15643: 0.00013976746952842984
Position 30767: 0.00013755144957058003
Position 30629: 0.0001313995039738181
Position 20283: 8.99446053278957e-05
Position 30784: 8.942335369464569e-05
Position 15639: 8.927738843453559e-05
Position 7686: 7.914135249448879e-05
Position 27365: 7.427345796160009e-05
Position 6738: 7.120026507572081e-05
Position 32147: 5.758072681379152e-05
Position 10492: 5.493515021926294e-05
Position 18741: 5.448014486462937e-05
Position 10287: 4.3017453602143306e-05
Position 18294: 2.849799416982329e-05
Position 10316: 2.805268280142409e-05
Position 6946: 2.081028531290472e-05
Position 7549: 1.9386945323825594e-05
Position 350: 1.8402497329410714e-05
Position 15305: 1.7543173747266996e-05
Position 189: 1.583310505162749e-05
Position 10395: 1.2266685861222106e-05
Position 10338: 8.249614493432399e-06
Position 10641: 8.06201879828701e-06
Position 504: 7.890623375253124e-06
Position 10407: 7.78747957302148e-06
Position 15248: 4.085604995791902e-06
Position 15277: 3.745626974320527e-06
Position 136: 1.5824460899636703e-06
Position 18023: 1.5577556572696395e-06
Position 31494: 1.1786456171337014e-06
Position 118: 7.581751502139449e-07
Position 27858: 4.1943537618572157e-07
Position 224: 2.8483199045952576e-07
Position 106: 1.6999405528790747e-07
Position 683: 1.6742905599787006e-07
