Gene = RGSL1
index = 1137
Annotated 5SS: [    33   3895   8248   9988  22412  24397  38202  39057  42984  71964
  77627  80216  80765  82646  90276  98310  98679 101064 103396 104548
 106077]
Annotated 3SS: [  3811   8172   9857  22249  23428  38138  38833  42875  71857  77432
  80097  80643  82515  90100  98170  98553 100953 103308 104480 105877
 110132]
SMsplice 5SS: [    33  22387  27782  38202  39057  42984  65636  80216  80823  82646
  90276  98310  98679 101064 103396 105720 106077]
SMsplice 3SS: [ 22249  27554  38018  38833  42875  65491  80097  80643  82515  90100
  98170  98553 100990 103308 105592 105877 110132]
top_k =  500
Partition function (log Z): -53.288042742421

Sorted 5' Splice Sites (High to Low Probability):
Position 22387: 0.7186642039460448
Position 8248: 0.6427954402137417
Position 3409: 0.6355974782287528
Position 33: 0.6184137346401445
Position 3895: 0.5648679551615136
Position 431: 0.513198700468502
Position 9988: 0.4827499810084718
Position 316: 0.05810475261399901
Position 8268: 0.02115149812615107
Position 1222: 0.020570465599157345
Position 1619: 0.018899085440123236
Position 10611: 0.007756862794343018
Position 860: 0.002628542698791004
Position 1694: 0.0023968681204873145
Position 10219: 0.0017173274284029202
Position 3386: 0.0014407804022311503
Position 10604: 0.0013956868321485624
Position 566: 0.0011588340183571332
Position 942: 0.0011530355148873324
Position 3359: 0.0011329269663284635
Position 5102: 0.0006679354886034159
Position 10912: 0.0005908794431501706
Position 5119: 0.0003444698617862144
Position 139: 0.00027221219656130193
Position 10589: 0.00017473309333159055
Position 3600: 0.0001521995155532844
Position 323: 0.0001126860562835647
Position 273: 8.08013517050557e-05
Position 820: 7.685173158428741e-05
Position 105: 7.422555816083861e-05
Position 8711: 7.306547630758127e-05
Position 10159: 3.265074522328242e-05
Position 229: 2.5423217308910626e-05
Position 1395: 2.5372952612891158e-05
Position 68: 2.3694326225673262e-05
Position 52: 1.7702645807414247e-05
Position 788: 1.2632739583930941e-05
Position 37: 1.1861092932126635e-05
Position 483: 1.0350992008389944e-05
Position 280: 4.841457756384421e-06
