Gene = IQUB
index = 717
Annotated 5SS: [  573 21005 23048 29747 30005 30352 36253 53154 63735 68116 71592 75568]
Annotated 3SS: [20603 22912 29584 29831 30195 36041 52977 63563 67938 71342 75381 80022]
SMsplice 5SS: [  573 29747 30005 30352 39627 40173 53154 63735 71592 75568]
SMsplice 3SS: [29584 29831 30195 39413 40031 52977 63563 71418 75381 80022]
top_k =  500
Partition function (log Z): -44.762737860132724

Sorted 5' Splice Sites (High to Low Probability):
Position 573: 0.6588534446806148
Position 637: 0.1409041119304418
Position 5298: 0.12323766115498176
Position 398: 0.08999635495644155
Position 585: 0.08802004881304888
Position 4704: 0.08335429104728315
Position 160: 0.047573949591685774
Position 11427: 0.0433730350366302
Position 8864: 0.042690890850215935
Position 4748: 0.03133627423872283
Position 5864: 0.028873048149916238
Position 1310: 0.02428369687462197
Position 632: 0.02179105456084803
Position 7653: 0.012532125671742335
Position 871: 0.011104764808414257
Position 10534: 0.005637927585475501
Position 4680: 0.005152723639269004
Position 5075: 0.0048384485011939956
Position 10967: 0.004529136421187892
Position 247: 0.00410562500876667
Position 10183: 0.003134930203585769
Position 5495: 0.002083721022911923
Position 4390: 0.001239853464545476
Position 4756: 0.000935290583008145
Position 2638: 0.0008893301700470285
Position 4660: 0.0008697040923930191
Position 286: 0.0006306047746298495
Position 6142: 0.0005342884081386261
Position 165: 0.0004104541697352975
Position 252: 0.00021003880368800182
Position 80: 0.00020089583806373528
Position 3842: 0.00018844916574519346
Position 1956: 0.00015999120381197102
Position 35: 0.00014589903223423997
Position 404: 5.534630646973123e-05
Position 249: 1.5149374437123263e-05
Position 387: 1.3218519852281622e-05
Position 179: 7.047675601555117e-06
Position 264: 6.477367537757064e-06
Position 747: 6.193575661433187e-06
Position 1108: 4.469360532356108e-06
Position 419: 1.4060161064102741e-06
Position 416: 1.3701440995562597e-06
Position 2291: 1.1497366435993008e-06
Position 1249: 5.499366426751612e-07
Position 323: 5.139831940527199e-07
Position 167: 3.7341495966875924e-07
Position 527: 2.3397017215707483e-07
Position 402: 1.5329349291551049e-07
Position 577: 1.1646981294295066e-07
Position 409: 8.216214633141346e-08
Position 624: 6.150712906898702e-08
Position 579: 3.964163190161365e-08
Position 379: 1.904688567991469e-08
Position 442: 1.3898143895176936e-09
Position 489: 1.7899996938222584e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 20603: 0.3126330603502936
Position 11858: 0.2487141822725081
Position 12632: 0.14178957716673565
Position 5228: 0.14074156350503106
Position 4596: 0.12916510719346827
Position 5576: 0.09033016382704089
Position 8715: 0.08517128580059334
Position 503: 0.05533865511499546
Position 12657: 0.04832613272800758
Position 9797: 0.025959462627276053
Position 11308: 0.024368515910493233
Position 11304: 0.023481471446766346
Position 7420: 0.01722277449101054
Position 4913: 0.014383234865782846
Position 6058: 0.013218813911789732
Position 5392: 0.010601480511919323
Position 489: 0.008091567151893532
Position 10387: 0.007610814585819949
Position 2520: 0.007510565377652115
Position 10888: 0.007396538225479133
Position 1248: 0.007149151101894577
Position 6664: 0.006929926805553573
Position 4295: 0.006776324489431059
Position 5423: 0.0065708344980996815
Position 416: 0.006046252630249354
Position 6024: 0.0036408115671398913
Position 2818: 0.003459070215877298
Position 9932: 0.0033536511782413327
Position 387: 0.002746007690248771
Position 4615: 0.002708591894695733
Position 4632: 0.002079239073434641
Position 1105: 0.001976552564739465
Position 1245: 0.0019598529529689223
Position 2919: 0.0018597173603103554
Position 284: 0.001835961043183703
Position 728: 0.0016390411744969969
Position 3725: 0.001478929645339234
Position 4330: 0.0011737187198887417
Position 762: 0.001121136947252855
Position 678: 0.0009722355145863408
Position 2589: 0.0006936517932597621
Position 5603: 0.0005789798929382202
Position 6072: 0.0005160303337650585
Position 5578: 0.0004244726239878241
Position 1927: 0.00041230716457489613
Position 3830: 0.00039948287140638655
Position 455: 0.0003976715585874301
Position 5167: 0.0002782773170780739
Position 750: 0.00023339262430895476
Position 2539: 0.00022667254919647012
Position 804: 0.0002243862182882044
Position 3508: 0.00020116419032126871
Position 397: 0.0001546345099164613
Position 4161: 0.00014652632483406737
Position 3082: 0.00014010652850898408
Position 732: 0.00011912398834787622
Position 5148: 0.0001183054710464427
Position 1891: 9.803050297211117e-05
Position 3931: 9.512795494856343e-05
Position 568: 9.223347705409025e-05
Position 4179: 8.314147035158232e-05
Position 4018: 8.146534098780335e-05
Position 442: 7.961614065400405e-05
Position 1912: 7.216458815859967e-05
Position 3842: 7.028061922409943e-05
Position 2768: 5.712414093901027e-05
Position 5800: 5.565076037518918e-05
Position 1906: 4.9675238751051286e-05
Position 1300: 4.412584109415552e-05
Position 1614: 4.2121512697856465e-05
Position 2522: 4.206499739792706e-05
Position 1353: 2.9674026263828285e-05
Position 1147: 2.7198821561356393e-05
Position 328: 2.5426267699030735e-05
Position 621: 2.485546986806662e-05
Position 1032: 2.4070770985606936e-05
Position 459: 2.02863021890838e-05
Position 519: 9.479659885000546e-06
