Gene = SLU7
index = 1274
Annotated 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
Annotated 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
SMsplice 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
SMsplice 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
top_k =  500
Partition function (log Z): 36.185573518740426

Sorted 5' Splice Sites (High to Low Probability):
Position 11066: 0.9996300366069331
Position 14955: 0.9995374530586962
Position 4270: 0.9953570925545787
Position 14586: 0.9784423186511375
Position 6944: 0.974197652604323
Position 11424: 0.9685166390025562
Position 5076: 0.949410222515829
Position 372: 0.9313715344967897
Position 5496: 0.8435568730945083
Position 11919: 0.8311805296168404
Position 14364: 0.7488853813206305
Position 12927: 0.7432551857898899
Position 10745: 0.7316755054845361
Position 5939: 0.6437560961080107
Position 11649: 0.4950875663905763
Position 144: 0.3431996072811925
Position 14391: 0.23318080235838895
Position 10: 0.20313955666823233
Position 2283: 0.18343114198129923
Position 1170: 0.1386665604875065
Position 799: 0.12280483509332044
Position 14752: 0.0895744666330501
Position 12893: 0.07199492915026277
Position 15146: 0.06975093924628942
Position 1492: 0.06443768479999913
Position 2655: 0.0626286989379371
Position 16013: 0.06259638001507356
Position 5920: 0.055234457524407025
Position 1403: 0.0454997999814225
Position 6730: 0.045046042320864295
Position 6550: 0.04123885995468763
Position 9505: 0.03788025316815236
Position 3252: 0.029778266575338216
Position 7816: 0.024488750823460994
Position 2344: 0.024428040485066593
Position 9831: 0.022846852532281633
Position 5054: 0.02169458344753515
Position 1479: 0.0210214329534001
Position 16246: 0.02050330141051763
Position 3119: 0.020472143061062827
Position 10255: 0.01928680084132857
Position 3182: 0.018643097874993225
Position 5131: 0.017764656171304165
Position 9035: 0.01771040035272703
Position 15249: 0.01393118216463277
Position 6243: 0.012768959200361705
Position 2931: 0.01263806832934102
Position 15139: 0.011958263321623731
Position 8935: 0.011204694272418053
Position 5658: 0.010684004716126554
Position 14746: 0.010520264070245427
Position 11582: 0.010026515856195187
Position 13547: 0.009044447842472964
Position 307: 0.00883738425398278
Position 14715: 0.008429267285807684
Position 13646: 0.008075832474862302
Position 7841: 0.007509123036419968
Position 14368: 0.007468269334824404
Position 12187: 0.006877068454571565
Position 6972: 0.006697275402423245
Position 6459: 0.006168256295471367
Position 1160: 0.005771595073926167
Position 8296: 0.005403157544485196
Position 10841: 0.004808159207035566
Position 838: 0.004801563145151663
Position 827: 0.004267359420465977
Position 3922: 0.0040141577981266715
Position 779: 0.003480559224145436
Position 8867: 0.003383114590933001
Position 5805: 0.002950581036437358
Position 15451: 0.0029167126491035076
Position 7792: 0.00290529868634589
Position 11611: 0.0028508680784665383
Position 10094: 0.0025986258303943564
Position 15575: 0.0023506222941112264
Position 11442: 0.0022926368517310566
Position 14101: 0.002278702959594048
Position 11466: 0.0019514723265806248
Position 10769: 0.0017638842106046122
Position 5930: 0.0017210609476648968
Position 15850: 0.0016034603130106887
Position 5596: 0.0015818540701449681
Position 1186: 0.0015221812610132447
Position 6252: 0.0012888863719808224
Position 1294: 0.0012645486420436547
Position 16066: 0.0011999099860615337
