Gene = RCSD1
index = 1126
Annotated 5SS: [  337 53909 55418 60028 64210 67750]
Annotated 3SS: [53806 55327 59955 64005 67005 74570]
SMsplice 5SS: [  337 13907 53909 55418 60028 64210]
SMsplice 3SS: [13803 53806 55327 59955 64005 74570]
top_k =  500
Partition function (log Z): -40.00339728505653

Sorted 5' Splice Sites (High to Low Probability):
Position 13907: 0.652180442801496
Position 337: 0.6163906418289313
Position 554: 0.4964434645907863
Position 13027: 0.39548025668922654
Position 10418: 0.3594906409838493
Position 372: 0.2875374544020172
Position 298: 0.08129496132042557
Position 3714: 0.07831184475534525
Position 8350: 0.022269959280145156
Position 3289: 0.01707103676910095
Position 8202: 0.008650205115943175
Position 3362: 0.004830526368018973
Position 8555: 0.0029423165690885054
Position 3303: 0.0028886518600200395
Position 274: 0.0018297818217520984
Position 1001: 0.0015645906916653676
Position 381: 0.0011792264031380462
Position 3740: 0.0010175447832728767
Position 550: 0.0005932602048074004
Position 923: 0.0003695052098381005
Position 3444: 0.0002292923770882428
Position 24: 0.00022732826344526664
Position 1947: 0.00022230394389756965
Position 1068: 0.0001901551311099703
Position 379: 5.2521223179880956e-05
Position 42: 6.828252657928375e-06
Position 536: 6.683398004659053e-06
Position 4: 6.5421523563339124e-06
Position 314: 5.6747935270300055e-06
Position 797: 4.7087096636173315e-06
Position 603: 1.907530523231088e-06
Position 302: 1.8646067745957173e-06
Position 30: 1.5224475329540016e-06
Position 63: 1.1279511815957133e-06
Position 217: 7.894071996143542e-07
Position 793: 2.2097665369243045e-07
Position 677: 9.50907873988089e-08
Position 516: 8.987252044146372e-08
Position 746: 5.404346693571283e-08
Position 169: 1.0744046369770018e-08
Position 136: 2.9597733989574325e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13803: 0.7395702675069186
Position 457: 0.45685790626377737
Position 12927: 0.38868141180816385
Position 10317: 0.3698680370207766
Position 16051: 0.27308911675196124
Position 18036: 0.1448392583351727
Position 14138: 0.10180055825501853
Position 16642: 0.08832156012322506
Position 15163: 0.06820208682417461
Position 8447: 0.04566984099094034
Position 8296: 0.0436691250686353
Position 12750: 0.04215826134908602
Position 3555: 0.0419860511958671
Position 4046: 0.032709352890331014
Position 3577: 0.019671744944480492
Position 11958: 0.016650752726225675
Position 8693: 0.015971111908613708
Position 460: 0.014156122869645073
Position 3143: 0.013230697800200444
Position 8116: 0.01174766339990224
Position 6516: 0.010891326407229151
Position 3619: 0.01010526892962107
Position 3223: 0.00964701280869688
Position 429: 0.008620120466225097
Position 13418: 0.0070725248414977475
Position 9444: 0.0055494053918793826
Position 422: 0.005497660458163444
Position 3616: 0.005230700423530182
Position 3517: 0.004591632645623545
Position 4402: 0.004071352385710627
Position 9420: 0.003260634309807508
Position 6541: 0.0032445152591316483
Position 7705: 0.001878403667374456
Position 8757: 0.0016978488821655247
Position 1416: 0.0016767377278445598
Position 2308: 0.0011508460555282544
Position 8426: 0.0011063779291213445
Position 986: 0.0010593909663314963
Position 3003: 0.0010159513960598494
Position 866: 0.0009487955462494389
Position 1021: 0.0009295558863984642
Position 3756: 0.0008601654801505649
Position 4652: 0.0008255232576223429
Position 3091: 0.0007844116513435936
Position 5280: 0.0007813660021378853
Position 526: 0.0007385468932523346
Position 3739: 0.0007080506531419228
Position 3160: 0.0005997587231456609
Position 504: 0.0005994995066583074
Position 2356: 0.000529189428155665
Position 5697: 0.0005155765887790893
Position 3207: 0.0004661188359507199
Position 1366: 0.00043155389161368983
Position 3045: 0.00040180313897146487
Position 7781: 0.00039093427509629975
Position 7437: 0.00038302487637027044
Position 4824: 0.00038030941473491883
Position 5872: 0.0003669491049673302
Position 1308: 0.000361564707232684
Position 4984: 0.00036122950780701326
Position 1486: 0.0003513552079690789
Position 4944: 0.0003451573434139559
Position 2219: 0.0002973333672651211
Position 2151: 0.0002845051013295361
Position 5057: 0.00026755190606348616
Position 910: 0.00024204770830413446
Position 4763: 0.00022577176930472647
Position 5901: 0.00019171641573760307
Position 4070: 0.00018925146622473312
Position 149: 0.0001670294304107781
Position 1902: 0.00016478203033336135
Position 2335: 0.0001588437513364915
Position 3557: 0.00015806432546137052
Position 1829: 0.00015106020931511194
Position 927: 0.00014524003632601943
Position 701: 0.00010928519556246329
Position 1287: 0.00010782501451516574
Position 826: 0.00010130499236186287
Position 739: 9.365792501836569e-05
Position 2168: 8.393677608771851e-05
Position 1756: 8.362926018045207e-05
Position 1778: 8.229899488911081e-05
Position 837: 7.950233301328276e-05
Position 958: 7.806608737928723e-05
Position 4220: 7.655783083266205e-05
Position 2602: 7.49033946056334e-05
Position 1737: 6.418410021323399e-05
Position 1670: 6.2335418858215e-05
Position 1576: 6.099367579719821e-05
Position 1102: 5.404582418499658e-05
Position 2949: 2.9747966494272172e-05
Position 1835: 2.8052697468673103e-05
Position 1436: 2.466646749519861e-05
Position 1412: 2.2925893162692804e-05
Position 1105: 1.647230969375086e-05
Position 1850: 1.0039998247892769e-05
Position 717: 9.054269166078232e-06
Position 229: 6.731175233575203e-06
Position 169: 5.069708909056262e-06
Position 1712: 4.1262803153423805e-06
Position 783: 9.96320387002831e-07
Position 312: 7.888555608527066e-07
Position 763: 6.187972175524608e-07
Position 714: 4.769349993039417e-07
Position 741: 4.4364192979202163e-07
Position 177: 2.2906829569464482e-07
Position 778: 1.588540048500799e-07
Position 671: 1.2738380207621297e-07
Position 376: 8.515958042752106e-08
Position 721: 7.84823606724933e-08
Position 724: 6.228785150232855e-08
Position 661: 5.824688700168631e-08
Position 615: 4.7711783631024495e-08
Position 665: 4.263944284182566e-08
Position 676: 3.253275173436264e-08
Position 755: 2.8004184175788062e-08
Position 187: 2.439743929544307e-08
Position 356: 1.7337539301253764e-08
Position 342: 1.2873088352277534e-08
Position 314: 6.181826585847778e-09
Position 327: 1.64533879141593e-09
Position 253: 1.636461021493889e-09
Position 294: 1.3735360729532836e-09
Position 336: 1.0364053805800398e-09
Position 369: 5.812863728218181e-10
Position 265: 4.1119434671785357e-10
Position 352: 3.3401666488534236e-10
Position 182: 2.9178435845332366e-10
Position 258: 2.74646995656466e-10
Position 543: 4.025726852244587e-11
Position 278: 1.5549516733160917e-11
Position 594: 4.419465007823002e-13
