Gene = NTPCR
index = 967
Annotated 5SS: [  121  5096  5820 19495]
Annotated 3SS: [ 4932  5722 19284 27538]
SMsplice 5SS: [  121  5096  5820 13713 15686 17246 17487 18430 18652 19495]
SMsplice 3SS: [ 4932  5722 13563 15587 17160 17434 18268 18544 19284 27538]
top_k =  500
Partition function (log Z): -1.4058405811193189

Sorted 5' Splice Sites (High to Low Probability):
Position 13713: 0.952292179800166
Position 121: 0.9477717928564436
Position 17487: 0.8816971534194314
Position 18430: 0.8220468674329993
Position 5820: 0.718370819841412
Position 17246: 0.6703822044987173
Position 19495: 0.6090597702996308
Position 5096: 0.5647737094934521
Position 6206: 0.5206744817139596
Position 7283: 0.476336667731085
Position 15686: 0.46592659293350613
Position 18652: 0.4545769583377804
Position 15690: 0.3786999210131907
Position 7423: 0.3636833691748677
Position 7483: 0.278191704834486
Position 5824: 0.27127931807378036
Position 8745: 0.24526476492035357
Position 14741: 0.21621759950463704
Position 27685: 0.21249840247041893
Position 9356: 0.17836655554020908
Position 13004: 0.14600158702316304
Position 509: 0.1397916863139809
Position 16003: 0.12295849175516217
Position 8709: 0.10441808412128949
Position 10098: 0.10299236536599796
Position 16378: 0.09867090467453023
Position 4658: 0.09510272106170646
Position 14198: 0.09253263242092194
Position 19203: 0.06443017966373384
Position 898: 0.06404257796342717
Position 16206: 0.06217193189238195
Position 20705: 0.05901649324618822
Position 2584: 0.05331839811367888
Position 821: 0.04764780601906333
Position 27583: 0.04732621351567018
Position 24555: 0.03951896081523963
Position 18953: 0.03778524864534559
Position 3677: 0.03419602499650757
Position 19953: 0.03169063263889617
Position 7129: 0.02992214509433408
Position 19791: 0.028611653348683225
Position 19617: 0.023858388876028886
Position 8092: 0.022806821698354872
Position 19835: 0.021287109782803862
Position 20027: 0.017911229055222484
Position 14612: 0.017587681780509817
Position 20848: 0.017435704358675717
Position 3954: 0.017265443160625598
Position 19375: 0.017180097150296877
Position 19992: 0.012502010650338785
Position 16161: 0.01111625154713895
Position 2717: 0.010732669645405866
Position 3934: 0.010710199943525197
Position 23813: 0.010344159898497348
Position 6059: 0.00996807014492504
Position 85: 0.009419147242985287
Position 5357: 0.00921173309430234
Position 2162: 0.009066337088163946
Position 2380: 0.008502105762792667
Position 5526: 0.006905783905402439
Position 6201: 0.006569652563391827
Position 560: 0.005288096579659508
Position 4180: 0.003963078203716002
Position 17553: 0.0034811173208272503
Position 845: 0.003323922479394208
Position 4234: 0.0032616654882384457
Position 18617: 0.0029305120784992897
Position 696: 0.0027681631972452632
Position 4966: 0.0022765616112161093
Position 5091: 0.002138627565294797
Position 20715: 0.0020699713898351775
Position 1749: 0.0020555277164525667
Position 17557: 0.002045091864337894
Position 2701: 0.002021537244012704
Position 17525: 0.0020027003755752094
Position 2680: 0.001827454295310545
Position 21829: 0.0018184484654474252
Position 5367: 0.0014227783850007283
Position 399: 0.0014113699217551665
Position 18752: 0.0014097419010320976
Position 6369: 0.0012860067047867545
Position 7823: 0.0011649606192313587
Position 5765: 0.0011082594137685057
Position 4444: 0.001095221377480328
Position 522: 0.000983940376028856
Position 5546: 0.0009796380202233344
Position 19486: 0.0009752748435381219
Position 1076: 0.0008274739237211305
Position 833: 0.0007168741701037127
Position 17638: 0.0006103093134330757
Position 441: 0.000578150145217683
Position 7432: 0.0004762636233719275
Position 4257: 0.00045690097730782694
Position 1156: 0.0004323169506326709
Position 2744: 0.0003349112185774415
Position 5723: 0.00027971195868753185
Position 6219: 0.00023019420722303962
Position 152: 0.00015786818956181847
Position 161: 6.198455927482545e-05
Position 682: 5.020220940397282e-05
Position 337: 4.284423864686224e-05
Position 260: 3.6785594511845224e-05
Position 595: 2.8237759924502395e-05
Position 2374: 2.795099248266607e-05
Position 295: 2.0769624588260368e-05
Position 471: 2.059905905471896e-05
Position 7760: 1.5065703702474607e-05
Position 1240: 1.235280837477277e-05
Position 1865: 8.23132816938896e-06
Position 1000: 7.544152091851763e-06
Position 12: 7.48137081781729e-06
Position 1327: 5.920552028804533e-06
Position 756: 5.809158609353265e-06
Position 99: 4.5336948949085765e-06
Position 428: 4.172283212113403e-06
Position 1022: 4.117563293372482e-06
Position 272: 3.062802597645767e-06
Position 205: 1.952823901461349e-06
Position 7437: 1.915295846817084e-06
Position 526: 1.6965934309750866e-06
Position 476: 1.3769461360872344e-06
Position 411: 1.188405580591931e-06
Position 592: 9.011262338834679e-07
Position 495: 7.415408063444347e-07
Position 195: 3.5114867203606234e-07
Position 345: 2.783205056163004e-07
Position 276: 1.4051558199392553e-07
Position 190: 1.2774890138103888e-07
Position 235: 1.1121395882725995e-07
Position 7414: 4.779795502208813e-08
Position 101: 3.234421110655878e-08
Position 263: 1.5885367459172527e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5722: 0.9842600384810992
Position 27538: 0.9548712792809546
Position 15587: 0.8459245402672552
Position 18268: 0.834342899839741
Position 13563: 0.8030060410961423
Position 17434: 0.7923594929514736
Position 17160: 0.6620185052850391
Position 4932: 0.5669348748694203
Position 19284: 0.5456390842104805
Position 6103: 0.5035516033987558
Position 18544: 0.456213927082508
Position 8592: 0.349682849041643
Position 7377: 0.2599999786920055
Position 7371: 0.25376853463651905
Position 14643: 0.21099051509916183
Position 7045: 0.16972080397933823
Position 27859: 0.15883367165846696
Position 7024: 0.15414626427530442
Position 13487: 0.14928613870402388
Position 6927: 0.14684927667587594
Position 12803: 0.146001587023163
Position 16103: 0.12908018718705447
Position 7335: 0.10700045388935206
Position 9744: 0.102992365365998
Position 9253: 0.10009137727343904
Position 15941: 0.08008614292047488
Position 9280: 0.07827517826677
Position 20625: 0.07633576539251069
Position 31713: 0.07192546928417863
Position 19875: 0.06987642414391691
Position 2454: 0.06477346871153869
Position 669: 0.059200470013337905
Position 414: 0.058809786870724134
Position 19399: 0.058564810858612565
Position 19049: 0.05789448984642656
Position 13984: 0.0559919726470433
Position 4600: 0.044607063730967865
Position 15897: 0.04157432251412882
Position 3598: 0.03799687621075503
Position 17316: 0.03735615343087641
Position 19750: 0.033897623333631985
Position 19262: 0.0324130126489221
Position 14144: 0.03053025680511383
Position 764: 0.027984878911668704
Position 24345: 0.027873829370730702
Position 28022: 0.026366085361979125
Position 18650: 0.02528081849495821
Position 7115: 0.025153085033806723
Position 16300: 0.022614942144049077
Position 4532: 0.021240022221050488
Position 16066: 0.020263958782947546
Position 617: 0.018879587794405014
Position 19456: 0.01853336107790361
Position 6959: 0.018402912306646587
Position 369: 0.016919366055975896
Position 17473: 0.01657088434321365
Position 7926: 0.01612892444106611
Position 17214: 0.015715966829969934
Position 5913: 0.014765909582617092
Position 24437: 0.014532347123426093
Position 5236: 0.013546495484220886
Position 17404: 0.01284885109298692
Position 17369: 0.012680747857792307
Position 14548: 0.012143375561347626
Position 4571: 0.011875239952531702
Position 351: 0.011160424163158503
Position 17458: 0.010769488605058598
Position 14299: 0.010671390624637463
Position 3668: 0.010580644466474097
Position 23546: 0.010344159898497348
Position 4512: 0.010109715058408051
Position 705: 0.010034092826596468
Position 19713: 0.009652363168994944
Position 218: 0.009366007563069713
Position 28172: 0.009237785877367052
Position 25677: 0.0085962909284017
Position 19616: 0.007495109944229733
Position 3866: 0.0070091960393543805
Position 6043: 0.006489873658809014
Position 14171: 0.006010402968764775
Position 6127: 0.005541682990031344
Position 5618: 0.0052797127424728885
Position 5428: 0.005229287455760049
Position 2209: 0.005019583638666076
Position 6058: 0.0048122659284083585
Position 19890: 0.0046470872054479966
Position 2094: 0.00455203694602039
Position 20556: 0.004410906599249646
Position 6980: 0.0043819627015592635
Position 374: 0.0043758927022952655
Position 7929: 0.004363241575859368
Position 7407: 0.003943262273869635
Position 4489: 0.0038604835839176365
Position 1931: 0.0037943057971597024
Position 19127: 0.003684409511884214
Position 3802: 0.0034130072406436483
Position 4484: 0.0034101965148307365
Position 4012: 0.003169175170815111
Position 18608: 0.003161822468365312
Position 4152: 0.002715825177260923
Position 6752: 0.002689914825018088
Position 383: 0.0025136007137442373
Position 18975: 0.002168099777694195
Position 3465: 0.0019529368361587613
Position 6893: 0.0019497226866815897
Position 21732: 0.0018909893928831236
Position 25717: 0.0016481665558204018
Position 2293: 0.0016276721188987807
Position 5016: 0.0015163597039966588
Position 6076: 0.0015090978523315526
Position 4056: 0.001485515495430424
Position 312: 0.0014845833877070436
Position 396: 0.0014495425302092162
Position 2583: 0.0014237797593204585
Position 7780: 0.0013929101830495725
Position 1604: 0.0013137268131493865
Position 1911: 0.0011291958544694444
Position 7810: 0.0011039131555053107
Position 20146: 0.0010521387220473186
Position 6016: 0.0010298019187986905
Position 3634: 0.0008985590096278843
Position 19634: 0.0008916284813468037
Position 5795: 0.0007883358441025061
Position 4814: 0.0007376640965460986
Position 21897: 0.0007224844796257186
Position 502: 0.0007096529049022194
Position 2415: 0.0007083162645052499
Position 2560: 0.0006841148278163293
Position 19171: 0.000683180527728879
Position 4180: 0.0006645037221715881
