Gene = COMMD10
index = 394
Annotated 5SS: [   103   2597   6199   7710  49188 206586]
Annotated 3SS: [  2505   6087   7553  49076 206525 207459]
SMsplice 5SS: [   103   2597   6199   7710  49188  62196  86667 130284 133371]
SMsplice 3SS: [  2505   6087   7553  49076  62113  86552 130169 133171 203260]
top_k =  500
Partition function (log Z): -94.07636977084591

Sorted 5' Splice Sites (High to Low Probability):
Position 7710: 0.9311439455994805
Position 6199: 0.9193928537925506
Position 2597: 0.8627947226613177
Position 103: 0.8570319111734156
Position 14185: 0.5500790864464055
Position 5421: 0.364954574133255
Position 11644: 0.29416930766176763
Position 6505: 0.19521292491248923
Position 3607: 0.16095328579111684
Position 14991: 0.15778995196463277
Position 12774: 0.15211476885263356
Position 2861: 0.13996135931112388
Position 13751: 0.12895498988524184
Position 8448: 0.11690553752929436
Position 13976: 0.11517956120696629
Position 4273: 0.10172949451963896
Position 7705: 0.06741385794335716
Position 2834: 0.05845691848600208
Position 7081: 0.049192311055724004
Position 452: 0.04910744992806064
Position 492: 0.03846236477391852
Position 340: 0.030622576936389565
Position 4232: 0.02488518166845472
Position 5654: 0.023193733674398857
Position 7065: 0.022181380671716554
Position 478: 0.020921857214238514
Position 7144: 0.01820858804699869
Position 4317: 0.016839591546632844
Position 773: 0.013996874220221254
Position 3632: 0.013225855280585381
Position 7324: 0.01197692378648351
Position 1036: 0.011217485116729486
Position 1342: 0.010988515350943938
Position 2312: 0.010974049851595672
Position 6295: 0.007893934261464456
Position 2732: 0.006897588042212948
Position 5596: 0.006877561252990516
Position 2906: 0.006481851209143197
Position 588: 0.006480543725494511
Position 210: 0.006079001049147654
Position 128: 0.004645070409830389
Position 344: 0.0046088578425069054
Position 4127: 0.004541940663903562
Position 11464: 0.0043630220007387956
Position 3147: 0.004197556881287388
Position 1971: 0.0034919341276214303
Position 6509: 0.0033080116197189
Position 1409: 0.002897229753457611
Position 12098: 0.002492121743533561
Position 12245: 0.0020686517590965034
Position 1749: 0.0018782206525853695
Position 1034: 0.0017858191593270875
Position 4788: 0.00178149268542838
Position 400: 0.0017742020494715574
Position 265: 0.0017145099131858047
Position 7000: 0.0016049110793257039
Position 4690: 0.001521475410297341
Position 4466: 0.0014266637697657872
Position 5416: 0.0012864148186338162
Position 1156: 0.0011648050041828794
Position 322: 0.0009311073729175071
Position 562: 0.0008174210843730248
Position 2340: 0.0006735618805583077
Position 8107: 0.000560733184720114
Position 6029: 0.00018461448548245197
Position 2745: 0.00012144662273115916
Position 3121: 9.307209871303463e-05
Position 220: 8.419120076823256e-05
Position 2778: 7.749543637028235e-05
Position 230: 6.727914288541467e-05
Position 829: 3.645964142551703e-05
Position 114: 3.498976500407164e-05
Position 225: 3.331529115426509e-05
Position 243: 2.4902047650979306e-05
Position 417: 2.395158453542851e-05
Position 374: 1.953187475455283e-05
Position 359: 1.8571025210721215e-05
Position 299: 1.5319692146580583e-05
Position 592: 1.5132903357272465e-05
Position 279: 1.3985377453697044e-05
Position 521: 1.283963863958408e-05
Position 672: 1.0229877331766236e-05
Position 18: 7.720751144200885e-06
Position 616: 7.261188350535625e-06
Position 853: 6.54780535594397e-06
Position 472: 5.497694288466223e-06
Position 215: 5.295157351819554e-06
Position 695: 4.739918436097317e-06
Position 386: 4.309119118265753e-06
Position 803: 3.834338821910269e-06
Position 821: 3.774269188316753e-06
Position 310: 2.4986161431312803e-06
Position 68: 2.295088320962168e-06
Position 795: 2.0683836223361345e-06
Position 2848: 2.0670126202653944e-06
Position 681: 1.723148868052309e-06
Position 45: 1.528816996817113e-06
Position 655: 1.358213846256176e-06
Position 369: 9.196126016895683e-07
Position 1138: 5.472241117402899e-07
