Gene = SWI5
index = 1362
Annotated 5SS: [ 257  610 8486 9888]
Annotated 3SS: [  440  8363  9792 12505]
SMsplice 5SS: [ 257  610 8486 9888]
SMsplice 3SS: [  440  8363  9792 12505]
top_k =  500
Partition function (log Z): -4.167887561006743

Sorted 5' Splice Sites (High to Low Probability):
Position 8486: 0.9556935950675697
Position 9888: 0.9550516879538488
Position 257: 0.9225683770407791
Position 610: 0.9087225377786287
Position 1112: 0.18669562791946345
Position 3279: 0.17173846371093426
Position 10621: 0.0971839641431599
Position 3218: 0.09029528587111135
Position 3288: 0.07357131268394228
Position 10769: 0.06928388223905836
Position 11950: 0.06897139352799518
Position 10369: 0.0537442350210914
Position 751: 0.05327598008093514
Position 105: 0.043745199927384015
Position 9218: 0.041744482798677054
Position 9548: 0.040737009598346766
Position 3057: 0.03943493579662867
Position 9633: 0.038110723413186054
Position 3681: 0.034058625268994
Position 2536: 0.03201061251771354
Position 5653: 0.031040675726418138
Position 3750: 0.02577966299608425
Position 2545: 0.024917995398293154
Position 11973: 0.02076477747145238
Position 10111: 0.0163105037127669
Position 2192: 0.015289376207483376
Position 9694: 0.012681451649404088
Position 11249: 0.012638405219963855
Position 8478: 0.01010389521419314
Position 12230: 0.009029389168813502
Position 522: 0.006810717020894457
Position 10504: 0.00496800848813304
Position 144: 0.004642142102806553
Position 1541: 0.004328857607486296
Position 175: 0.00301273604659182
Position 9602: 0.0023021494904491876
Position 1119: 0.0014447504753288723
Position 10677: 0.0012924431504778963
Position 10679: 0.0012736979709280318
Position 123: 0.0009641813469545762
Position 12518: 0.0009024597483887134
Position 1193: 0.0008610559926256989
Position 10652: 0.0007475615793506576
Position 10068: 0.0007323375549403493
Position 10787: 0.0005994220242031865
Position 12307: 0.0004931506953783694
Position 526: 0.00043806992902692464
Position 162: 0.00038227858651559504
Position 399: 0.0003666554777878201
Position 499: 0.00035238899809635283
Position 9015: 0.0002931790604827701
Position 659: 0.00023393584829344848
Position 1719: 0.00021910594065685675
Position 8474: 0.000197878645530811
Position 280: 0.0001872495779394897
Position 10433: 0.00017361764173230574
Position 614: 0.00015403858658401124
Position 3135: 4.146766002821165e-05
Position 424: 1.3999729531992394e-05
Position 584: 1.1660622378452259e-05
Position 422: 1.1618151393663193e-05
Position 355: 7.0798311189228e-06
Position 805: 3.608366288856276e-06
Position 131: 2.4386920850126018e-06
Position 61: 2.01848469645494e-06
Position 964: 1.8653491939379757e-06
Position 373: 1.8644384294480432e-06
Position 26: 9.669413126131912e-07
Position 450: 3.622182326981094e-07
Position 1350: 3.186025783608372e-07
Position 150: 7.544935591108438e-08
Position 1751: 6.862211541192813e-08
Position 31: 5.315681554964434e-08
Position 1723: 4.487763451713751e-08
Position 10: 2.7338415967526414e-08
Position 1130: 1.7353649782859274e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8363: 0.950047787294374
Position 9792: 0.9421271644967782
Position 12505: 0.7695598416708791
Position 440: 0.6845837893186151
Position 3078: 0.30969821585455026
Position 10526: 0.1812477653821895
Position 12596: 0.15958605322772562
Position 499: 0.11670213822248045
Position 9358: 0.09024371726312863
Position 11847: 0.08470271211734502
Position 1014: 0.07671630054119308
Position 2980: 0.061764305899598866
Position 691: 0.04899696985033081
Position 560: 0.046853650239211876
Position 868: 0.04405328413326145
Position 1076: 0.03327594894138295
Position 5508: 0.031040675726418138
Position 2487: 0.030860083132907237
Position 10264: 0.026276383029821132
Position 9196: 0.023935287914117864
Position 515: 0.023727608978236083
Position 3419: 0.02190326859282148
Position 10067: 0.02109877067346138
Position 3359: 0.020923886409551395
Position 2497: 0.018190646151380656
Position 826: 0.016959800321687247
Position 8429: 0.015992970495300397
Position 12019: 0.013615099479354697
Position 12485: 0.013521618293767324
Position 395: 0.012495440497344527
Position 10306: 0.012395281541084172
Position 11732: 0.012194917627061557
Position 3680: 0.011771433741253098
Position 11052: 0.011416237595611336
Position 328: 0.010502427520452511
Position 8915: 0.010307942188300527
Position 9976: 0.008760216496902798
Position 9430: 0.008599077015788508
