Gene = EPHX1
index = 500
Annotated 5SS: [   75 18817 21864 28786 29251 29942 32379 34528]
Annotated 3SS: [18628 21682 28557 29120 29732 32269 34401 35049]
SMsplice 5SS: [   75  1357 15449 15965 18817 21864 28786 29251 29942 31039 32060 32379
 34528]
SMsplice 3SS: [ 1268 15261 15860 18628 21682 28557 29120 29732 30939 31960 32317 34401
 34994]
top_k =  500
Partition function (log Z): 9.643227174884831

Sorted 5' Splice Sites (High to Low Probability):
Position 1357: 0.9896163999801627
Position 29251: 0.9881740536092848
Position 32379: 0.9540934035563436
Position 15449: 0.9271444055304398
Position 34528: 0.9243107429864186
Position 18817: 0.9192050526643427
Position 21864: 0.8936058768976883
Position 28786: 0.8846289047043981
Position 29942: 0.7089776286253179
Position 31039: 0.6916355573705844
Position 75: 0.6848565088641592
Position 15965: 0.6344338260847807
Position 32060: 0.5977983840050678
Position 5836: 0.5008364368704837
Position 28393: 0.45454449275022407
Position 1172: 0.40528114063506243
Position 27089: 0.2927953433299763
Position 30248: 0.2536939101214164
Position 30679: 0.23483566554025245
Position 123: 0.17548684815182433
Position 19451: 0.16538999637344481
Position 19439: 0.13328678932864518
Position 29938: 0.12242988141284299
Position 12561: 0.11674894004171259
Position 19158: 0.10376798829071893
Position 30243: 0.10137350375951235
Position 30406: 0.10021257522646676
Position 21818: 0.09793543635445358
Position 22636: 0.0687070699117739
Position 154: 0.06518625778267487
Position 27272: 0.06401322300830573
Position 34823: 0.06088016332294854
Position 30670: 0.06082091133613687
Position 28871: 0.04440951743815042
Position 27260: 0.04429247177606626
Position 3693: 0.03785978239151659
Position 15443: 0.03608372382728047
Position 1112: 0.030665823831983456
Position 34127: 0.029999130439379896
Position 29875: 0.029877981187875824
Position 33720: 0.029019217350357143
Position 32870: 0.027202775920795882
Position 621: 0.023560594997377424
Position 29025: 0.019630430445202254
Position 28998: 0.019570765649727373
Position 15350: 0.018802319601982573
Position 19278: 0.016751038652671975
Position 32117: 0.01670673084504737
Position 22655: 0.016209109129053555
Position 28632: 0.01497074813426741
Position 34714: 0.014342307319108412
Position 19511: 0.014228516351160223
Position 28832: 0.014092169578823886
Position 26816: 0.01259306082181281
Position 625: 0.011264490603557139
Position 24992: 0.010632416197772988
Position 521: 0.010240087706479807
Position 33492: 0.009772279458223123
Position 32987: 0.009580343140193829
Position 29487: 0.007644030447243274
Position 1350: 0.0075330145931471705
Position 33858: 0.007454901372365374
Position 28349: 0.007090696530322628
Position 33093: 0.006729506456569616
Position 33577: 0.0060300908364325665
Position 23032: 0.0056855913616970935
Position 1177: 0.005539097339621364
Position 22299: 0.00539879938913175
Position 28803: 0.005380104015469522
Position 34152: 0.005287975513281266
Position 35120: 0.004339960227896893
Position 34030: 0.0036346932530026987
Position 1116: 0.003387958546411956
Position 181: 0.0032934493980271867
Position 34056: 0.0031495089416862052
Position 831: 0.0025969771031059755
Position 32815: 0.002516454543049852
Position 32545: 0.002510755876553123
Position 2103: 0.002249759441566785
Position 22213: 0.002130415299631714
Position 437: 0.0021233306597384896
Position 21896: 0.002083898804662367
Position 3697: 0.001821234225679495
Position 4842: 0.0016794986332040733
Position 34167: 0.001640150787622843
Position 193: 0.0015792199540012096
Position 597: 0.0015395319142886962
Position 770: 0.0011694429123670805
Position 835: 0.001080474428804376
Position 22496: 0.0010672402788793754
Position 23208: 0.0009913545223131964
Position 488: 0.0009425248336026338
Position 29256: 0.0009272628498856342
Position 1452: 0.0008579422128768091
Position 1468: 0.0008137059949542609
Position 35234: 0.0008066614098582991
Position 33291: 0.0008059339782352496
