Gene = SURF1
index = 1355
Annotated 5SS: [  86  238 1683 1848 2758 3813 4061 4446]
Annotated 3SS: [ 185 1548 1764 2565 3739 3897 4363 4523]
SMsplice 5SS: [  86  238 1683 1848 4446]
SMsplice 3SS: [ 185 1548 1764 4363 4523]
top_k =  500
Partition function (log Z): 7.165859735039692

Sorted 5' Splice Sites (High to Low Probability):
Position 1848: 0.9863686279841102
Position 238: 0.9834899629999089
Position 4446: 0.9778895873550121
Position 86: 0.9533545186779393
Position 1683: 0.6945702456708214
Position 2758: 0.5208792751127973
Position 4061: 0.4508767841283039
Position 3813: 0.4230102595882437
Position 2101: 0.1237122909195334
Position 2606: 0.05728726709682589
Position 3201: 0.04304633277203091
Position 97: 0.0346857658519382
Position 2485: 0.03204532001442816
Position 455: 0.026548431810542585
Position 2244: 0.014087691369004236
Position 3524: 0.010639832620525312
Position 564: 0.008942720204502867
Position 3928: 0.007371474115582131
Position 1631: 0.007045900543414271
Position 829: 0.006710314286002749
Position 2282: 0.005639971858069547
Position 1966: 0.005470250913300724
Position 104: 0.004580641491926184
Position 3516: 0.003856717713586616
Position 2157: 0.0035532304295497652
Position 3563: 0.003386603940369535
Position 4092: 0.0030561042615258635
Position 571: 0.0022651458168528264
Position 27: 0.0020158816429143127
Position 111: 0.0019210647523391403
Position 2272: 0.0017176018004543638
Position 4671: 0.0017142604024075758
Position 1188: 0.0013961182194151464
Position 2850: 0.0011998016343379302
Position 3417: 0.0010930026921186914
Position 1498: 0.0010330201311767597
Position 4586: 0.000740605208545472
Position 1702: 0.0007073415955770901
Position 1006: 0.0006440836385054855
Position 3470: 0.000552649613792456
Position 3474: 0.0003821577111555321
Position 2805: 0.0003459642385398418
Position 2169: 0.00034073960120670275
Position 1700: 0.00031777868484220856
Position 118: 0.0003082260370574927
Position 1635: 0.00023278216366727028
Position 2106: 0.00021661457197578692
Position 2762: 0.0002051931924969838
Position 1401: 0.00018683935287406732
Position 630: 0.00017742141285559548
Position 1424: 0.00016046599529626063
Position 4662: 0.0001378511589987477
Position 2381: 0.00011925077071086581
Position 1935: 0.0001079192063188727
Position 1653: 9.948867088812463e-05
Position 423: 8.325227712365063e-05
Position 4631: 7.286404988827271e-05
Position 2309: 6.600895876424016e-05
Position 4431: 5.065542713014245e-05
Position 4524: 4.8860629029226354e-05
Position 1526: 4.412152565581509e-05
Position 1212: 4.2040334584683775e-05
Position 815: 3.841062467776337e-05
Position 1038: 3.2804640298592873e-05
Position 1249: 2.997704684265908e-05
Position 4438: 2.8572510636326843e-05
Position 374: 2.811205810268464e-05
Position 765: 1.9421254477089607e-05
Position 312: 1.9066056498330716e-05
Position 1317: 1.854101101901962e-05
Position 41: 1.8195262110463333e-05
Position 466: 1.4558449587056789e-05
Position 2161: 1.4362997196494767e-05
Position 222: 1.3973586178273054e-05
Position 799: 1.3784223057116975e-05
Position 4678: 1.2500386296666208e-05
Position 528: 1.1684763424982665e-05
Position 605: 1.0571209821251139e-05
Position 694: 9.800999109012929e-06
Position 634: 6.6836386396834615e-06
Position 259: 6.680240373976783e-06
Position 2076: 6.2217274241252826e-06
Position 1852: 6.016096485733502e-06
Position 379: 5.447512281477646e-06
Position 796: 4.978604161837402e-06
Position 607: 4.207228386896818e-06
Position 315: 3.905395700281355e-06
Position 2083: 3.54586414698968e-06
Position 1761: 1.1760421905563323e-06
Position 1888: 5.556993524348195e-07
Position 407: 1.6492114626383536e-07
Position 1809: 1.2110566243520023e-07
Position 125: 9.94790030409808e-08
Position 367: 8.72873163513322e-08
Position 291: 7.340249700019115e-08
Position 318: 6.131358425193915e-08
Position 639: 6.050667121235611e-08
Position 2064: 5.632249116442838e-08
Position 1803: 3.894393920083016e-08
Position 132: 3.712717393642287e-08
Position 412: 3.154753404918899e-08
Position 410: 2.5665092072032917e-08
Position 1816: 2.3976145144206326e-08
Position 404: 1.6226285555537187e-08
Position 497: 9.63093837479314e-09
Position 712: 8.545780854095111e-09
Position 172: 3.1054961063250184e-09
Position 396: 2.689401721611628e-09
Position 178: 3.1933579344422913e-10
Position 49: 1.3514092538930548e-12
Position 1171: 7.87133340024131e-13
Position 151: 5.730500015926579e-13
Position 176: 3.6931186867886354e-15
Position 213: 2.56251904252842e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1764: 0.9946106511824576
Position 4363: 0.9921778358346711
Position 185: 0.9894357013163492
Position 4523: 0.8777687673337218
Position 1548: 0.47767808371372644
Position 3897: 0.4252511863609068
Position 2565: 0.40696472986406707
Position 3739: 0.33518398096745455
Position 1530: 0.10983635323784284
Position 2632: 0.10644815002851211
Position 1965: 0.07870291492569972
Position 2223: 0.07566949201561987
Position 4540: 0.05325145781861832
Position 4563: 0.03927611684955865
Position 1631: 0.03353305243745822
Position 1590: 0.03131403032695741
Position 3722: 0.03092653071321728
Position 3297: 0.025718225285978308
Position 3775: 0.024107142834700696
Position 1947: 0.023193358587975058
Position 3652: 0.020359856211591205
Position 1464: 0.018079136960651648
Position 1497: 0.01791226003300404
Position 3841: 0.01714131206074505
Position 3051: 0.015090250754209642
Position 310: 0.015068746137508172
Position 2985: 0.014801648547803383
Position 2511: 0.011682610163475101
Position 3760: 0.01144035080827335
Position 2595: 0.01058004083309382
Position 2527: 0.008971040391374594
Position 2713: 0.008673898061136295
Position 483: 0.007656517125810664
Position 1921: 0.007413167383539249
Position 1985: 0.007273206671376207
Position 2939: 0.006984651280490986
Position 722: 0.006362550217901151
Position 4596: 0.006233181599250323
Position 4742: 0.006219083462138656
Position 2029: 0.005454183853536537
Position 1608: 0.005337971063081662
Position 3719: 0.004625887923985611
Position 396: 0.004171224306613163
Position 3036: 0.0036863895444234724
Position 3604: 0.003231154462061736
Position 3562: 0.002827835840565986
Position 1443: 0.0028267121501342855
Position 1368: 0.0027759346505666052
Position 2100: 0.002630228601706209
Position 2124: 0.0022693655681653288
Position 4631: 0.0021153420282228608
Position 3803: 0.0016174364521486808
Position 3444: 0.001517744353913039
Position 426: 0.001439131088737813
Position 955: 0.0012244205431883373
Position 2270: 0.0010938990340645476
Position 1561: 0.0010394447880679705
Position 1587: 0.001025265619212848
Position 3634: 0.0010105867250645255
Position 1570: 0.0009137122488406153
Position 2853: 0.0008806672413230981
Position 2943: 0.0008470446720736358
Position 936: 0.0008077740559823636
Position 2405: 0.0006089819569354426
Position 3009: 0.00043720846178605494
Position 1405: 0.00039897687663467506
Position 1423: 0.00037758001633439366
Position 932: 0.0003184016991248398
Position 1593: 0.0003147510807979316
Position 3373: 0.0003111432389449447
Position 2386: 0.0002991756120200799
Position 2677: 0.0002947326715179779
Position 452: 0.0002929935787469041
Position 1770: 0.00029245220860790223
Position 1579: 0.00027777592467216774
Position 4601: 0.0002672180900507811
Position 2635: 0.0002643982152882914
Position 1567: 0.0002593965826432853
Position 1094: 0.0002510729233357891
Position 2991: 0.00024037949050132067
Position 2303: 0.0002005129508582668
